Date,Run,Plate,SDR,Light_Level,Light_Value,TimeStart,TimeStop,TimeInterval,IntervalStart,IntervalStop,Temperature,Notes
20230712,1,1,641,1,0,21:12,21:32,0:20,0,20,28,Test
20230712,1,1,641,2,26,21:38,21:58,0:40,26,46,28,Test
20230712,1,1,641,3,93,22:10,22:30,1:00,58,78,28,Test
20230712,1,1,641,4,178,22:33,22:53,1:20,81,101,28,Test
20230712,1,1,641,5,259,22:58,23:18,1:40,106,126,28,Test
