"Plot Title: HOBO27"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058735, SEN S/N: 1058735)","Intensity, Lux (LGR S/N: 1058735, SEN S/N: 1058735)","Host Connected (LGR S/N: 1058735)","Coupler Attached (LGR S/N: 1058735)","Coupler Detached (LGR S/N: 1058735)","Stopped (LGR S/N: 1058735)","End Of File (LGR S/N: 1058735)"
80,07/11/23 01:35:00 PM,32.086,19289.0,,,,,
81,07/11/23 01:40:00 PM,32.086,28933.5,,,,,
82,07/11/23 01:45:00 PM,32.086,38578.0,,,,,
83,07/11/23 01:50:00 PM,31.778,6544.5,,,,,
84,07/11/23 01:55:00 PM,31.676,8266.7,,,,,
85,07/11/23 02:00:00 PM,31.880,20666.8,,,,,
86,07/11/23 02:05:00 PM,31.880,16533.4,,,,,
87,07/11/23 02:10:00 PM,31.778,16533.4,,,,,
88,07/11/23 02:15:00 PM,31.676,5166.7,,,,,
89,07/11/23 02:20:00 PM,31.472,6200.0,,,,,
90,07/11/23 02:25:00 PM,31.370,8611.2,,,,,
91,07/11/23 02:30:00 PM,31.268,5511.1,,,,,
92,07/11/23 02:35:00 PM,31.166,4650.0,,,,,
93,07/11/23 02:40:00 PM,31.268,7233.4,,,,,
94,07/11/23 02:45:00 PM,31.268,7577.8,,,,,
95,07/11/23 02:50:00 PM,31.268,11022.3,,,,,
96,07/11/23 02:55:00 PM,31.472,9644.5,,,,,
97,07/11/23 03:00:00 PM,31.370,4994.5,,,,,
98,07/11/23 03:05:00 PM,31.268,4477.8,,,,,
99,07/11/23 03:10:00 PM,31.472,8266.7,,,,,
100,07/11/23 03:15:00 PM,31.472,4822.3,,,,,
101,07/11/23 03:20:00 PM,31.574,8611.2,,,,,
102,07/11/23 03:25:00 PM,31.472,9300.1,,,,,
103,07/11/23 03:30:00 PM,31.268,5511.1,,,,,
104,07/11/23 03:35:00 PM,31.166,3788.9,,,,,
105,07/11/23 03:40:00 PM,31.268,10333.4,,,,,
106,07/11/23 03:45:00 PM,31.268,9644.5,,,,,
107,07/11/23 03:50:00 PM,31.268,4133.4,,,,,
108,07/11/23 03:55:00 PM,31.268,6200.0,,,,,
109,07/11/23 04:00:00 PM,31.268,5511.1,,,,,
110,07/11/23 04:05:00 PM,31.370,7233.4,,,,,
111,07/11/23 04:10:00 PM,31.370,3100.0,,,,,
112,07/11/23 04:15:00 PM,31.472,5166.7,,,,,
113,07/11/23 04:20:00 PM,31.472,4994.5,,,,,
114,07/11/23 04:25:00 PM,31.370,4822.3,,,,,
115,07/11/23 04:30:00 PM,31.268,2583.4,,,,,
116,07/11/23 04:35:00 PM,31.064,4994.5,,,,,
117,07/11/23 04:40:00 PM,31.064,3961.1,,,,,
118,07/11/23 04:45:00 PM,31.064,4133.4,,,,,
119,07/11/23 04:50:00 PM,30.963,4133.4,,,,,
120,07/11/23 04:55:00 PM,30.963,3616.7,,,,,
121,07/11/23 05:00:00 PM,30.963,3616.7,,,,,
122,07/11/23 05:05:00 PM,31.064,3272.2,,,,,
123,07/11/23 05:10:00 PM,31.064,3100.0,,,,,
124,07/11/23 05:15:00 PM,31.064,3788.9,,,,,
125,07/11/23 05:20:00 PM,31.064,1894.5,,,,,
126,07/11/23 05:25:00 PM,31.064,2497.2,,,,,
127,07/11/23 05:30:00 PM,31.064,2066.7,,,,,
128,07/11/23 05:35:00 PM,31.064,2583.4,,,,,
129,07/11/23 05:40:00 PM,31.064,1980.6,,,,,
130,07/11/23 05:45:00 PM,31.064,2669.5,,,,,
131,07/11/23 05:50:00 PM,31.064,2066.7,,,,,
132,07/11/23 05:55:00 PM,31.064,1550.0,,,,,
133,07/11/23 06:00:00 PM,31.064,2152.8,,,,,
134,07/11/23 06:05:00 PM,31.064,1894.5,,,,,
135,07/11/23 06:10:00 PM,31.064,1808.3,,,,,
136,07/11/23 06:15:00 PM,31.064,1722.2,,,,,
137,07/11/23 06:20:00 PM,31.064,1636.1,,,,,
138,07/11/23 06:25:00 PM,30.963,1550.0,,,,,
139,07/11/23 06:30:00 PM,30.963,1130.2,,,,,
140,07/11/23 06:35:00 PM,30.963,1377.8,,,,,
141,07/11/23 06:40:00 PM,30.862,1377.8,,,,,
142,07/11/23 06:45:00 PM,30.862,1302.4,,,,,
143,07/11/23 06:50:00 PM,30.862,1227.1,,,,,
144,07/11/23 06:55:00 PM,30.862,1141.0,,,,,
145,07/11/23 07:00:00 PM,30.862,1076.4,,,,,
146,07/11/23 07:05:00 PM,30.760,1033.3,,,,,
147,07/11/23 07:10:00 PM,30.760,947.2,,,,,
148,07/11/23 07:15:00 PM,30.760,882.6,,,,,
149,07/11/23 07:20:00 PM,30.760,807.3,,,,,
150,07/11/23 07:25:00 PM,30.659,731.9,,,,,
151,07/11/23 07:30:00 PM,30.659,688.9,,,,,
152,07/11/23 07:35:00 PM,30.659,624.3,,,,,
153,07/11/23 07:40:00 PM,30.659,516.7,,,,,
154,07/11/23 07:45:00 PM,30.558,430.6,,,,,
155,07/11/23 07:50:00 PM,30.457,312.2,,,,,
156,07/11/23 07:55:00 PM,30.457,258.3,,,,,
157,07/11/23 08:00:00 PM,30.457,258.3,,,,,
158,07/11/23 08:05:00 PM,30.457,215.3,,,,,
159,07/11/23 08:10:00 PM,30.356,139.9,,,,,
160,07/11/23 08:15:00 PM,30.356,86.1,,,,,
161,07/11/23 08:20:00 PM,30.356,43.1,,,,,
162,07/11/23 08:25:00 PM,30.255,10.8,,,,,
163,07/11/23 08:30:00 PM,30.255,0.0,,,,,
164,07/11/23 08:35:00 PM,30.255,0.0,,,,,
165,07/11/23 08:40:00 PM,30.154,0.0,,,,,
166,07/11/23 08:45:00 PM,30.154,0.0,,,,,
167,07/11/23 08:50:00 PM,30.054,0.0,,,,,
168,07/11/23 08:55:00 PM,30.054,0.0,,,,,
169,07/11/23 09:00:00 PM,30.054,0.0,,,,,
170,07/11/23 09:05:00 PM,30.054,0.0,,,,,
171,07/11/23 09:10:00 PM,30.054,0.0,,,,,
172,07/11/23 09:15:00 PM,29.953,0.0,,,,,
173,07/11/23 09:20:00 PM,29.953,0.0,,,,,
174,07/11/23 09:25:00 PM,29.953,0.0,,,,,
175,07/11/23 09:30:00 PM,29.853,0.0,,,,,
176,07/11/23 09:35:00 PM,29.853,0.0,,,,,
177,07/11/23 09:40:00 PM,29.853,0.0,,,,,
178,07/11/23 09:45:00 PM,29.853,0.0,,,,,
179,07/11/23 09:50:00 PM,29.853,0.0,,,,,
180,07/11/23 09:55:00 PM,29.752,0.0,,,,,
181,07/11/23 10:00:00 PM,29.752,0.0,,,,,
182,07/11/23 10:05:00 PM,29.652,0.0,,,,,
183,07/11/23 10:10:00 PM,29.652,0.0,,,,,
184,07/11/23 10:15:00 PM,29.652,0.0,,,,,
185,07/11/23 10:20:00 PM,29.853,0.0,,,,,
186,07/11/23 10:25:00 PM,29.953,0.0,,,,,
187,07/11/23 10:30:00 PM,29.953,0.0,,,,,
188,07/11/23 10:35:00 PM,29.953,0.0,,,,,
189,07/11/23 10:40:00 PM,29.953,0.0,,,,,
190,07/11/23 10:45:00 PM,29.953,0.0,,,,,
191,07/11/23 10:50:00 PM,29.953,0.0,,,,,
192,07/11/23 10:55:00 PM,29.853,0.0,,,,,
193,07/11/23 11:00:00 PM,29.853,0.0,,,,,
194,07/11/23 11:05:00 PM,29.853,0.0,,,,,
195,07/11/23 11:10:00 PM,29.853,0.0,,,,,
196,07/11/23 11:15:00 PM,29.752,0.0,,,,,
197,07/11/23 11:20:00 PM,29.752,0.0,,,,,
198,07/11/23 11:25:00 PM,29.752,0.0,,,,,
199,07/11/23 11:30:00 PM,29.652,0.0,,,,,
200,07/11/23 11:35:00 PM,29.652,0.0,,,,,
201,07/11/23 11:40:00 PM,29.752,0.0,,,,,
202,07/11/23 11:45:00 PM,29.953,0.0,,,,,
203,07/11/23 11:50:00 PM,29.953,0.0,,,,,
204,07/11/23 11:55:00 PM,29.953,0.0,,,,,
205,07/12/23 12:00:00 AM,29.953,0.0,,,,,
206,07/12/23 12:05:00 AM,29.953,0.0,,,,,
207,07/12/23 12:10:00 AM,29.953,0.0,,,,,
208,07/12/23 12:15:00 AM,29.853,0.0,,,,,
209,07/12/23 12:20:00 AM,29.853,0.0,,,,,
210,07/12/23 12:25:00 AM,29.853,0.0,,,,,
211,07/12/23 12:30:00 AM,29.853,0.0,,,,,
212,07/12/23 12:35:00 AM,29.752,0.0,,,,,
213,07/12/23 12:40:00 AM,29.752,0.0,,,,,
214,07/12/23 12:45:00 AM,29.652,0.0,,,,,
215,07/12/23 12:50:00 AM,29.752,0.0,,,,,
216,07/12/23 12:55:00 AM,29.853,0.0,,,,,
217,07/12/23 01:00:00 AM,29.953,0.0,,,,,
218,07/12/23 01:05:00 AM,29.953,0.0,,,,,
219,07/12/23 01:10:00 AM,29.953,0.0,,,,,
220,07/12/23 01:15:00 AM,29.953,0.0,,,,,
221,07/12/23 01:20:00 AM,29.953,0.0,,,,,
222,07/12/23 01:25:00 AM,29.853,0.0,,,,,
223,07/12/23 01:30:00 AM,29.853,0.0,,,,,
224,07/12/23 01:35:00 AM,29.853,0.0,,,,,
225,07/12/23 01:40:00 AM,29.752,0.0,,,,,
226,07/12/23 01:45:00 AM,29.752,0.0,,,,,
227,07/12/23 01:50:00 AM,29.652,0.0,,,,,
228,07/12/23 01:55:00 AM,29.652,0.0,,,,,
229,07/12/23 02:00:00 AM,29.752,0.0,,,,,
230,07/12/23 02:05:00 AM,29.853,0.0,,,,,
231,07/12/23 02:10:00 AM,29.953,0.0,,,,,
232,07/12/23 02:15:00 AM,29.953,0.0,,,,,
233,07/12/23 02:20:00 AM,29.953,0.0,,,,,
234,07/12/23 02:25:00 AM,29.953,0.0,,,,,
235,07/12/23 02:30:00 AM,29.953,0.0,,,,,
236,07/12/23 02:35:00 AM,29.953,0.0,,,,,
237,07/12/23 02:40:00 AM,29.853,0.0,,,,,
238,07/12/23 02:45:00 AM,29.853,0.0,,,,,
239,07/12/23 02:50:00 AM,29.853,0.0,,,,,
240,07/12/23 02:55:00 AM,29.752,0.0,,,,,
241,07/12/23 03:00:00 AM,29.752,0.0,,,,,
242,07/12/23 03:05:00 AM,29.652,0.0,,,,,
243,07/12/23 03:10:00 AM,29.652,0.0,,,,,
244,07/12/23 03:15:00 AM,29.853,0.0,,,,,
245,07/12/23 03:20:00 AM,29.953,0.0,,,,,
246,07/12/23 03:25:00 AM,29.953,0.0,,,,,
247,07/12/23 03:30:00 AM,29.953,0.0,,,,,
248,07/12/23 03:35:00 AM,29.953,0.0,,,,,
249,07/12/23 03:40:00 AM,29.953,0.0,,,,,
250,07/12/23 03:45:00 AM,29.953,0.0,,,,,
251,07/12/23 03:50:00 AM,29.853,0.0,,,,,
252,07/12/23 03:55:00 AM,29.853,0.0,,,,,
253,07/12/23 04:00:00 AM,29.853,0.0,,,,,
254,07/12/23 04:05:00 AM,29.752,0.0,,,,,
255,07/12/23 04:10:00 AM,29.752,0.0,,,,,
256,07/12/23 04:15:00 AM,29.652,0.0,,,,,
257,07/12/23 04:20:00 AM,29.752,0.0,,,,,
258,07/12/23 04:25:00 AM,29.853,0.0,,,,,
259,07/12/23 04:30:00 AM,29.953,0.0,,,,,
260,07/12/23 04:35:00 AM,29.953,0.0,,,,,
261,07/12/23 04:40:00 AM,29.953,0.0,,,,,
262,07/12/23 04:45:00 AM,29.953,0.0,,,,,
263,07/12/23 04:50:00 AM,29.953,0.0,,,,,
264,07/12/23 04:55:00 AM,29.853,0.0,,,,,
265,07/12/23 05:00:00 AM,29.853,0.0,,,,,
266,07/12/23 05:05:00 AM,29.853,0.0,,,,,
267,07/12/23 05:10:00 AM,29.752,0.0,,,,,
268,07/12/23 05:15:00 AM,29.652,0.0,,,,,
269,07/12/23 05:20:00 AM,29.652,0.0,,,,,
270,07/12/23 05:25:00 AM,29.853,0.0,,,,,
271,07/12/23 05:30:00 AM,29.953,0.0,,,,,
272,07/12/23 05:35:00 AM,29.953,0.0,,,,,
273,07/12/23 05:40:00 AM,29.953,0.0,,,,,
274,07/12/23 05:45:00 AM,29.953,0.0,,,,,
275,07/12/23 05:50:00 AM,29.953,0.0,,,,,
276,07/12/23 05:55:00 AM,29.853,0.0,,,,,
277,07/12/23 06:00:00 AM,29.853,0.0,,,,,
278,07/12/23 06:05:00 AM,29.853,0.0,,,,,
279,07/12/23 06:10:00 AM,29.752,0.0,,,,,
280,07/12/23 06:15:00 AM,29.752,43.1,,,,,
281,07/12/23 06:20:00 AM,29.752,64.6,,,,,
282,07/12/23 06:25:00 AM,29.853,107.6,,,,,
283,07/12/23 06:30:00 AM,29.953,172.2,,,,,
284,07/12/23 06:35:00 AM,29.953,236.8,,,,,
285,07/12/23 06:40:00 AM,29.953,258.3,,,,,
286,07/12/23 06:45:00 AM,29.953,355.2,,,,,
287,07/12/23 06:50:00 AM,29.953,398.3,,,,,
288,07/12/23 06:55:00 AM,29.853,441.3,,,,,
289,07/12/23 07:00:00 AM,29.853,592.0,,,,,
290,07/12/23 07:05:00 AM,29.853,645.8,,,,,
291,07/12/23 07:10:00 AM,29.752,775.0,,,,,
292,07/12/23 07:15:00 AM,29.853,914.9,,,,,
293,07/12/23 07:20:00 AM,29.953,1248.6,,,,,
294,07/12/23 07:25:00 AM,30.054,1119.5,,,,,
295,07/12/23 07:30:00 AM,30.054,2238.9,,,,,
296,07/12/23 07:35:00 AM,30.054,1162.5,,,,,
297,07/12/23 07:40:00 AM,30.054,1377.8,,,,,
298,07/12/23 07:45:00 AM,29.953,1280.9,,,,,
299,07/12/23 07:50:00 AM,29.953,1377.8,,,,,
300,07/12/23 07:55:00 AM,29.953,1463.9,,,,,
301,07/12/23 08:00:00 AM,29.953,1313.2,,,,,
302,07/12/23 08:05:00 AM,29.853,2927.8,,,,,
303,07/12/23 08:10:00 AM,29.853,2669.5,,,,,
304,07/12/23 08:15:00 AM,29.853,2238.9,,,,,
305,07/12/23 08:20:00 AM,29.853,2411.1,,,,,
306,07/12/23 08:25:00 AM,30.054,3616.7,,,,,
307,07/12/23 08:30:00 AM,30.054,2325.0,,,,,
308,07/12/23 08:35:00 AM,30.255,3616.7,,,,,
309,07/12/23 08:40:00 AM,30.255,4650.0,,,,,
310,07/12/23 08:45:00 AM,30.255,6200.0,,,,,
311,07/12/23 08:50:00 AM,30.356,4133.4,,,,,
312,07/12/23 08:55:00 AM,30.255,4477.8,,,,,
313,07/12/23 09:00:00 AM,30.154,3788.9,,,,,
314,07/12/23 09:05:00 AM,30.255,9300.1,,,,,
315,07/12/23 09:10:00 AM,30.356,8611.2,,,,,
316,07/12/23 09:15:00 AM,30.457,4650.0,,,,,
317,07/12/23 09:20:00 AM,30.356,2755.6,,,,,
318,07/12/23 09:25:00 AM,30.457,8266.7,,,,,
319,07/12/23 09:30:00 AM,30.457,9300.1,,,,,
320,07/12/23 09:35:00 AM,30.457,11022.3,,,,,
321,07/12/23 09:40:00 AM,30.457,4477.8,,,,,
322,07/12/23 09:45:00 AM,30.457,12400.1,,,,,
323,07/12/23 09:50:00 AM,30.558,13089.0,,,,,
324,07/12/23 09:55:00 AM,30.558,3788.9,,,,,
325,07/12/23 10:00:00 AM,30.659,12400.1,,,,,
326,07/12/23 10:05:00 AM,30.659,9644.5,,,,,
327,07/12/23 10:10:00 AM,30.659,21355.7,,,,,
328,07/12/23 10:15:00 AM,30.760,10333.4,,,,,
329,07/12/23 10:20:00 AM,31.064,16533.4,,,,,
330,07/12/23 10:25:00 AM,31.268,30311.3,,,,,
331,07/12/23 10:30:00 AM,31.472,35822.5,,,,,
332,07/12/23 10:35:00 AM,31.472,33066.9,,,,,
333,07/12/23 10:40:00 AM,30.760,6200.0,,,,,
334,07/12/23 10:45:00 AM,31.064,37200.2,,,,,
335,07/12/23 10:50:00 AM,31.472,35822.5,,,,,
336,07/12/23 10:55:00 AM,31.472,3100.0,,,,,
337,07/12/23 11:00:00 AM,30.963,3616.7,,,,,
338,07/12/23 11:05:00 AM,30.862,3616.7,,,,,
339,07/12/23 11:10:00 AM,31.472,19289.0,,,,,
340,07/12/23 11:15:00 AM,31.676,34444.7,,,,,
341,07/12/23 11:20:00 AM,31.574,6200.0,,,,,
342,07/12/23 11:25:00 AM,31.880,26178.0,,,,,
343,07/12/23 11:30:00 AM,31.983,22044.6,,,,,
344,07/12/23 11:35:00 AM,31.676,31689.1,,,,,
345,07/12/23 11:40:00 AM,31.880,24800.2,,,,,
346,07/12/23 11:45:00 AM,31.880,17911.2,,,,,
347,07/12/23 11:50:00 AM,31.778,30311.3,,,,,
348,07/12/23 11:55:00 AM,31.778,23422.4,,,,,
349,07/12/23 12:00:00 PM,31.676,7233.4,,,,,
350,07/12/23 12:05:00 PM,31.880,8611.2,,,,,
351,07/12/23 12:10:00 PM,31.880,20666.8,,,,,
352,07/12/23 12:15:00 PM,31.778,9644.5,,,,,
353,07/12/23 12:20:00 PM,31.880,23422.4,,,,,
354,07/12/23 12:25:00 PM,32.086,28933.5,,,,,
355,07/12/23 12:30:00 PM,31.676,8611.2,,,,,
356,07/12/23 12:35:00 PM,31.472,12400.1,,,,,
357,07/12/23 12:40:00 PM,31.268,20666.8,,,,,
358,07/12/23 12:45:00 PM,31.880,27555.7,,,,,
359,07/12/23 12:50:00 PM,32.086,30311.3,,,,,
360,07/12/23 12:55:00 PM,32.086,33066.9,,,,,
361,07/12/23 01:00:00 PM,32.188,26178.0,,,,,
362,07/12/23 01:05:00 PM,32.291,33066.9,,,,,
363,07/12/23 01:10:00 PM,32.188,34444.7,,,,,
364,07/12/23 01:15:00 PM,32.291,38578.0,,,,,
365,07/12/23 01:20:00 PM,31.676,12400.1,,,,,
366,07/12/23 01:25:00 PM,31.676,10677.8,,,,,
367,07/12/23 01:30:00 PM,32.188,39955.8,,,,,
368,07/12/23 01:35:00 PM,32.394,34444.7,,,,,
369,07/12/23 01:40:00 PM,32.086,17222.3,,,,,
370,07/12/23 01:45:00 PM,32.497,30311.3,,,,,
371,07/12/23 01:50:00 PM,32.497,33066.9,,,,,
372,07/12/23 01:55:00 PM,32.394,30311.3,,,,,
373,07/12/23 02:00:00 PM,32.291,26178.0,,,,,
374,07/12/23 02:05:00 PM,32.291,17911.2,,,,,
375,07/12/23 02:10:00 PM,31.983,14466.8,,,,,
376,07/12/23 02:15:00 PM,31.778,12400.1,,,,,
377,07/12/23 02:20:00 PM,31.676,11022.3,,,,,
378,07/12/23 02:25:00 PM,31.676,10333.4,,,,,
379,07/12/23 02:30:00 PM,31.778,11022.3,,,,,
380,07/12/23 02:35:00 PM,31.676,5166.7,,,,,
381,07/12/23 02:40:00 PM,31.472,8266.7,,,,,
382,07/12/23 02:45:00 PM,31.370,6200.0,,,,,
383,07/12/23 02:50:00 PM,31.370,7233.4,,,,,
384,07/12/23 02:55:00 PM,31.064,3100.0,,,,,
385,07/12/23 03:00:00 PM,31.166,5166.7,,,,,
386,07/12/23 03:05:00 PM,31.268,4650.0,,,,,
387,07/12/23 03:10:00 PM,31.268,4133.4,,,,,
388,07/12/23 03:15:00 PM,31.268,2066.7,,,,,
389,07/12/23 03:20:00 PM,31.166,5166.7,,,,,
390,07/12/23 03:25:00 PM,31.064,3788.9,,,,,
391,07/12/23 03:30:00 PM,31.064,3961.1,,,,,
392,07/12/23 03:35:00 PM,31.064,4305.6,,,,,
393,07/12/23 03:40:00 PM,31.064,3616.7,,,,,
394,07/12/23 03:45:00 PM,31.064,1722.2,,,,,
395,07/12/23 03:50:00 PM,31.166,3444.5,,,,,
396,07/12/23 03:55:00 PM,31.268,3444.5,,,,,
397,07/12/23 04:00:00 PM,31.268,3616.7,,,,,
398,07/12/23 04:05:00 PM,31.166,3616.7,,,,,
399,07/12/23 04:10:00 PM,31.064,2497.2,,,,,
400,07/12/23 04:15:00 PM,30.963,1980.6,,,,,
401,07/12/23 04:20:00 PM,30.963,2669.5,,,,,
402,07/12/23 04:25:00 PM,30.862,2411.1,,,,,
403,07/12/23 04:30:00 PM,30.862,2497.2,,,,,
404,07/12/23 04:35:00 PM,30.963,2152.8,,,,,
405,07/12/23 04:40:00 PM,30.963,2066.7,,,,,
406,07/12/23 04:45:00 PM,30.963,2152.8,,,,,
407,07/12/23 04:50:00 PM,30.862,1980.6,,,,,
408,07/12/23 04:55:00 PM,30.659,1894.5,,,,,
409,07/12/23 05:00:00 PM,30.457,1001.0,,,,,
410,07/12/23 05:05:00 PM,30.457,1808.3,,,,,
411,07/12/23 05:10:00 PM,30.457,1894.5,,,,,
412,07/12/23 05:15:00 PM,30.457,1980.6,,,,,
413,07/12/23 05:20:00 PM,30.457,1550.0,,,,,
414,07/12/23 05:25:00 PM,30.457,624.3,,,,,
415,07/12/23 05:30:00 PM,30.457,1722.2,,,,,
416,07/12/23 05:35:00 PM,30.457,1302.4,,,,,
417,07/12/23 05:40:00 PM,30.558,1356.3,,,,,
418,07/12/23 05:45:00 PM,30.558,1184.0,,,,,
419,07/12/23 05:50:00 PM,30.558,1054.9,,,,,
420,07/12/23 05:55:00 PM,30.558,1141.0,,,,,
421,07/12/23 06:00:00 PM,30.558,1377.8,,,,,
422,07/12/23 06:05:00 PM,30.558,1722.2,,,,,
423,07/12/23 06:10:00 PM,30.659,1076.4,,,,,
424,07/12/23 06:15:00 PM,30.558,516.7,,,,,
425,07/12/23 06:20:00 PM,30.558,807.3,,,,,
426,07/12/23 06:25:00 PM,30.558,1194.8,,,,,
427,07/12/23 06:30:00 PM,30.457,570.5,,,,,
428,07/12/23 06:35:00 PM,30.558,710.4,,,,,
429,07/12/23 06:40:00 PM,30.457,581.3,,,,,
430,07/12/23 06:45:00 PM,30.457,635.1,,,,,
431,07/12/23 06:50:00 PM,30.457,645.8,,,,,
432,07/12/23 06:55:00 PM,30.457,602.8,,,,,
433,07/12/23 07:00:00 PM,30.457,914.9,,,,,
434,07/12/23 07:05:00 PM,30.457,1054.9,,,,,
435,07/12/23 07:10:00 PM,30.457,645.8,,,,,
436,07/12/23 07:15:00 PM,30.356,549.0,,,,,
437,07/12/23 07:20:00 PM,30.356,527.4,,,,,
438,07/12/23 07:25:00 PM,30.356,473.6,,,,,
439,07/12/23 07:30:00 PM,30.356,516.7,,,,,
440,07/12/23 07:35:00 PM,30.255,344.4,,,,,
441,07/12/23 07:40:00 PM,30.255,322.9,,,,,
442,07/12/23 07:45:00 PM,30.255,312.2,,,,,
443,07/12/23 07:50:00 PM,30.255,139.9,,,,,
444,07/12/23 07:55:00 PM,30.154,107.6,,,,,
