"Plot Title: HOBO3"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058716, SEN S/N: 1058716)","Intensity, Lux (LGR S/N: 1058716, SEN S/N: 1058716)","Coupler Attached (LGR S/N: 1058716)","Host Connected (LGR S/N: 1058716)","Coupler Detached (LGR S/N: 1058716)","Stopped (LGR S/N: 1058716)","End Of File (LGR S/N: 1058716)"
1,07/11/23 11:50:00 AM,28.159,1377.8,,,,,
2,07/11/23 11:55:00 AM,30.154,38578.0,,,,,
3,07/11/23 12:00:00 PM,30.457,22044.6,,,,,
4,07/11/23 12:05:00 PM,31.064,16533.4,,,,,
5,07/11/23 12:10:00 PM,30.963,4305.6,,,,,
6,07/11/23 12:15:00 PM,31.064,9644.5,,,,,
7,07/11/23 12:20:00 PM,31.268,6200.0,,,,,
8,07/11/23 12:25:00 PM,31.472,19977.9,,,,,
9,07/11/23 12:30:00 PM,31.166,4994.5,,,,,
10,07/11/23 12:35:00 PM,31.268,22044.6,,,,,
11,07/11/23 12:40:00 PM,31.472,23422.4,,,,,
12,07/11/23 12:45:00 PM,31.370,9300.1,,,,,
13,07/11/23 12:50:00 PM,31.268,2755.6,,,,,
14,07/11/23 12:55:00 PM,31.574,7577.8,,,,,
15,07/11/23 01:00:00 PM,31.880,28933.5,,,,,
16,07/11/23 01:05:00 PM,32.086,34444.7,,,,,
17,07/11/23 01:10:00 PM,31.880,7577.8,,,,,
18,07/11/23 01:15:00 PM,32.394,39955.8,,,,,
19,07/11/23 01:20:00 PM,32.394,35822.5,,,,,
20,07/11/23 01:25:00 PM,32.291,13089.0,,,,,
21,07/11/23 01:30:00 PM,32.188,17222.3,,,,,
22,07/11/23 01:35:00 PM,32.394,19289.0,,,,,
23,07/11/23 01:40:00 PM,32.291,26178.0,,,,,
24,07/11/23 01:45:00 PM,32.188,46844.8,,,,,
25,07/11/23 01:50:00 PM,31.778,5511.1,,,,,
26,07/11/23 01:55:00 PM,31.676,6544.5,,,,,
27,07/11/23 02:00:00 PM,31.983,42711.4,,,,,
28,07/11/23 02:05:00 PM,32.394,44089.2,,,,,
29,07/11/23 02:10:00 PM,32.086,38578.0,,,,,
30,07/11/23 02:15:00 PM,32.086,9300.1,,,,,
31,07/11/23 02:20:00 PM,31.778,9300.1,,,,,
32,07/11/23 02:25:00 PM,31.676,13777.9,,,,,
33,07/11/23 02:30:00 PM,31.676,4994.5,,,,,
34,07/11/23 02:35:00 PM,31.574,5338.9,,,,,
35,07/11/23 02:40:00 PM,31.778,22044.6,,,,,
36,07/11/23 02:45:00 PM,31.574,12400.1,,,,,
37,07/11/23 02:50:00 PM,31.778,19977.9,,,,,
38,07/11/23 02:55:00 PM,31.880,16533.4,,,,,
39,07/11/23 03:00:00 PM,31.880,4650.0,,,,,
40,07/11/23 03:05:00 PM,31.472,3444.5,,,,,
41,07/11/23 03:10:00 PM,31.676,13777.9,,,,,
42,07/11/23 03:15:00 PM,31.370,4305.6,,,,,
43,07/11/23 03:20:00 PM,31.778,34444.7,,,,,
44,07/11/23 03:25:00 PM,32.086,33066.9,,,,,
45,07/11/23 03:30:00 PM,31.472,6200.0,,,,,
46,07/11/23 03:35:00 PM,31.370,3100.0,,,,,
47,07/11/23 03:40:00 PM,31.676,31689.1,,,,,
48,07/11/23 03:45:00 PM,31.676,30311.3,,,,,
49,07/11/23 03:50:00 PM,31.472,3616.7,,,,,
50,07/11/23 03:55:00 PM,31.472,18600.1,,,,,
51,07/11/23 04:00:00 PM,31.574,17911.2,,,,,
52,07/11/23 04:05:00 PM,31.574,13777.9,,,,,
53,07/11/23 04:10:00 PM,31.574,4994.5,,,,,
54,07/11/23 04:15:00 PM,31.574,6544.5,,,,,
55,07/11/23 04:20:00 PM,31.574,8611.2,,,,,
56,07/11/23 04:25:00 PM,31.472,8266.7,,,,,
57,07/11/23 04:30:00 PM,31.472,3788.9,,,,,
58,07/11/23 04:35:00 PM,31.370,6544.5,,,,,
59,07/11/23 04:40:00 PM,31.370,5511.1,,,,,
60,07/11/23 04:45:00 PM,31.370,5166.7,,,,,
61,07/11/23 04:50:00 PM,31.268,4822.3,,,,,
62,07/11/23 04:55:00 PM,31.268,4133.4,,,,,
63,07/11/23 05:00:00 PM,31.268,4305.6,,,,,
64,07/11/23 05:05:00 PM,31.268,3616.7,,,,,
65,07/11/23 05:10:00 PM,31.268,3272.2,,,,,
66,07/11/23 05:15:00 PM,31.268,3616.7,,,,,
67,07/11/23 05:20:00 PM,31.268,2238.9,,,,,
68,07/11/23 05:25:00 PM,31.268,2583.4,,,,,
69,07/11/23 05:30:00 PM,31.166,2152.8,,,,,
70,07/11/23 05:35:00 PM,31.166,2669.5,,,,,
71,07/11/23 05:40:00 PM,31.166,2152.8,,,,,
72,07/11/23 05:45:00 PM,31.166,3100.0,,,,,
73,07/11/23 05:50:00 PM,31.166,1980.6,,,,,
74,07/11/23 05:55:00 PM,31.166,1894.5,,,,,
75,07/11/23 06:00:00 PM,31.166,3100.0,,,,,
76,07/11/23 06:05:00 PM,31.166,2927.8,,,,,
77,07/11/23 06:10:00 PM,31.064,2755.6,,,,,
78,07/11/23 06:15:00 PM,31.064,2669.5,,,,,
79,07/11/23 06:20:00 PM,31.064,2497.2,,,,,
80,07/11/23 06:25:00 PM,31.064,2411.1,,,,,
81,07/11/23 06:30:00 PM,30.963,1636.1,,,,,
82,07/11/23 06:35:00 PM,30.963,2152.8,,,,,
83,07/11/23 06:40:00 PM,30.963,2066.7,,,,,
84,07/11/23 06:45:00 PM,30.963,1894.5,,,,,
85,07/11/23 06:50:00 PM,30.862,1722.2,,,,,
86,07/11/23 06:55:00 PM,30.862,1550.0,,,,,
87,07/11/23 07:00:00 PM,30.862,1377.8,,,,,
88,07/11/23 07:05:00 PM,30.760,1377.8,,,,,
89,07/11/23 07:10:00 PM,30.760,1345.5,,,,,
90,07/11/23 07:15:00 PM,30.760,1227.1,,,,,
91,07/11/23 07:20:00 PM,30.760,1054.9,,,,,
92,07/11/23 07:25:00 PM,30.659,947.2,,,,,
93,07/11/23 07:30:00 PM,30.659,807.3,,,,,
94,07/11/23 07:35:00 PM,30.659,645.8,,,,,
95,07/11/23 07:40:00 PM,30.558,462.9,,,,,
96,07/11/23 07:45:00 PM,30.558,376.7,,,,,
97,07/11/23 07:50:00 PM,30.558,258.3,,,,,
98,07/11/23 07:55:00 PM,30.457,215.3,,,,,
99,07/11/23 08:00:00 PM,30.457,204.5,,,,,
100,07/11/23 08:05:00 PM,30.356,183.0,,,,,
101,07/11/23 08:10:00 PM,30.356,107.6,,,,,
102,07/11/23 08:15:00 PM,30.356,64.6,,,,,
103,07/11/23 08:20:00 PM,30.255,32.3,,,,,
104,07/11/23 08:25:00 PM,30.255,10.8,,,,,
105,07/11/23 08:30:00 PM,30.255,0.0,,,,,
106,07/11/23 08:35:00 PM,30.154,0.0,,,,,
107,07/11/23 08:40:00 PM,30.154,0.0,,,,,
108,07/11/23 08:45:00 PM,30.054,0.0,,,,,
109,07/11/23 08:50:00 PM,30.054,0.0,,,,,
110,07/11/23 08:55:00 PM,30.054,0.0,,,,,
111,07/11/23 09:00:00 PM,30.054,0.0,,,,,
112,07/11/23 09:05:00 PM,29.953,0.0,,,,,
113,07/11/23 09:10:00 PM,29.953,0.0,,,,,
114,07/11/23 09:15:00 PM,29.953,0.0,,,,,
115,07/11/23 09:20:00 PM,29.853,0.0,,,,,
116,07/11/23 09:25:00 PM,29.853,0.0,,,,,
117,07/11/23 09:30:00 PM,29.853,0.0,,,,,
118,07/11/23 09:35:00 PM,29.853,0.0,,,,,
119,07/11/23 09:40:00 PM,29.752,0.0,,,,,
120,07/11/23 09:45:00 PM,29.752,0.0,,,,,
121,07/11/23 09:50:00 PM,29.953,0.0,,,,,
122,07/11/23 09:55:00 PM,30.054,0.0,,,,,
123,07/11/23 10:00:00 PM,30.054,0.0,,,,,
124,07/11/23 10:05:00 PM,30.054,0.0,,,,,
125,07/11/23 10:10:00 PM,30.054,0.0,,,,,
126,07/11/23 10:15:00 PM,30.054,0.0,,,,,
127,07/11/23 10:20:00 PM,30.054,0.0,,,,,
128,07/11/23 10:25:00 PM,29.953,0.0,,,,,
129,07/11/23 10:30:00 PM,29.953,0.0,,,,,
130,07/11/23 10:35:00 PM,29.953,0.0,,,,,
131,07/11/23 10:40:00 PM,29.853,0.0,,,,,
132,07/11/23 10:45:00 PM,29.853,0.0,,,,,
133,07/11/23 10:50:00 PM,29.853,0.0,,,,,
134,07/11/23 10:55:00 PM,29.752,0.0,,,,,
135,07/11/23 11:00:00 PM,29.752,0.0,,,,,
136,07/11/23 11:05:00 PM,29.953,0.0,,,,,
137,07/11/23 11:10:00 PM,30.054,0.0,,,,,
138,07/11/23 11:15:00 PM,30.054,0.0,,,,,
139,07/11/23 11:20:00 PM,30.054,0.0,,,,,
140,07/11/23 11:25:00 PM,30.054,0.0,,,,,
141,07/11/23 11:30:00 PM,30.054,0.0,,,,,
142,07/11/23 11:35:00 PM,29.953,0.0,,,,,
143,07/11/23 11:40:00 PM,29.953,0.0,,,,,
144,07/11/23 11:45:00 PM,29.953,0.0,,,,,
145,07/11/23 11:50:00 PM,29.853,0.0,,,,,
146,07/11/23 11:55:00 PM,29.853,0.0,,,,,
147,07/12/23 12:00:00 AM,29.853,0.0,,,,,
148,07/12/23 12:05:00 AM,29.752,0.0,,,,,
149,07/12/23 12:10:00 AM,29.752,0.0,,,,,
150,07/12/23 12:15:00 AM,29.953,0.0,,,,,
151,07/12/23 12:20:00 AM,30.054,0.0,,,,,
152,07/12/23 12:25:00 AM,30.054,0.0,,,,,
153,07/12/23 12:30:00 AM,30.054,0.0,,,,,
154,07/12/23 12:35:00 AM,30.054,0.0,,,,,
155,07/12/23 12:40:00 AM,30.054,0.0,,,,,
156,07/12/23 12:45:00 AM,30.054,0.0,,,,,
157,07/12/23 12:50:00 AM,29.953,0.0,,,,,
158,07/12/23 12:55:00 AM,29.953,0.0,,,,,
159,07/12/23 01:00:00 AM,29.953,0.0,,,,,
160,07/12/23 01:05:00 AM,29.853,0.0,,,,,
161,07/12/23 01:10:00 AM,29.853,0.0,,,,,
162,07/12/23 01:15:00 AM,29.752,0.0,,,,,
163,07/12/23 01:20:00 AM,29.752,0.0,,,,,
164,07/12/23 01:25:00 AM,29.953,0.0,,,,,
165,07/12/23 01:30:00 AM,30.054,0.0,,,,,
166,07/12/23 01:35:00 AM,30.054,0.0,,,,,
167,07/12/23 01:40:00 AM,30.054,0.0,,,,,
168,07/12/23 01:45:00 AM,30.054,0.0,,,,,
169,07/12/23 01:50:00 AM,30.054,0.0,,,,,
170,07/12/23 01:55:00 AM,30.054,0.0,,,,,
171,07/12/23 02:00:00 AM,29.953,0.0,,,,,
172,07/12/23 02:05:00 AM,29.953,0.0,,,,,
