"Plot Title: HOBO12"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786162, SEN S/N: 9786162)","Intensity, Lux (LGR S/N: 9786162, SEN S/N: 9786162)","Coupler Detached (LGR S/N: 9786162)","Coupler Attached (LGR S/N: 9786162)","Host Connected (LGR S/N: 9786162)","Stopped (LGR S/N: 9786162)","End Of File (LGR S/N: 9786162)"
1,07/31/23 11:09:31 AM,27.075,0.0,,,,,
2,07/31/23 11:10:00 AM,,,Logged,,,,
3,07/31/23 11:14:31 AM,30.457,15844.5,,,,,
4,07/31/23 11:19:31 AM,31.268,23422.4,,,,,
5,07/31/23 11:24:31 AM,31.064,22044.6,,,,,
6,07/31/23 11:29:31 AM,30.760,16533.4,,,,,
7,07/31/23 11:34:31 AM,30.760,20666.8,,,,,
8,07/31/23 11:39:31 AM,30.862,20666.8,,,,,
9,07/31/23 11:44:31 AM,30.963,21355.7,,,,,
10,07/31/23 11:49:31 AM,30.963,22044.6,,,,,
11,07/31/23 11:54:31 AM,31.064,24800.2,,,,,
12,07/31/23 11:59:31 AM,31.064,14466.8,,,,,
13,07/31/23 12:04:31 PM,31.064,17911.2,,,,,
14,07/31/23 12:09:31 PM,31.064,13777.9,,,,,
15,07/31/23 12:14:31 PM,31.064,13089.0,,,,,
16,07/31/23 12:19:31 PM,31.166,17222.3,,,,,
17,07/31/23 12:24:31 PM,31.166,15844.5,,,,,
18,07/31/23 12:29:31 PM,30.862,16533.4,,,,,
19,07/31/23 12:34:31 PM,30.760,16533.4,,,,,
20,07/31/23 12:39:31 PM,30.760,19289.0,,,,,
21,07/31/23 12:44:31 PM,30.862,21355.7,,,,,
22,07/31/23 12:49:31 PM,30.963,22044.6,,,,,
23,07/31/23 12:54:31 PM,31.064,24800.2,,,,,
24,07/31/23 12:59:31 PM,31.166,24800.2,,,,,
25,07/31/23 01:04:31 PM,31.064,26178.0,,,,,
26,07/31/23 01:09:31 PM,31.268,3616.7,,,,,
27,07/31/23 01:14:31 PM,31.268,17222.3,,,,,
28,07/31/23 01:19:31 PM,31.166,26178.0,,,,,
29,07/31/23 01:24:31 PM,30.862,27555.7,,,,,
