"Plot Title: HOBO8"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20454821, SEN S/N: 20454821)","Intensity, Lux (LGR S/N: 20454821, SEN S/N: 20454821)","Coupler Attached (LGR S/N: 20454821)","Host Connected (LGR S/N: 20454821)","Coupler Detached (LGR S/N: 20454821)","End Of File (LGR S/N: 20454821)"
128,07/12/23 01:05:00 AM,27.567,0.0,,,,
129,07/12/23 01:10:00 AM,27.567,0.0,,,,
130,07/12/23 01:15:00 AM,27.567,0.0,,,,
131,07/12/23 01:20:00 AM,27.567,0.0,,,,
132,07/12/23 01:25:00 AM,27.567,0.0,,,,
133,07/12/23 01:30:00 AM,27.665,0.0,,,,
134,07/12/23 01:35:00 AM,27.665,0.0,,,,
135,07/12/23 01:40:00 AM,27.665,0.0,,,,
136,07/12/23 01:45:00 AM,27.665,0.0,,,,
137,07/12/23 01:50:00 AM,27.665,0.0,,,,
138,07/12/23 01:55:00 AM,27.665,0.0,,,,
139,07/12/23 02:00:00 AM,27.665,0.0,,,,
140,07/12/23 02:05:00 AM,27.665,0.0,,,,
141,07/12/23 02:10:00 AM,27.764,0.0,,,,
142,07/12/23 02:15:00 AM,27.764,0.0,,,,
143,07/12/23 02:20:00 AM,27.567,0.0,,,,
144,07/12/23 02:25:00 AM,27.567,0.0,,,,
145,07/12/23 02:30:00 AM,27.567,0.0,,,,
146,07/12/23 02:35:00 AM,27.567,0.0,,,,
147,07/12/23 02:40:00 AM,27.567,0.0,,,,
148,07/12/23 02:45:00 AM,27.567,0.0,,,,
149,07/12/23 02:50:00 AM,27.567,0.0,,,,
150,07/12/23 02:55:00 AM,27.665,0.0,,,,
151,07/12/23 03:00:00 AM,27.665,0.0,,,,
152,07/12/23 03:05:00 AM,27.665,0.0,,,,
153,07/12/23 03:10:00 AM,27.665,0.0,,,,
154,07/12/23 03:15:00 AM,27.665,0.0,,,,
155,07/12/23 03:20:00 AM,27.665,0.0,,,,
156,07/12/23 03:25:00 AM,27.665,0.0,,,,
157,07/12/23 03:30:00 AM,27.665,0.0,,,,
158,07/12/23 03:35:00 AM,27.764,0.0,,,,
159,07/12/23 03:40:00 AM,27.764,0.0,,,,
160,07/12/23 03:45:00 AM,27.764,0.0,,,,
161,07/12/23 03:50:00 AM,27.665,0.0,,,,
162,07/12/23 03:55:00 AM,27.468,0.0,,,,
163,07/12/23 04:00:00 AM,27.468,0.0,,,,
164,07/12/23 04:05:00 AM,27.567,0.0,,,,
165,07/12/23 04:10:00 AM,27.567,0.0,,,,
166,07/12/23 04:15:00 AM,27.567,0.0,,,,
167,07/12/23 04:20:00 AM,27.567,0.0,,,,
168,07/12/23 04:25:00 AM,27.567,0.0,,,,
169,07/12/23 04:30:00 AM,27.567,0.0,,,,
170,07/12/23 04:35:00 AM,27.665,0.0,,,,
171,07/12/23 04:40:00 AM,27.665,0.0,,,,
172,07/12/23 04:45:00 AM,27.665,0.0,,,,
173,07/12/23 04:50:00 AM,27.665,0.0,,,,
174,07/12/23 04:55:00 AM,27.665,0.0,,,,
175,07/12/23 05:00:00 AM,27.665,0.0,,,,
176,07/12/23 05:05:00 AM,27.665,0.0,,,,
177,07/12/23 05:10:00 AM,27.665,0.0,,,,
178,07/12/23 05:15:00 AM,27.764,0.0,,,,
179,07/12/23 05:20:00 AM,27.764,0.0,,,,
180,07/12/23 05:25:00 AM,27.764,0.0,,,,
181,07/12/23 05:30:00 AM,27.764,0.0,,,,
182,07/12/23 05:35:00 AM,27.567,0.0,,,,
183,07/12/23 05:40:00 AM,27.567,0.0,,,,
184,07/12/23 05:45:00 AM,27.567,0.0,,,,
185,07/12/23 05:50:00 AM,27.567,0.0,,,,
186,07/12/23 05:55:00 AM,27.567,0.0,,,,
187,07/12/23 06:00:00 AM,27.567,0.0,,,,
188,07/12/23 06:05:00 AM,27.567,0.0,,,,
189,07/12/23 06:10:00 AM,27.567,10.8,,,,
190,07/12/23 06:15:00 AM,27.567,75.3,,,,
191,07/12/23 06:20:00 AM,27.665,118.4,,,,
192,07/12/23 06:25:00 AM,27.665,172.2,,,,
193,07/12/23 06:30:00 AM,27.665,322.9,,,,
194,07/12/23 06:35:00 AM,27.665,430.6,,,,
195,07/12/23 06:40:00 AM,27.665,495.1,,,,
196,07/12/23 06:45:00 AM,27.665,635.1,,,,
197,07/12/23 06:50:00 AM,27.665,731.9,,,,
198,07/12/23 06:55:00 AM,27.665,807.3,,,,
199,07/12/23 07:00:00 AM,27.764,1087.2,,,,
200,07/12/23 07:05:00 AM,27.764,1184.0,,,,
201,07/12/23 07:10:00 AM,27.764,1377.8,,,,
202,07/12/23 07:15:00 AM,27.764,1550.0,,,,
203,07/12/23 07:20:00 AM,27.764,2583.4,,,,
204,07/12/23 07:25:00 AM,27.862,1894.5,,,,
205,07/12/23 07:30:00 AM,27.862,3616.7,,,,
206,07/12/23 07:35:00 AM,27.862,1894.5,,,,
207,07/12/23 07:40:00 AM,27.665,2152.8,,,,
208,07/12/23 07:45:00 AM,27.665,2238.9,,,,
209,07/12/23 07:50:00 AM,27.665,2497.2,,,,
210,07/12/23 07:55:00 AM,27.665,2583.4,,,,
211,07/12/23 08:00:00 AM,27.764,2238.9,,,,
212,07/12/23 08:05:00 AM,27.764,4822.3,,,,
213,07/12/23 08:10:00 AM,27.764,4477.8,,,,
214,07/12/23 08:15:00 AM,27.862,3444.5,,,,
215,07/12/23 08:20:00 AM,27.862,3444.5,,,,
216,07/12/23 08:25:00 AM,27.862,5511.1,,,,
217,07/12/23 08:30:00 AM,27.862,3616.7,,,,
218,07/12/23 08:35:00 AM,27.961,5166.7,,,,
219,07/12/23 08:40:00 AM,28.060,7233.4,,,,
220,07/12/23 08:45:00 AM,27.862,6544.5,,,,
221,07/12/23 08:50:00 AM,27.862,4650.0,,,,
222,07/12/23 08:55:00 AM,27.862,7233.4,,,,
223,07/12/23 09:00:00 AM,27.862,6200.0,,,,
224,07/12/23 09:05:00 AM,27.961,10333.4,,,,
225,07/12/23 09:10:00 AM,28.258,16533.4,,,,
226,07/12/23 09:15:00 AM,28.555,7577.8,,,,
227,07/12/23 09:20:00 AM,28.357,4305.6,,,,
228,07/12/23 09:25:00 AM,28.555,17222.3,,,,
229,07/12/23 09:30:00 AM,28.456,23422.4,,,,
230,07/12/23 09:35:00 AM,28.555,44089.2,,,,
231,07/12/23 09:40:00 AM,28.357,5511.1,,,,
232,07/12/23 09:45:00 AM,28.555,30311.3,,,,
233,07/12/23 09:50:00 AM,28.456,55111.5,,,,
234,07/12/23 09:55:00 AM,28.258,5511.1,,,,
235,07/12/23 10:00:00 AM,28.357,13777.9,,,,
236,07/12/23 10:05:00 AM,28.357,13777.9,,,,
237,07/12/23 10:10:00 AM,28.159,20666.8,,,,
238,07/12/23 10:15:00 AM,28.258,12400.1,,,,
239,07/12/23 10:20:00 AM,28.456,11022.3,,,,
240,07/12/23 10:25:00 AM,28.456,20666.8,,,,
241,07/12/23 10:30:00 AM,28.456,23422.4,,,,
242,07/12/23 10:35:00 AM,28.456,20666.8,,,,
243,07/12/23 10:40:00 AM,28.159,10333.4,,,,
244,07/12/23 10:45:00 AM,28.159,26178.0,,,,
245,07/12/23 10:50:00 AM,28.456,27555.7,,,,
246,07/12/23 10:55:00 AM,28.456,4822.3,,,,
247,07/12/23 11:00:00 AM,28.159,5511.1,,,,
248,07/12/23 11:05:00 AM,28.060,6200.0,,,,
249,07/12/23 11:10:00 AM,28.456,22044.6,,,,
250,07/12/23 11:15:00 AM,28.655,35822.5,,,,
251,07/12/23 11:20:00 AM,28.456,8611.2,,,,
252,07/12/23 11:25:00 AM,28.655,33066.9,,,,
253,07/12/23 11:30:00 AM,28.853,33066.9,,,,
254,07/12/23 11:35:00 AM,28.456,33066.9,,,,
255,07/12/23 11:40:00 AM,28.655,34444.7,,,,
256,07/12/23 11:45:00 AM,28.655,24800.2,,,,
257,07/12/23 11:50:00 AM,28.456,41333.6,,,,
258,07/12/23 11:55:00 AM,28.555,33066.9,,,,
259,07/12/23 12:00:00 PM,28.555,10333.4,,,,
260,07/12/23 12:05:00 PM,28.555,15155.7,,,,
261,07/12/23 12:10:00 PM,28.555,27555.7,,,,
262,07/12/23 12:15:00 PM,28.357,13089.0,,,,
263,07/12/23 12:20:00 PM,28.555,33066.9,,,,
264,07/12/23 12:25:00 PM,28.853,42711.4,,,,
265,07/12/23 12:30:00 PM,28.456,13777.9,,,,
266,07/12/23 12:35:00 PM,28.357,19289.0,,,,
267,07/12/23 12:40:00 PM,28.258,30311.3,,,,
268,07/12/23 12:45:00 PM,28.754,44089.2,,,,
269,07/12/23 12:50:00 PM,28.853,44089.2,,,,
270,07/12/23 12:55:00 PM,28.953,42711.4,,,,
271,07/12/23 01:00:00 PM,28.754,31689.1,,,,
272,07/12/23 01:05:00 PM,28.853,42711.4,,,,
273,07/12/23 01:10:00 PM,28.953,42711.4,,,,
274,07/12/23 01:15:00 PM,28.953,49600.3,,,,
275,07/12/23 01:20:00 PM,28.456,18600.1,,,,
276,07/12/23 01:25:00 PM,28.456,26178.0,,,,
277,07/12/23 01:30:00 PM,28.655,46844.8,,,,
278,07/12/23 01:35:00 PM,28.754,44089.2,,,,
279,07/12/23 01:40:00 PM,28.555,22044.6,,,,
280,07/12/23 01:45:00 PM,28.754,31689.1,,,,
281,07/12/23 01:50:00 PM,28.555,24800.2,,,,
282,07/12/23 01:55:00 PM,28.555,26178.0,,,,
283,07/12/23 02:00:00 PM,28.655,28933.5,,,,
284,07/12/23 02:05:00 PM,28.555,26178.0,,,,
285,07/12/23 02:10:00 PM,28.655,23422.4,,,,
286,07/12/23 02:15:00 PM,28.555,34444.7,,,,
287,07/12/23 02:20:00 PM,28.655,34444.7,,,,
288,07/12/23 02:25:00 PM,28.555,27555.7,,,,
289,07/12/23 02:30:00 PM,28.456,23422.4,,,,
290,07/12/23 02:35:00 PM,28.456,11022.3,,,,
291,07/12/23 02:40:00 PM,28.159,17222.3,,,,
292,07/12/23 02:45:00 PM,28.456,22044.6,,,,
293,07/12/23 02:50:00 PM,28.655,39955.8,,,,
294,07/12/23 02:55:00 PM,27.961,4994.5,,,,
295,07/12/23 03:00:00 PM,28.159,18600.1,,,,
296,07/12/23 03:05:00 PM,28.258,19977.9,,,,
297,07/12/23 03:10:00 PM,28.159,18600.1,,,,
298,07/12/23 03:15:00 PM,28.060,5166.7,,,,
299,07/12/23 03:20:00 PM,28.060,13777.9,,,,
300,07/12/23 03:25:00 PM,27.961,10333.4,,,,
301,07/12/23 03:30:00 PM,28.060,10677.8,,,,
302,07/12/23 03:35:00 PM,28.159,16533.4,,,,
303,07/12/23 03:40:00 PM,28.159,17911.2,,,,
304,07/12/23 03:45:00 PM,28.159,5338.9,,,,
305,07/12/23 03:50:00 PM,28.159,20666.8,,,,
306,07/12/23 03:55:00 PM,28.258,17222.3,,,,
307,07/12/23 04:00:00 PM,28.258,14466.8,,,,
308,07/12/23 04:05:00 PM,28.060,11711.2,,,,
309,07/12/23 04:10:00 PM,28.159,10333.4,,,,
310,07/12/23 04:15:00 PM,28.159,6200.0,,,,
311,07/12/23 04:20:00 PM,28.060,10333.4,,,,
312,07/12/23 04:25:00 PM,28.060,9644.5,,,,
313,07/12/23 04:30:00 PM,28.060,13777.9,,,,
314,07/12/23 04:35:00 PM,28.060,11022.3,,,,
315,07/12/23 04:40:00 PM,28.555,34444.7,,,,
316,07/12/23 04:45:00 PM,28.456,34444.7,,,,
317,07/12/23 04:50:00 PM,28.357,22044.6,,,,
318,07/12/23 04:55:00 PM,28.456,21355.7,,,,
319,07/12/23 05:00:00 PM,28.258,4822.3,,,,
320,07/12/23 05:05:00 PM,28.060,12400.1,,,,
321,07/12/23 05:10:00 PM,27.862,6544.5,,,,
322,07/12/23 05:15:00 PM,28.060,20666.8,,,,
323,07/12/23 05:20:00 PM,28.159,7577.8,,,,
324,07/12/23 05:25:00 PM,28.060,4477.8,,,,
325,07/12/23 05:30:00 PM,27.862,15155.7,,,,
326,07/12/23 05:35:00 PM,28.060,12400.1,,,,
327,07/12/23 05:40:00 PM,28.159,14466.8,,,,
328,07/12/23 05:45:00 PM,28.159,12400.1,,,,
329,07/12/23 05:50:00 PM,28.159,9644.5,,,,
330,07/12/23 05:55:00 PM,28.159,10677.8,,,,
331,07/12/23 06:00:00 PM,27.961,20666.8,,,,
332,07/12/23 06:05:00 PM,27.862,12400.1,,,,
333,07/12/23 06:10:00 PM,27.862,7233.4,,,,
334,07/12/23 06:15:00 PM,27.764,2411.1,,,,
335,07/12/23 06:20:00 PM,27.764,3100.0,,,,
336,07/12/23 06:25:00 PM,27.862,6200.0,,,,
337,07/12/23 06:30:00 PM,27.862,2927.8,,,,
338,07/12/23 06:35:00 PM,27.961,4305.6,,,,
339,07/12/23 06:40:00 PM,27.764,3444.5,,,,
340,07/12/23 06:45:00 PM,27.665,3444.5,,,,
341,07/12/23 06:50:00 PM,27.665,3444.5,,,,
342,07/12/23 06:55:00 PM,27.665,2755.6,,,,
343,07/12/23 07:00:00 PM,27.665,2152.8,,,,
344,07/12/23 07:05:00 PM,27.665,1894.5,,,,
345,07/12/23 07:10:00 PM,27.665,3100.0,,,,
346,07/12/23 07:15:00 PM,27.764,2152.8,,,,
347,07/12/23 07:20:00 PM,27.764,2238.9,,,,
348,07/12/23 07:25:00 PM,27.764,1894.5,,,,
349,07/12/23 07:30:00 PM,27.764,2152.8,,,,
350,07/12/23 07:35:00 PM,27.764,1270.1,,,,
351,07/12/23 07:40:00 PM,27.567,1334.7,,,,
352,07/12/23 07:45:00 PM,27.468,958.0,,,,
353,07/12/23 07:50:00 PM,27.567,635.1,,,,
354,07/12/23 07:55:00 PM,27.567,516.7,,,,
355,07/12/23 08:00:00 PM,27.567,796.5,,,,
356,07/12/23 08:05:00 PM,27.567,484.4,,,,
357,07/12/23 08:10:00 PM,27.567,688.9,,,,
358,07/12/23 08:15:00 PM,27.665,215.3,,,,
359,07/12/23 08:20:00 PM,27.665,139.9,,,,
360,07/12/23 08:25:00 PM,27.665,53.8,,,,
361,07/12/23 08:30:00 PM,27.665,32.3,,,,
362,07/12/23 08:35:00 PM,27.665,21.5,,,,
363,07/12/23 08:40:00 PM,27.665,0.0,,,,
364,07/12/23 08:45:00 PM,27.764,64.6,,,,
365,07/12/23 08:50:00 PM,27.665,64.6,,,,
366,07/12/23 08:55:00 PM,27.468,53.8,,,,
367,07/12/23 09:00:00 PM,27.468,53.8,,,,
368,07/12/23 09:05:00 PM,27.468,53.8,,,,
369,07/12/23 09:10:00 PM,27.567,53.8,,,,
370,07/12/23 09:15:00 PM,27.567,0.0,,,,
371,07/12/23 09:20:00 PM,27.567,0.0,,,,
372,07/12/23 09:25:00 PM,27.567,0.0,,,,
373,07/12/23 09:30:00 PM,27.567,0.0,,,,
374,07/12/23 09:35:00 PM,27.665,0.0,,,,
375,07/12/23 09:40:00 PM,27.665,0.0,,,,
376,07/12/23 09:45:00 PM,27.665,0.0,,,,
377,07/12/23 09:50:00 PM,27.665,0.0,,,,
378,07/12/23 09:55:00 PM,27.665,0.0,,,,
379,07/12/23 10:00:00 PM,27.665,0.0,,,,
380,07/12/23 10:05:00 PM,27.764,0.0,,,,
381,07/12/23 10:10:00 PM,27.665,0.0,,,,
382,07/12/23 10:15:00 PM,27.468,0.0,,,,
383,07/12/23 10:20:00 PM,27.468,0.0,,,,
384,07/12/23 10:25:00 PM,27.468,0.0,,,,
385,07/12/23 10:30:00 PM,27.567,0.0,,,,
386,07/12/23 10:35:00 PM,27.567,0.0,,,,
387,07/12/23 10:40:00 PM,27.567,0.0,,,,
388,07/12/23 10:45:00 PM,27.567,0.0,,,,
389,07/12/23 10:50:00 PM,27.567,0.0,,,,
390,07/12/23 10:55:00 PM,27.567,0.0,,,,
391,07/12/23 11:00:00 PM,27.665,0.0,,,,
392,07/12/23 11:05:00 PM,27.665,0.0,,,,
393,07/12/23 11:10:00 PM,27.665,0.0,,,,
394,07/12/23 11:15:00 PM,27.665,0.0,,,,
395,07/12/23 11:20:00 PM,27.665,0.0,,,,
396,07/12/23 11:25:00 PM,27.665,0.0,,,,
397,07/12/23 11:30:00 PM,27.665,0.0,,,,
398,07/12/23 11:35:00 PM,27.764,0.0,,,,
399,07/12/23 11:40:00 PM,27.764,0.0,,,,
400,07/12/23 11:45:00 PM,27.665,0.0,,,,
401,07/12/23 11:50:00 PM,27.468,0.0,,,,
402,07/12/23 11:55:00 PM,27.468,0.0,,,,
403,07/13/23 12:00:00 AM,27.468,0.0,,,,
404,07/13/23 12:05:00 AM,27.468,0.0,,,,
405,07/13/23 12:10:00 AM,27.468,0.0,,,,
406,07/13/23 12:15:00 AM,27.567,0.0,,,,
407,07/13/23 12:20:00 AM,27.567,0.0,,,,
408,07/13/23 12:25:00 AM,27.567,0.0,,,,
409,07/13/23 12:30:00 AM,27.567,0.0,,,,
410,07/13/23 12:35:00 AM,27.567,0.0,,,,
411,07/13/23 12:40:00 AM,27.567,0.0,,,,
412,07/13/23 12:45:00 AM,27.567,0.0,,,,
413,07/13/23 12:50:00 AM,27.567,0.0,,,,
414,07/13/23 12:55:00 AM,27.665,0.0,,,,
415,07/13/23 01:00:00 AM,27.665,0.0,,,,
416,07/13/23 01:05:00 AM,27.665,0.0,,,,
417,07/13/23 01:10:00 AM,27.665,0.0,,,,
418,07/13/23 01:15:00 AM,27.665,0.0,,,,
419,07/13/23 01:20:00 AM,27.665,0.0,,,,
420,07/13/23 01:25:00 AM,27.665,0.0,,,,
421,07/13/23 01:30:00 AM,27.665,0.0,,,,
422,07/13/23 01:35:00 AM,27.665,0.0,,,,
423,07/13/23 01:40:00 AM,27.665,0.0,,,,
424,07/13/23 01:45:00 AM,27.665,0.0,,,,
425,07/13/23 01:50:00 AM,27.665,0.0,,,,
426,07/13/23 01:55:00 AM,27.665,0.0,,,,
427,07/13/23 02:00:00 AM,27.665,0.0,,,,
428,07/13/23 02:05:00 AM,27.764,0.0,,,,
429,07/13/23 02:10:00 AM,27.764,0.0,,,,
430,07/13/23 02:15:00 AM,27.764,0.0,,,,
431,07/13/23 02:20:00 AM,27.764,0.0,,,,
432,07/13/23 02:25:00 AM,27.764,0.0,,,,
433,07/13/23 02:30:00 AM,27.764,0.0,,,,
434,07/13/23 02:35:00 AM,27.764,0.0,,,,
435,07/13/23 02:40:00 AM,27.764,0.0,,,,
436,07/13/23 02:45:00 AM,27.764,0.0,,,,
437,07/13/23 02:50:00 AM,27.764,0.0,,,,
438,07/13/23 02:55:00 AM,27.764,0.0,,,,
439,07/13/23 03:00:00 AM,27.764,0.0,,,,
440,07/13/23 03:05:00 AM,27.764,0.0,,,,
441,07/13/23 03:10:00 AM,27.764,0.0,,,,
442,07/13/23 03:15:00 AM,27.764,0.0,,,,
443,07/13/23 03:20:00 AM,27.764,0.0,,,,
444,07/13/23 03:25:00 AM,27.764,0.0,,,,
445,07/13/23 03:30:00 AM,27.764,0.0,,,,
446,07/13/23 03:35:00 AM,27.665,0.0,,,,
447,07/13/23 03:40:00 AM,27.468,0.0,,,,
448,07/13/23 03:45:00 AM,27.468,0.0,,,,
449,07/13/23 03:50:00 AM,27.468,0.0,,,,
450,07/13/23 03:55:00 AM,27.468,0.0,,,,
451,07/13/23 04:00:00 AM,27.468,0.0,,,,
452,07/13/23 04:05:00 AM,27.468,0.0,,,,
453,07/13/23 04:10:00 AM,27.468,0.0,,,,
454,07/13/23 04:15:00 AM,27.468,0.0,,,,
455,07/13/23 04:20:00 AM,27.468,0.0,,,,
456,07/13/23 04:25:00 AM,27.567,0.0,,,,
457,07/13/23 04:30:00 AM,27.468,0.0,,,,
458,07/13/23 04:35:00 AM,27.567,0.0,,,,
459,07/13/23 04:40:00 AM,27.567,0.0,,,,
460,07/13/23 04:45:00 AM,27.567,0.0,,,,
461,07/13/23 04:50:00 AM,27.567,0.0,,,,
462,07/13/23 04:55:00 AM,27.567,0.0,,,,
463,07/13/23 05:00:00 AM,27.567,0.0,,,,
