"Plot Title: HOBO11"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786142, SEN S/N: 9786142)","Intensity, Lux (LGR S/N: 9786142, SEN S/N: 9786142)","Coupler Detached (LGR S/N: 9786142)","Host Connected (LGR S/N: 9786142)","Coupler Attached (LGR S/N: 9786142)","Stopped (LGR S/N: 9786142)","End Of File (LGR S/N: 9786142)"
46,06/28/23 06:52:17 PM,30.760,4477.8,,,,,
47,06/28/23 06:57:17 PM,30.760,3788.9,,,,,
48,06/28/23 07:02:17 PM,30.760,3961.1,,,,,
49,06/28/23 07:07:17 PM,30.760,4305.6,,,,,
50,06/28/23 07:12:17 PM,30.659,2755.6,,,,,
51,06/28/23 07:17:17 PM,30.659,1808.3,,,,,
52,06/28/23 07:22:17 PM,30.659,4822.3,,,,,
53,06/28/23 07:27:17 PM,30.760,3272.2,,,,,
54,06/28/23 07:32:17 PM,30.558,807.3,,,,,
55,06/28/23 07:37:17 PM,30.558,925.7,,,,,
56,06/28/23 07:42:17 PM,30.558,1808.3,,,,,
57,06/28/23 07:47:17 PM,30.457,828.8,,,,,
58,06/28/23 07:52:17 PM,30.558,1808.3,,,,,
59,06/28/23 07:57:17 PM,30.457,742.7,,,,,
60,06/28/23 08:02:17 PM,30.457,269.1,,,,,
61,06/28/23 08:07:17 PM,30.457,226.0,,,,,
62,06/28/23 08:12:17 PM,30.457,161.5,,,,,
63,06/28/23 08:17:17 PM,30.457,107.6,,,,,
64,06/28/23 08:22:17 PM,30.457,75.3,,,,,
65,06/28/23 08:27:17 PM,30.457,43.1,,,,,
66,06/28/23 08:32:17 PM,30.457,10.8,,,,,
67,06/28/23 08:37:17 PM,30.457,0.0,,,,,
68,06/28/23 08:42:17 PM,30.457,0.0,,,,,
69,06/28/23 08:47:17 PM,30.457,0.0,,,,,
70,06/28/23 08:52:17 PM,30.457,0.0,,,,,
71,06/28/23 08:57:17 PM,30.457,0.0,,,,,
72,06/28/23 09:02:17 PM,30.457,0.0,,,,,
73,06/28/23 09:07:17 PM,30.457,0.0,,,,,
74,06/28/23 09:12:17 PM,30.457,0.0,,,,,
75,06/28/23 09:17:17 PM,30.457,0.0,,,,,
76,06/28/23 09:22:17 PM,30.457,0.0,,,,,
77,06/28/23 09:27:17 PM,30.457,0.0,,,,,
78,06/28/23 09:32:17 PM,30.457,0.0,,,,,
79,06/28/23 09:37:17 PM,30.457,0.0,,,,,
80,06/28/23 09:42:17 PM,30.457,0.0,,,,,
81,06/28/23 09:47:17 PM,30.457,0.0,,,,,
82,06/28/23 09:52:17 PM,30.457,0.0,,,,,
83,06/28/23 09:57:17 PM,30.457,0.0,,,,,
84,06/28/23 10:02:17 PM,30.457,0.0,,,,,
85,06/28/23 10:07:17 PM,30.457,0.0,,,,,
86,06/28/23 10:12:17 PM,30.457,0.0,,,,,
87,06/28/23 10:17:17 PM,30.457,0.0,,,,,
88,06/28/23 10:22:17 PM,30.457,0.0,,,,,
89,06/28/23 10:27:17 PM,30.457,0.0,,,,,
90,06/28/23 10:32:17 PM,30.457,0.0,,,,,
91,06/28/23 10:37:17 PM,30.457,0.0,,,,,
92,06/28/23 10:42:17 PM,30.457,0.0,,,,,
93,06/28/23 10:47:17 PM,30.457,0.0,,,,,
94,06/28/23 10:52:17 PM,30.457,0.0,,,,,
95,06/28/23 10:57:17 PM,30.457,0.0,,,,,
96,06/28/23 11:02:17 PM,30.457,0.0,,,,,
97,06/28/23 11:07:17 PM,30.457,0.0,,,,,
98,06/28/23 11:12:17 PM,30.457,0.0,,,,,
99,06/28/23 11:17:17 PM,30.457,0.0,,,,,
100,06/28/23 11:22:17 PM,30.457,0.0,,,,,
101,06/28/23 11:27:17 PM,30.457,0.0,,,,,
102,06/28/23 11:32:17 PM,30.457,0.0,,,,,
103,06/28/23 11:37:17 PM,30.457,0.0,,,,,
104,06/28/23 11:42:17 PM,30.457,0.0,,,,,
105,06/28/23 11:47:17 PM,30.457,0.0,,,,,
106,06/28/23 11:52:17 PM,30.457,0.0,,,,,
107,06/28/23 11:57:17 PM,30.457,0.0,,,,,
108,06/29/23 12:02:17 AM,30.457,0.0,,,,,
109,06/29/23 12:07:17 AM,30.457,0.0,,,,,
110,06/29/23 12:12:17 AM,30.457,0.0,,,,,
111,06/29/23 12:17:17 AM,30.457,0.0,,,,,
112,06/29/23 12:22:17 AM,30.457,0.0,,,,,
113,06/29/23 12:27:17 AM,30.457,0.0,,,,,
114,06/29/23 12:32:17 AM,30.457,0.0,,,,,
115,06/29/23 12:37:17 AM,30.457,0.0,,,,,
116,06/29/23 12:42:17 AM,30.457,0.0,,,,,
117,06/29/23 12:47:17 AM,30.457,0.0,,,,,
118,06/29/23 12:52:17 AM,30.457,0.0,,,,,
119,06/29/23 12:57:17 AM,30.457,0.0,,,,,
120,06/29/23 01:02:17 AM,30.457,0.0,,,,,
121,06/29/23 01:07:17 AM,30.457,0.0,,,,,
122,06/29/23 01:12:17 AM,30.457,0.0,,,,,
123,06/29/23 01:17:17 AM,30.457,0.0,,,,,
124,06/29/23 01:22:17 AM,30.457,0.0,,,,,
125,06/29/23 01:27:17 AM,30.457,0.0,,,,,
126,06/29/23 01:32:17 AM,30.457,0.0,,,,,
127,06/29/23 01:37:17 AM,30.457,0.0,,,,,
128,06/29/23 01:42:17 AM,30.457,0.0,,,,,
129,06/29/23 01:47:17 AM,30.457,0.0,,,,,
130,06/29/23 01:52:17 AM,30.457,0.0,,,,,
131,06/29/23 01:57:17 AM,30.457,0.0,,,,,
132,06/29/23 02:02:17 AM,30.457,0.0,,,,,
133,06/29/23 02:07:17 AM,30.457,0.0,,,,,
134,06/29/23 02:12:17 AM,30.457,0.0,,,,,
135,06/29/23 02:17:17 AM,30.457,0.0,,,,,
136,06/29/23 02:22:17 AM,30.457,0.0,,,,,
137,06/29/23 02:27:17 AM,30.457,0.0,,,,,
138,06/29/23 02:32:17 AM,30.457,0.0,,,,,
139,06/29/23 02:37:17 AM,30.457,0.0,,,,,
140,06/29/23 02:42:17 AM,30.457,0.0,,,,,
141,06/29/23 02:47:17 AM,30.457,0.0,,,,,
142,06/29/23 02:52:17 AM,30.457,0.0,,,,,
143,06/29/23 02:57:17 AM,30.457,0.0,,,,,
144,06/29/23 03:02:17 AM,30.457,0.0,,,,,
145,06/29/23 03:07:17 AM,30.457,0.0,,,,,
146,06/29/23 03:12:17 AM,30.457,0.0,,,,,
147,06/29/23 03:17:17 AM,30.457,0.0,,,,,
148,06/29/23 03:22:17 AM,30.457,0.0,,,,,
149,06/29/23 03:27:17 AM,30.457,0.0,,,,,
150,06/29/23 03:32:17 AM,30.457,0.0,,,,,
151,06/29/23 03:37:17 AM,30.457,0.0,,,,,
152,06/29/23 03:42:17 AM,30.457,0.0,,,,,
153,06/29/23 03:47:17 AM,30.457,0.0,,,,,
154,06/29/23 03:52:17 AM,30.457,0.0,,,,,
155,06/29/23 03:57:17 AM,30.457,0.0,,,,,
156,06/29/23 04:02:17 AM,30.457,0.0,,,,,
157,06/29/23 04:07:17 AM,30.457,0.0,,,,,
158,06/29/23 04:12:17 AM,30.356,0.0,,,,,
159,06/29/23 04:17:17 AM,30.457,0.0,,,,,
160,06/29/23 04:22:17 AM,30.457,0.0,,,,,
161,06/29/23 04:27:17 AM,30.457,0.0,,,,,
162,06/29/23 04:32:17 AM,30.457,0.0,,,,,
163,06/29/23 04:37:17 AM,30.457,0.0,,,,,
164,06/29/23 04:42:17 AM,30.457,0.0,,,,,
165,06/29/23 04:47:17 AM,30.457,0.0,,,,,
166,06/29/23 04:52:17 AM,30.457,0.0,,,,,
167,06/29/23 04:57:17 AM,30.457,0.0,,,,,
168,06/29/23 05:02:17 AM,30.457,0.0,,,,,
169,06/29/23 05:07:17 AM,30.457,0.0,,,,,
170,06/29/23 05:12:17 AM,30.457,0.0,,,,,
171,06/29/23 05:17:17 AM,30.457,0.0,,,,,
172,06/29/23 05:22:17 AM,30.457,0.0,,,,,
173,06/29/23 05:27:17 AM,30.457,0.0,,,,,
174,06/29/23 05:32:17 AM,30.457,0.0,,,,,
175,06/29/23 05:37:17 AM,30.457,0.0,,,,,
176,06/29/23 05:42:17 AM,30.457,0.0,,,,,
177,06/29/23 05:47:17 AM,30.457,0.0,,,,,
178,06/29/23 05:52:17 AM,30.457,0.0,,,,,
179,06/29/23 05:57:17 AM,30.457,0.0,,,,,
180,06/29/23 06:02:17 AM,30.457,0.0,,,,,
181,06/29/23 06:07:17 AM,30.356,0.0,,,,,
182,06/29/23 06:12:17 AM,30.457,21.5,,,,,
183,06/29/23 06:17:17 AM,30.457,43.1,,,,,
184,06/29/23 06:22:17 AM,30.457,75.3,,,,,
185,06/29/23 06:27:17 AM,30.457,118.4,,,,,
186,06/29/23 06:32:17 AM,30.457,118.4,,,,,
187,06/29/23 06:37:17 AM,30.457,139.9,,,,,
188,06/29/23 06:42:17 AM,30.457,183.0,,,,,
189,06/29/23 06:47:17 AM,30.457,215.3,,,,,
190,06/29/23 06:52:17 AM,30.457,258.3,,,,,
191,06/29/23 06:57:17 AM,30.457,301.4,,,,,
192,06/29/23 07:02:17 AM,30.457,376.7,,,,,
193,06/29/23 07:07:17 AM,30.457,462.9,,,,,
194,06/29/23 07:12:17 AM,30.457,731.9,,,,,
195,06/29/23 07:17:17 AM,30.457,1356.3,,,,,
196,06/29/23 07:22:17 AM,30.457,1980.6,,,,,
197,06/29/23 07:27:17 AM,30.558,2325.0,,,,,
198,06/29/23 07:32:17 AM,30.558,1636.1,,,,,
199,06/29/23 07:37:17 AM,30.457,1550.0,,,,,
200,06/29/23 07:42:17 AM,30.558,1894.5,,,,,
201,06/29/23 07:47:17 AM,30.558,1980.6,,,,,
202,06/29/23 07:52:17 AM,30.558,2152.8,,,,,
203,06/29/23 07:57:17 AM,30.558,2497.2,,,,,
204,06/29/23 08:02:17 AM,30.659,4133.4,,,,,
205,06/29/23 08:07:17 AM,30.659,4822.3,,,,,
206,06/29/23 08:12:17 AM,30.659,4305.6,,,,,
207,06/29/23 08:17:17 AM,30.659,4133.4,,,,,
208,06/29/23 08:22:17 AM,30.659,4650.0,,,,,
209,06/29/23 08:27:17 AM,30.659,4477.8,,,,,
210,06/29/23 08:32:17 AM,30.659,4994.5,,,,,
211,06/29/23 08:37:17 AM,30.862,8611.2,,,,,
212,06/29/23 08:42:17 AM,30.862,8266.7,,,,,
213,06/29/23 08:47:17 AM,30.862,8266.7,,,,,
214,06/29/23 08:52:17 AM,30.963,9644.5,,,,,
215,06/29/23 08:57:17 AM,31.064,10333.4,,,,,
216,06/29/23 09:02:17 AM,31.064,11022.3,,,,,
217,06/29/23 09:07:17 AM,31.064,11022.3,,,,,
218,06/29/23 09:12:17 AM,31.166,10333.4,,,,,
219,06/29/23 09:17:17 AM,31.064,13089.0,,,,,
220,06/29/23 09:22:17 AM,30.963,7233.4,,,,,
221,06/29/23 09:27:17 AM,30.963,7233.4,,,,,
222,06/29/23 09:32:17 AM,30.963,7577.8,,,,,
223,06/29/23 09:37:17 AM,31.064,9300.1,,,,,
224,06/29/23 09:42:17 AM,31.064,5166.7,,,,,
225,06/29/23 09:47:17 AM,30.963,12400.1,,,,,
226,06/29/23 09:52:17 AM,31.064,11022.3,,,,,
227,06/29/23 09:57:17 AM,31.064,11022.3,,,,,
228,06/29/23 10:02:17 AM,30.862,5511.1,,,,,
229,06/29/23 10:07:17 AM,30.963,10333.4,,,,,
230,06/29/23 10:12:17 AM,31.166,13089.0,,,,,
231,06/29/23 10:17:17 AM,30.963,5166.7,,,,,
232,06/29/23 10:22:17 AM,31.064,11711.2,,,,,
233,06/29/23 10:27:17 AM,31.064,9644.5,,,,,
234,06/29/23 10:32:17 AM,31.064,10333.4,,,,,
235,06/29/23 10:37:17 AM,31.268,20666.8,,,,,
236,06/29/23 10:42:17 AM,31.268,13777.9,,,,,
237,06/29/23 10:47:17 AM,31.166,11711.2,,,,,
238,06/29/23 10:52:17 AM,31.574,60622.6,,,,,
239,06/29/23 10:57:17 AM,31.472,14466.8,,,,,
240,06/29/23 11:02:17 AM,31.472,16533.4,,,,,
241,06/29/23 11:07:17 AM,32.394,77156.1,,,,,
242,06/29/23 11:12:17 AM,32.291,30311.3,,,,,
243,06/29/23 11:17:17 AM,31.880,26178.0,,,,,
244,06/29/23 11:22:17 AM,31.983,28933.5,,,,,
245,06/29/23 11:27:17 AM,31.983,30311.3,,,,,
246,06/29/23 11:32:17 AM,32.188,30311.3,,,,,
247,06/29/23 11:37:17 AM,31.880,28933.5,,,,,
248,06/29/23 11:42:17 AM,31.880,30311.3,,,,,
249,06/29/23 11:47:17 AM,32.807,79911.6,,,,,
250,06/29/23 11:52:17 AM,33.326,82667.2,,,,,
251,06/29/23 11:57:17 AM,33.326,79911.6,,,,,
252,06/29/23 12:02:17 PM,33.430,68889.3,,,,,
253,06/29/23 12:07:17 PM,32.600,55111.5,,,,,
254,06/29/23 12:12:17 PM,32.807,60622.6,,,,,
255,06/29/23 12:17:17 PM,32.704,52355.9,,,,,
256,06/29/23 12:22:17 PM,32.807,49600.3,,,,,
257,06/29/23 12:27:17 PM,32.497,46844.8,,,,,
258,06/29/23 12:32:17 PM,31.880,12400.1,,,,,
259,06/29/23 12:37:17 PM,32.086,44089.2,,,,,
260,06/29/23 12:42:17 PM,31.370,10333.4,,,,,
261,06/29/23 12:47:17 PM,30.963,6200.0,,,,,
262,06/29/23 12:52:17 PM,30.760,4822.3,,,,,
263,06/29/23 12:57:17 PM,30.659,4477.8,,,,,
264,06/29/23 01:02:17 PM,30.760,4822.3,,,,,
265,06/29/23 01:07:17 PM,30.760,5166.7,,,,,
266,06/29/23 01:12:17 PM,30.862,7577.8,,,,,
267,06/29/23 01:17:17 PM,30.862,8266.7,,,,,
268,06/29/23 01:22:17 PM,31.064,12400.1,,,,,
269,06/29/23 01:27:17 PM,31.268,15155.7,,,,,
270,06/29/23 01:32:17 PM,31.268,15155.7,,,,,
271,06/29/23 01:37:17 PM,31.472,19977.9,,,,,
272,06/29/23 01:42:17 PM,31.370,14466.8,,,,,
273,06/29/23 01:47:17 PM,31.268,14466.8,,,,,
274,06/29/23 01:52:17 PM,31.064,9644.5,,,,,
275,06/29/23 01:57:17 PM,31.064,11711.2,,,,,
276,06/29/23 02:02:17 PM,31.064,9300.1,,,,,
277,06/29/23 02:07:17 PM,30.760,5166.7,,,,,
278,06/29/23 02:12:17 PM,30.760,4994.5,,,,,
279,06/29/23 02:17:17 PM,30.659,4477.8,,,,,
280,06/29/23 02:22:17 PM,30.659,4477.8,,,,,
281,06/29/23 02:27:17 PM,30.659,3272.2,,,,,
282,06/29/23 02:32:17 PM,30.558,2755.6,,,,,
283,06/29/23 02:37:17 PM,30.558,3616.7,,,,,
284,06/29/23 02:42:17 PM,30.659,4650.0,,,,,
285,06/29/23 02:47:17 PM,30.659,3444.5,,,,,
286,06/29/23 02:52:17 PM,30.659,3616.7,,,,,
287,06/29/23 02:57:17 PM,30.558,1894.5,,,,,
288,06/29/23 03:02:17 PM,30.659,5166.7,,,,,
289,06/29/23 03:07:17 PM,30.659,1980.6,,,,,
290,06/29/23 03:12:17 PM,30.558,3100.0,,,,,
291,06/29/23 03:17:17 PM,30.558,2669.5,,,,,
292,06/29/23 03:22:17 PM,30.558,2497.2,,,,,
293,06/29/23 03:27:17 PM,30.457,1302.4,,,,,
294,06/29/23 03:32:17 PM,30.457,1636.1,,,,,
295,06/29/23 03:37:17 PM,30.457,1550.0,,,,,
296,06/29/23 03:42:17 PM,30.457,1087.2,,,,,
297,06/29/23 03:47:17 PM,30.457,839.6,,,,,
298,06/29/23 03:52:17 PM,30.457,516.7,,,,,
299,06/29/23 03:57:17 PM,30.457,215.3,,,,,
300,06/29/23 04:02:17 PM,30.457,172.2,,,,,
301,06/29/23 04:07:17 PM,30.457,215.3,,,,,
302,06/29/23 04:12:17 PM,30.457,258.3,,,,,
303,06/29/23 04:17:17 PM,30.457,419.8,,,,,
304,06/29/23 04:22:17 PM,30.457,710.4,,,,,
305,06/29/23 04:27:17 PM,30.457,688.9,,,,,
306,06/29/23 04:32:17 PM,30.457,398.3,,,,,
307,06/29/23 04:37:17 PM,30.457,258.3,,,,,
308,06/29/23 04:42:17 PM,30.457,409.0,,,,,
309,06/29/23 04:47:17 PM,30.457,193.8,,,,,
310,06/29/23 04:52:17 PM,30.457,215.3,,,,,
311,06/29/23 04:57:17 PM,30.457,258.3,,,,,
312,06/29/23 05:02:17 PM,30.457,139.9,,,,,
313,06/29/23 05:07:17 PM,30.457,129.2,,,,,
314,06/29/23 05:12:17 PM,30.457,129.2,,,,,
315,06/29/23 05:17:17 PM,30.356,86.1,,,,,
316,06/29/23 05:22:17 PM,30.356,107.6,,,,,
317,06/29/23 05:27:17 PM,30.356,75.3,,,,,
318,06/29/23 05:32:17 PM,30.356,86.1,,,,,
319,06/29/23 05:37:17 PM,30.356,118.4,,,,,
320,06/29/23 05:42:17 PM,30.356,118.4,,,,,
321,06/29/23 05:47:17 PM,30.356,129.2,,,,,
322,06/29/23 05:52:17 PM,30.356,139.9,,,,,
323,06/29/23 05:57:17 PM,30.356,129.2,,,,,
324,06/29/23 06:02:17 PM,30.356,129.2,,,,,
325,06/29/23 06:07:17 PM,30.356,129.2,,,,,
326,06/29/23 06:12:17 PM,30.356,129.2,,,,,
327,06/29/23 06:17:17 PM,30.255,129.2,,,,,
328,06/29/23 06:22:17 PM,30.255,129.2,,,,,
329,06/29/23 06:27:17 PM,30.255,129.2,,,,,
330,06/29/23 06:32:17 PM,30.255,107.6,,,,,
331,06/29/23 06:37:17 PM,30.356,96.9,,,,,
332,06/29/23 06:42:17 PM,30.356,86.1,,,,,
333,06/29/23 06:47:17 PM,30.356,86.1,,,,,
334,06/29/23 06:52:17 PM,30.356,75.3,,,,,
335,06/29/23 06:57:17 PM,30.356,64.6,,,,,
336,06/29/23 07:02:17 PM,30.356,64.6,,,,,
337,06/29/23 07:07:17 PM,30.356,64.6,,,,,
338,06/29/23 07:12:17 PM,30.356,64.6,,,,,
339,06/29/23 07:17:17 PM,30.356,53.8,,,,,
340,06/29/23 07:22:17 PM,30.356,64.6,,,,,
341,06/29/23 07:27:17 PM,30.356,86.1,,,,,
342,06/29/23 07:32:17 PM,30.356,86.1,,,,,
343,06/29/23 07:37:17 PM,30.356,86.1,,,,,
344,06/29/23 07:42:17 PM,30.356,86.1,,,,,
345,06/29/23 07:47:17 PM,30.356,75.3,,,,,
346,06/29/23 07:52:17 PM,30.356,64.6,,,,,
347,06/29/23 07:57:17 PM,30.356,53.8,,,,,
348,06/29/23 08:02:17 PM,30.356,43.1,,,,,
349,06/29/23 08:07:17 PM,30.356,43.1,,,,,
350,06/29/23 08:12:17 PM,30.356,53.8,,,,,
351,06/29/23 08:17:17 PM,30.356,75.3,,,,,
352,06/29/23 08:22:17 PM,30.356,86.1,,,,,
353,06/29/23 08:27:17 PM,30.356,32.3,,,,,
354,06/29/23 08:32:17 PM,30.356,53.8,,,,,
355,06/29/23 08:37:17 PM,30.356,10.8,,,,,
356,06/29/23 08:42:17 PM,30.356,0.0,,,,,
357,06/29/23 08:47:17 PM,30.356,0.0,,,,,
358,06/29/23 08:52:17 PM,30.356,0.0,,,,,
359,06/29/23 08:57:17 PM,30.356,0.0,,,,,
360,06/29/23 09:02:17 PM,30.356,0.0,,,,,
361,06/29/23 09:07:17 PM,30.356,0.0,,,,,
362,06/29/23 09:12:17 PM,30.356,0.0,,,,,
363,06/29/23 09:17:17 PM,30.356,0.0,,,,,
364,06/29/23 09:22:17 PM,30.356,0.0,,,,,
365,06/29/23 09:27:17 PM,30.356,0.0,,,,,
366,06/29/23 09:32:17 PM,30.356,0.0,,,,,
367,06/29/23 09:37:17 PM,30.356,0.0,,,,,
368,06/29/23 09:42:17 PM,30.356,0.0,,,,,
369,06/29/23 09:47:17 PM,30.356,0.0,,,,,
370,06/29/23 09:52:17 PM,30.356,0.0,,,,,
371,06/29/23 09:57:17 PM,30.356,0.0,,,,,
372,06/29/23 10:02:17 PM,30.356,0.0,,,,,
373,06/29/23 10:07:17 PM,30.356,0.0,,,,,
374,06/29/23 10:12:17 PM,30.356,0.0,,,,,
375,06/29/23 10:17:17 PM,30.356,0.0,,,,,
376,06/29/23 10:22:17 PM,30.356,0.0,,,,,
377,06/29/23 10:27:17 PM,30.356,0.0,,,,,
378,06/29/23 10:32:17 PM,30.356,0.0,,,,,
379,06/29/23 10:37:17 PM,30.356,0.0,,,,,
380,06/29/23 10:42:17 PM,30.356,0.0,,,,,
381,06/29/23 10:47:17 PM,30.356,0.0,,,,,
382,06/29/23 10:52:17 PM,30.356,0.0,,,,,
383,06/29/23 10:57:17 PM,30.356,0.0,,,,,
384,06/29/23 11:02:17 PM,30.356,0.0,,,,,
385,06/29/23 11:07:17 PM,30.356,0.0,,,,,
386,06/29/23 11:12:17 PM,30.356,0.0,,,,,
387,06/29/23 11:17:17 PM,30.356,0.0,,,,,
388,06/29/23 11:22:17 PM,30.356,0.0,,,,,
389,06/29/23 11:27:17 PM,30.356,0.0,,,,,
390,06/29/23 11:32:17 PM,30.356,0.0,,,,,
391,06/29/23 11:37:17 PM,30.356,0.0,,,,,
392,06/29/23 11:42:17 PM,30.356,0.0,,,,,
393,06/29/23 11:47:17 PM,30.356,0.0,,,,,
394,06/29/23 11:52:17 PM,30.356,0.0,,,,,
395,06/29/23 11:57:17 PM,30.356,0.0,,,,,
396,06/30/23 12:02:17 AM,30.356,0.0,,,,,
397,06/30/23 12:07:17 AM,30.356,0.0,,,,,
398,06/30/23 12:12:17 AM,30.356,0.0,,,,,
399,06/30/23 12:17:17 AM,30.356,0.0,,,,,
400,06/30/23 12:22:17 AM,30.356,0.0,,,,,
401,06/30/23 12:27:17 AM,30.356,0.0,,,,,
402,06/30/23 12:32:17 AM,30.356,0.0,,,,,
403,06/30/23 12:37:17 AM,30.356,0.0,,,,,
404,06/30/23 12:42:17 AM,30.356,0.0,,,,,
405,06/30/23 12:47:17 AM,30.356,0.0,,,,,
406,06/30/23 12:52:17 AM,30.356,0.0,,,,,
407,06/30/23 12:57:17 AM,30.356,0.0,,,,,
408,06/30/23 01:02:17 AM,30.356,0.0,,,,,
409,06/30/23 01:07:17 AM,30.457,0.0,,,,,
410,06/30/23 01:12:17 AM,30.356,0.0,,,,,
411,06/30/23 01:17:17 AM,30.356,0.0,,,,,
412,06/30/23 01:22:17 AM,30.356,0.0,,,,,
413,06/30/23 01:27:17 AM,30.356,0.0,,,,,
414,06/30/23 01:32:17 AM,30.356,0.0,,,,,
415,06/30/23 01:37:17 AM,30.356,0.0,,,,,
416,06/30/23 01:42:17 AM,30.356,0.0,,,,,
417,06/30/23 01:47:17 AM,30.356,0.0,,,,,
418,06/30/23 01:52:17 AM,30.457,0.0,,,,,
419,06/30/23 01:57:17 AM,30.356,0.0,,,,,
420,06/30/23 02:02:17 AM,30.356,0.0,,,,,
421,06/30/23 02:07:17 AM,30.356,0.0,,,,,
422,06/30/23 02:12:17 AM,30.356,0.0,,,,,
423,06/30/23 02:17:17 AM,30.356,0.0,,,,,
424,06/30/23 02:22:17 AM,30.356,0.0,,,,,
425,06/30/23 02:27:17 AM,30.356,0.0,,,,,
426,06/30/23 02:32:17 AM,30.356,0.0,,,,,
427,06/30/23 02:37:17 AM,30.457,0.0,,,,,
428,06/30/23 02:42:17 AM,30.356,0.0,,,,,
429,06/30/23 02:47:17 AM,30.356,0.0,,,,,
430,06/30/23 02:52:17 AM,30.457,0.0,,,,,
431,06/30/23 02:57:17 AM,30.457,0.0,,,,,
432,06/30/23 03:02:17 AM,30.356,0.0,,,,,
433,06/30/23 03:07:17 AM,30.356,0.0,,,,,
434,06/30/23 03:12:17 AM,30.356,0.0,,,,,
435,06/30/23 03:17:17 AM,30.356,0.0,,,,,
436,06/30/23 03:22:17 AM,30.356,0.0,,,,,
437,06/30/23 03:27:17 AM,30.356,0.0,,,,,
438,06/30/23 03:32:17 AM,30.356,0.0,,,,,
439,06/30/23 03:37:17 AM,30.356,0.0,,,,,
440,06/30/23 03:42:17 AM,30.356,0.0,,,,,
441,06/30/23 03:47:17 AM,30.356,0.0,,,,,
442,06/30/23 03:52:17 AM,30.356,0.0,,,,,
443,06/30/23 03:57:17 AM,30.356,0.0,,,,,
444,06/30/23 04:02:17 AM,30.356,0.0,,,,,
445,06/30/23 04:07:17 AM,30.356,0.0,,,,,
446,06/30/23 04:12:17 AM,30.457,0.0,,,,,
447,06/30/23 04:17:17 AM,30.356,0.0,,,,,
448,06/30/23 04:22:17 AM,30.356,0.0,,,,,
