"Plot Title: HOBO24"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786145, SEN S/N: 9786145)","Intensity, Lux (LGR S/N: 9786145, SEN S/N: 9786145)","Coupler Detached (LGR S/N: 9786145)","Host Connected (LGR S/N: 9786145)","Coupler Attached (LGR S/N: 9786145)","Stopped (LGR S/N: 9786145)","End Of File (LGR S/N: 9786145)"
1,06/28/23 03:13:42 PM,24.062,10.8,,,,,
2,06/28/23 03:13:47 PM,,,Logged,,,,
3,06/28/23 03:18:42 PM,26.097,24800.2,,,,,
4,06/28/23 03:23:42 PM,27.862,18600.1,,,,,
5,06/28/23 03:28:42 PM,29.452,16533.4,,,,,
6,06/28/23 03:33:42 PM,30.054,1463.9,,,,,
7,06/28/23 03:38:42 PM,30.255,1722.2,,,,,
8,06/28/23 03:43:42 PM,30.356,1367.0,,,,,
9,06/28/23 03:48:42 PM,30.356,1334.7,,,,,
10,06/28/23 03:53:42 PM,30.356,1280.9,,,,,
11,06/28/23 03:58:42 PM,30.457,1270.1,,,,,
12,06/28/23 04:03:42 PM,30.659,1377.8,,,,,
13,06/28/23 04:08:42 PM,30.760,1248.6,,,,,
14,06/28/23 04:13:42 PM,31.064,12400.1,,,,,
15,06/28/23 04:18:42 PM,31.370,9300.1,,,,,
16,06/28/23 04:23:42 PM,31.370,11022.3,,,,,
17,06/28/23 04:28:42 PM,31.268,10333.4,,,,,
18,06/28/23 04:33:42 PM,31.370,10333.4,,,,,
19,06/28/23 04:38:42 PM,31.370,9644.5,,,,,
20,06/28/23 04:43:42 PM,31.268,9300.1,,,,,
21,06/28/23 04:48:42 PM,31.166,8266.7,,,,,
22,06/28/23 04:53:42 PM,31.166,7577.8,,,,,
23,06/28/23 04:58:42 PM,31.064,7233.4,,,,,
24,06/28/23 05:03:42 PM,31.064,7233.4,,,,,
25,06/28/23 05:08:42 PM,31.064,6544.5,,,,,
26,06/28/23 05:13:42 PM,30.963,6200.0,,,,,
27,06/28/23 05:18:42 PM,30.862,6200.0,,,,,
28,06/28/23 05:23:42 PM,30.862,6200.0,,,,,
29,06/28/23 05:28:42 PM,30.760,6200.0,,,,,
30,06/28/23 05:33:42 PM,30.659,5511.1,,,,,
31,06/28/23 05:38:42 PM,30.659,5166.7,,,,,
32,06/28/23 05:43:42 PM,30.558,4994.5,,,,,
33,06/28/23 05:48:42 PM,30.558,6544.5,,,,,
