"Plot Title: HOBO6"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20454825, SEN S/N: 20454825)","Intensity, Lux (LGR S/N: 20454825, SEN S/N: 20454825)","Coupler Detached (LGR S/N: 20454825)","Coupler Attached (LGR S/N: 20454825)","Host Connected (LGR S/N: 20454825)","Stopped (LGR S/N: 20454825)","End Of File (LGR S/N: 20454825)"
1,06/28/23 03:07:22 PM,22.717,10.8,,,,,
2,06/28/23 03:07:26 PM,,,Logged,,,,
3,06/28/23 03:12:22 PM,23.388,656.6,,,,,
4,06/28/23 03:17:22 PM,24.062,204.5,,,,,
5,06/28/23 03:22:22 PM,26.488,4305.6,,,,,
6,06/28/23 03:27:22 PM,27.764,2238.9,,,,,
7,06/28/23 03:32:22 PM,28.456,1980.6,,,,,
8,06/28/23 03:37:22 PM,28.953,1894.5,,,,,
9,06/28/23 03:42:22 PM,29.053,1324.0,,,,,
10,06/28/23 03:47:22 PM,29.053,2497.2,,,,,
11,06/28/23 03:52:22 PM,29.053,3272.2,,,,,
12,06/28/23 03:57:22 PM,29.152,3100.0,,,,,
13,06/28/23 04:02:22 PM,29.352,3444.5,,,,,
14,06/28/23 04:07:22 PM,29.452,3444.5,,,,,
15,06/28/23 04:12:22 PM,30.255,74400.5,,,,,
16,06/28/23 04:17:22 PM,37.494,88178.4,,,,,
17,06/28/23 04:22:22 PM,41.928,187379.0,,,,,
18,06/28/23 04:27:22 PM,43.844,187379.0,,,,,
19,06/28/23 04:32:22 PM,45.201,187379.0,,,,,
20,06/28/23 04:37:22 PM,46.083,187379.0,,,,,
21,06/28/23 04:42:22 PM,45.201,176356.7,,,,,
22,06/28/23 04:47:22 PM,45.326,170845.6,,,,,
23,06/28/23 04:52:22 PM,45.452,165334.4,,,,,
24,06/28/23 04:57:22 PM,45.577,165334.4,,,,,
25,06/28/23 05:02:22 PM,45.201,68889.3,,,,,
26,06/28/23 05:07:22 PM,44.580,159823.3,,,,,
27,06/28/23 05:12:22 PM,42.878,137778.7,,,,,
28,06/28/23 05:17:22 PM,42.401,143289.8,,,,,
29,06/28/23 05:22:22 PM,42.520,143289.8,,,,,
