Tank Number,Squaricle Number,Logger Number,"Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058708, SEN S/N: 1058708)","Intensity, Lux (LGR S/N: 1058708, SEN S/N: 1058708)"
2,1,20,06/30/23 4:48:06 AM,28.357,0
2,1,20,06/30/23 4:53:06 AM,28.456,0
2,1,20,06/30/23 4:58:06 AM,28.357,0
2,1,20,06/30/23 5:03:06 AM,28.456,0
2,1,20,06/30/23 5:08:06 AM,28.357,0
2,1,20,06/30/23 5:13:06 AM,28.456,0
2,1,20,06/30/23 5:18:06 AM,28.456,0
2,1,20,06/30/23 5:23:06 AM,28.357,0
2,1,20,06/30/23 5:28:06 AM,28.456,0
2,1,20,06/30/23 5:33:06 AM,28.357,0
2,1,20,06/30/23 5:38:06 AM,28.456,0
2,1,20,06/30/23 5:43:06 AM,28.357,0
2,1,20,06/30/23 5:48:06 AM,28.456,0
2,1,20,06/30/23 5:53:06 AM,28.357,0
2,1,20,06/30/23 5:58:06 AM,28.456,0
2,1,20,06/30/23 6:03:06 AM,28.456,0
2,1,20,06/30/23 6:08:06 AM,28.456,0
2,1,20,06/30/23 6:13:06 AM,28.456,21.5
2,1,20,06/30/23 6:18:06 AM,28.357,53.8
2,1,20,06/30/23 6:23:06 AM,28.456,86.1
2,1,20,06/30/23 6:28:06 AM,28.357,129.2
2,1,20,06/30/23 6:33:06 AM,28.456,172.2
2,1,20,06/30/23 6:38:06 AM,28.357,366
2,1,20,06/30/23 6:43:06 AM,28.456,398.3
2,1,20,06/30/23 6:48:06 AM,28.456,645.8
2,1,20,06/30/23 6:53:06 AM,28.456,1377.8
2,1,20,06/30/23 6:58:06 AM,28.456,1377.8
2,1,20,06/30/23 7:03:06 AM,28.456,828.8
2,1,20,06/30/23 7:08:06 AM,28.555,979.5
2,1,20,06/30/23 7:13:06 AM,28.456,1636.1
2,1,20,06/30/23 7:18:06 AM,28.555,2152.8
2,1,20,06/30/23 7:23:06 AM,28.456,1162.5
2,1,20,06/30/23 7:28:06 AM,28.655,3616.7
2,1,20,06/30/23 7:33:06 AM,28.655,2497.2
2,1,20,06/30/23 7:38:06 AM,28.555,1894.5
2,1,20,06/30/23 7:43:06 AM,28.555,2325
2,1,20,06/30/23 7:48:06 AM,28.655,5166.7
2,1,20,06/30/23 7:53:06 AM,28.655,1722.2
2,1,20,06/30/23 7:58:06 AM,28.555,4477.8
2,1,20,06/30/23 8:03:06 AM,28.754,3961.1
2,1,20,06/30/23 8:08:06 AM,28.655,3616.7
2,1,20,06/30/23 8:13:06 AM,28.655,4133.4
2,1,20,06/30/23 8:18:06 AM,28.655,4133.4
2,1,20,06/30/23 8:23:06 AM,28.655,4994.5
2,1,20,06/30/23 8:28:06 AM,28.754,4994.5
2,1,20,06/30/23 8:33:06 AM,28.754,5166.7
2,1,20,06/30/23 8:38:06 AM,28.853,3444.5
2,1,20,06/30/23 8:43:06 AM,28.754,5338.9
2,1,20,06/30/23 8:48:06 AM,29.053,5338.9
2,1,20,06/30/23 8:53:06 AM,28.953,7233.4
2,1,20,06/30/23 8:58:06 AM,29.152,10677.8
2,1,20,06/30/23 9:03:06 AM,28.953,5166.7
2,1,20,06/30/23 9:08:06 AM,29.053,11711.2
2,1,20,06/30/23 9:13:06 AM,29.152,12400.1
2,1,20,06/30/23 9:18:06 AM,29.152,12400.1
2,1,20,06/30/23 9:23:06 AM,29.053,9300.1
2,1,20,06/30/23 9:28:06 AM,29.352,14466.8
2,1,20,06/30/23 9:33:06 AM,29.352,16533.4
2,1,20,06/30/23 9:38:06 AM,29.352,14466.8
2,1,20,06/30/23 9:43:06 AM,29.452,18600.1
2,1,20,06/30/23 9:48:06 AM,29.452,16533.4
2,1,20,06/30/23 9:53:06 AM,29.152,13777.9
2,1,20,06/30/23 9:58:06 AM,29.552,16533.4
2,1,20,06/30/23 10:03:06 AM,29.352,14466.8
2,1,20,06/30/23 10:08:06 AM,29.552,23422.4
2,1,20,06/30/23 10:13:06 AM,29.352,17911.2
2,1,20,06/30/23 10:18:06 AM,29.652,23422.4
2,1,20,06/30/23 10:23:06 AM,29.853,24800.2
2,1,20,06/30/23 10:28:06 AM,29.853,26178
2,1,20,06/30/23 10:33:06 AM,30.054,28933.5
2,1,20,06/30/23 10:38:06 AM,30.054,33066.9
2,1,20,06/30/23 10:43:06 AM,30.356,42711.4
2,1,20,06/30/23 10:48:06 AM,30.356,55111.5
2,1,20,06/30/23 10:53:06 AM,30.659,57867
2,1,20,06/30/23 10:58:06 AM,30.457,71644.9
2,1,20,06/30/23 11:03:06 AM,30.862,66133.8
2,1,20,06/30/23 11:08:06 AM,31.268,68889.3
2,1,20,06/30/23 11:13:06 AM,30.76,74400.5
2,1,20,06/30/23 11:18:06 AM,30.862,77156.1
2,1,20,06/30/23 11:23:06 AM,31.268,68889.3
2,1,20,06/30/23 11:28:06 AM,31.472,60622.6
2,1,20,06/30/23 11:33:06 AM,31.472,71644.9
2,1,20,06/30/23 11:38:06 AM,30.659,8611.2
2,1,20,06/30/23 11:43:06 AM,30.963,79911.6
2,1,20,06/30/23 11:48:06 AM,31.574,85422.8
2,1,20,06/30/23 11:53:06 AM,31.778,85422.8
2,1,20,06/30/23 11:58:06 AM,31.88,82667.2
2,1,20,06/30/23 12:03:06 PM,31.574,77156.1
2,1,20,06/30/23 12:08:06 PM,30.963,74400.5
2,1,20,06/30/23 12:13:06 PM,31.472,82667.2
2,1,20,06/30/23 12:18:06 PM,31.676,77156.1
2,1,20,06/30/23 12:23:06 PM,31.676,77156.1
2,1,20,06/30/23 12:28:06 PM,31.268,66133.8
2,1,20,06/30/23 12:33:06 PM,30.255,10333.4
2,1,20,06/30/23 12:38:06 PM,29.953,28933.5
2,1,20,06/30/23 12:43:06 PM,30.356,34444.7
2,1,20,06/30/23 12:48:06 PM,30.154,35822.5
2,1,20,06/30/23 12:53:06 PM,30.255,37200.2
2,1,20,06/30/23 12:58:06 PM,30.154,35822.5
2,1,20,06/30/23 1:03:06 PM,29.752,8266.7
2,1,20,06/30/23 1:08:06 PM,28.953,6200
2,1,20,06/30/23 1:13:06 PM,30.255,46844.8
2,2,19,06/28/23 4:13:39 PM,29.452,8611.2
2,2,19,06/28/23 4:18:39 PM,29.252,8611.2
2,2,19,06/28/23 4:23:39 PM,29.252,7233.4
2,2,19,06/28/23 4:28:39 PM,29.152,6200
2,2,19,06/28/23 4:33:39 PM,29.053,6200
2,2,19,06/28/23 4:38:39 PM,29.053,6200
2,2,19,06/28/23 4:43:39 PM,28.953,5511.1
2,2,19,06/28/23 4:48:39 PM,29.053,5338.9
2,2,19,06/28/23 4:53:39 PM,29.053,5166.7
2,2,19,06/28/23 4:58:39 PM,29.053,5166.7
2,2,19,06/28/23 5:03:39 PM,28.853,4650
2,2,19,06/28/23 5:08:39 PM,28.853,4822.3
2,2,19,06/28/23 5:13:39 PM,28.853,4822.3
2,2,19,06/28/23 5:18:39 PM,28.953,4133.4
2,2,19,06/28/23 5:23:39 PM,29.053,4822.3
2,2,19,06/28/23 5:28:39 PM,29.053,3961.1
2,2,19,06/28/23 5:33:39 PM,28.853,4133.4
2,2,19,06/28/23 5:38:39 PM,28.853,3961.1
2,2,19,06/28/23 5:43:39 PM,28.853,3272.2
2,2,19,06/28/23 5:48:39 PM,28.853,5166.7
2,2,19,06/28/23 5:53:39 PM,28.853,3100
2,2,19,06/28/23 5:58:39 PM,28.853,3444.5
2,2,19,06/28/23 6:03:39 PM,28.853,3272.2
2,2,19,06/28/23 6:08:39 PM,28.853,2927.8
2,2,19,06/28/23 6:13:39 PM,28.853,2755.6
2,2,19,06/28/23 6:18:39 PM,28.853,2755.6
2,2,19,06/28/23 6:23:39 PM,28.754,2583.4
2,2,19,06/28/23 6:28:39 PM,28.853,2669.5
2,2,19,06/28/23 6:33:39 PM,28.853,2755.6
2,2,19,06/28/23 6:38:39 PM,28.853,2152.8
2,2,19,06/28/23 6:43:39 PM,28.754,1377.8
2,2,19,06/28/23 6:48:39 PM,28.853,1894.5
2,2,19,06/28/23 6:53:39 PM,28.853,2325
2,2,19,06/28/23 6:58:39 PM,28.754,1980.6
2,2,19,06/28/23 7:03:39 PM,28.754,2152.8
2,2,19,06/28/23 7:08:39 PM,28.754,2325
2,2,19,06/28/23 7:13:39 PM,28.754,2066.7
2,2,19,06/28/23 7:18:39 PM,28.655,1248.6
2,2,19,06/28/23 7:23:39 PM,28.754,2927.8
2,2,19,06/28/23 7:28:39 PM,28.754,1205.6
2,2,19,06/28/23 7:33:39 PM,28.655,570.5
2,2,19,06/28/23 7:38:39 PM,28.655,1065.6
2,2,19,06/28/23 7:43:39 PM,28.655,1108.7
2,2,19,06/28/23 7:48:39 PM,28.655,613.5
2,2,19,06/28/23 7:53:39 PM,28.655,1216.3
2,2,19,06/28/23 7:58:39 PM,28.655,376.7
2,2,19,06/28/23 8:03:39 PM,28.655,215.3
2,2,19,06/28/23 8:08:39 PM,28.655,193.8
2,2,19,06/28/23 8:13:39 PM,28.655,107.6
2,2,19,06/28/23 8:18:39 PM,28.655,75.3
2,2,19,06/28/23 8:23:39 PM,28.555,43.1
2,2,19,06/28/23 8:28:39 PM,28.655,21.5
2,2,19,06/28/23 8:33:39 PM,28.655,0
2,2,19,06/28/23 8:38:39 PM,28.655,0
2,2,19,06/28/23 8:43:39 PM,28.555,0
2,2,19,06/28/23 8:48:39 PM,28.655,0
2,2,19,06/28/23 8:53:39 PM,28.555,0
2,2,19,06/28/23 8:58:39 PM,28.754,0
2,2,19,06/28/23 9:03:39 PM,28.655,0
2,2,19,06/28/23 9:08:39 PM,28.754,0
2,2,19,06/28/23 9:13:39 PM,28.655,0
2,2,19,06/28/23 9:18:39 PM,28.754,0
2,2,19,06/28/23 9:23:39 PM,28.655,0
2,2,19,06/28/23 9:28:39 PM,28.655,0
2,2,19,06/28/23 9:33:39 PM,28.655,0
2,2,19,06/28/23 9:38:39 PM,28.655,0
2,2,19,06/28/23 9:43:39 PM,28.655,0
2,2,19,06/28/23 9:48:39 PM,28.655,0
2,2,19,06/28/23 9:53:39 PM,28.655,0
2,2,19,06/28/23 9:58:39 PM,28.655,0
2,2,19,06/28/23 10:03:39 PM,28.754,0
2,2,19,06/28/23 10:08:39 PM,28.655,0
2,2,19,06/28/23 10:13:39 PM,28.655,0
2,2,19,06/28/23 10:18:39 PM,28.655,0
2,2,19,06/28/23 10:23:39 PM,28.754,0
2,2,19,06/28/23 10:28:39 PM,28.655,0
2,2,19,06/28/23 10:33:39 PM,28.655,0
2,2,19,06/28/23 10:38:39 PM,28.655,0
2,2,19,06/28/23 10:43:39 PM,28.655,0
2,2,19,06/28/23 10:48:39 PM,28.754,0
2,2,19,06/28/23 10:53:39 PM,28.655,0
2,2,19,06/28/23 10:58:39 PM,28.754,0
2,2,19,06/28/23 11:03:39 PM,28.655,0
2,2,19,06/28/23 11:08:39 PM,28.754,0
2,2,19,06/28/23 11:13:39 PM,28.655,0
2,2,19,06/28/23 11:18:39 PM,28.655,0
2,2,19,06/28/23 11:23:39 PM,28.655,0
2,2,19,06/28/23 11:28:39 PM,28.655,0
2,2,19,06/28/23 11:33:39 PM,28.655,0
2,2,19,06/28/23 11:38:39 PM,28.555,0
2,2,19,06/28/23 11:43:39 PM,28.754,0
2,2,19,06/28/23 11:48:39 PM,28.655,0
2,2,19,06/28/23 11:53:39 PM,28.754,0
2,2,19,06/28/23 11:58:39 PM,28.655,0
2,2,19,06/29/23 12:03:39 AM,28.655,0
2,2,19,06/29/23 12:08:39 AM,28.655,0
2,2,19,06/29/23 12:13:39 AM,28.655,0
2,2,19,06/29/23 12:18:39 AM,28.655,0
2,2,19,06/29/23 12:23:39 AM,28.655,0
2,2,19,06/29/23 12:28:39 AM,28.655,0
2,2,19,06/29/23 12:33:39 AM,28.655,0
2,2,19,06/29/23 12:38:39 AM,28.655,0
2,2,19,06/29/23 12:43:39 AM,28.555,0
2,2,19,06/29/23 12:48:39 AM,28.754,0
2,2,19,06/29/23 12:53:39 AM,28.655,0
2,2,19,06/29/23 12:58:39 AM,28.754,0
2,2,19,06/29/23 1:03:39 AM,28.655,0
2,2,19,06/29/23 1:08:39 AM,28.655,0
2,2,19,06/29/23 1:13:39 AM,28.655,0
2,2,19,06/29/23 1:18:39 AM,28.754,0
2,2,19,06/29/23 1:23:39 AM,28.655,0
2,2,19,06/29/23 1:28:39 AM,28.655,0
2,2,19,06/29/23 1:33:39 AM,28.754,0
2,2,19,06/29/23 1:38:39 AM,28.655,0
2,2,19,06/29/23 1:43:39 AM,28.754,0
2,2,19,06/29/23 1:48:39 AM,28.655,0
2,2,19,06/29/23 1:53:39 AM,28.754,0
2,2,19,06/29/23 1:58:39 AM,28.655,0
2,2,19,06/29/23 2:03:39 AM,28.754,0
2,2,19,06/29/23 2:08:39 AM,28.655,0
2,2,19,06/29/23 2:13:39 AM,28.754,0
2,2,19,06/29/23 2:18:39 AM,28.655,0
2,2,19,06/29/23 2:23:39 AM,28.754,0
2,2,19,06/29/23 2:28:39 AM,28.655,0
2,2,19,06/29/23 2:33:39 AM,28.754,0
2,2,19,06/29/23 2:38:39 AM,28.655,0
2,2,19,06/29/23 2:43:39 AM,28.754,0
2,2,19,06/29/23 2:48:39 AM,28.655,0
2,2,19,06/29/23 2:53:39 AM,28.655,0
2,2,19,06/29/23 2:58:39 AM,28.655,0
2,2,19,06/29/23 3:03:39 AM,28.655,0
2,2,19,06/29/23 3:08:39 AM,28.655,0
2,2,19,06/29/23 3:13:39 AM,28.655,0
2,2,19,06/29/23 3:18:39 AM,28.655,0
2,2,19,06/29/23 3:23:39 AM,28.655,0
2,2,19,06/29/23 3:28:39 AM,28.754,0
2,2,19,06/29/23 3:33:39 AM,28.655,0
2,2,19,06/29/23 3:38:39 AM,28.754,0
2,2,19,06/29/23 3:43:39 AM,28.655,0
2,2,19,06/29/23 3:48:39 AM,28.754,0
2,2,19,06/29/23 3:53:39 AM,28.655,0
2,2,19,06/29/23 3:58:39 AM,28.754,0
2,2,19,06/29/23 4:03:39 AM,28.655,0
2,2,19,06/29/23 4:08:39 AM,28.754,0
2,2,19,06/29/23 4:13:39 AM,28.655,0
2,2,19,06/29/23 4:18:39 AM,28.754,0
2,2,19,06/29/23 4:23:39 AM,28.555,0
2,2,19,06/29/23 4:28:39 AM,28.754,0
2,2,19,06/29/23 4:33:39 AM,28.555,0
2,2,19,06/29/23 4:38:39 AM,28.655,0
2,2,19,06/29/23 4:43:39 AM,28.655,0
2,2,19,06/29/23 4:48:39 AM,28.754,0
2,2,19,06/29/23 4:53:39 AM,28.655,0
2,2,19,06/29/23 4:58:39 AM,28.655,0
2,2,19,06/29/23 5:03:39 AM,28.655,0
2,2,19,06/29/23 5:08:39 AM,28.655,0
2,2,19,06/29/23 5:13:39 AM,28.655,0
2,2,19,06/29/23 5:18:39 AM,28.655,0
2,2,19,06/29/23 5:23:39 AM,28.655,0
2,2,19,06/29/23 5:28:39 AM,28.655,0
2,2,19,06/29/23 5:33:39 AM,28.655,0
2,2,19,06/29/23 5:38:39 AM,28.555,0
2,2,19,06/29/23 5:43:39 AM,28.754,0
2,2,19,06/29/23 5:48:39 AM,28.655,0
2,2,19,06/29/23 5:53:39 AM,28.754,0
2,2,19,06/29/23 5:58:39 AM,28.655,0
2,2,19,06/29/23 6:03:39 AM,28.754,0
2,2,19,06/29/23 6:08:39 AM,28.655,0
2,2,19,06/29/23 6:13:39 AM,28.754,21.5
2,2,19,06/29/23 6:18:39 AM,28.555,43.1
2,2,19,06/29/23 6:23:39 AM,28.754,64.6
2,2,19,06/29/23 6:28:39 AM,28.655,96.9
2,2,19,06/29/23 6:33:39 AM,28.655,96.9
2,2,19,06/29/23 6:38:39 AM,28.655,118.4
2,2,19,06/29/23 6:43:39 AM,28.754,150.7
2,2,19,06/29/23 6:48:39 AM,28.655,183
2,2,19,06/29/23 6:53:39 AM,28.754,226
2,2,19,06/29/23 6:58:39 AM,28.655,269.1
2,2,19,06/29/23 7:03:39 AM,28.754,333.7
2,2,19,06/29/23 7:08:39 AM,28.655,430.6
2,2,19,06/29/23 7:13:39 AM,28.754,882.6
2,2,19,06/29/23 7:18:39 AM,28.655,1463.9
2,2,19,06/29/23 7:23:39 AM,28.853,2755.6
2,2,19,06/29/23 7:28:39 AM,28.754,1808.3
2,2,19,06/29/23 7:33:39 AM,28.754,1345.5
2,2,19,06/29/23 7:38:39 AM,28.754,1636.1
2,2,19,06/29/23 7:43:39 AM,28.754,1808.3
2,2,19,06/29/23 7:48:39 AM,28.754,2066.7
2,2,19,06/29/23 7:53:39 AM,28.754,2066.7
2,2,19,06/29/23 7:58:39 AM,28.853,2927.8
2,2,19,06/29/23 8:03:39 AM,28.853,5338.9
2,2,19,06/29/23 8:08:39 AM,28.953,4477.8
2,2,19,06/29/23 8:13:39 AM,28.853,4133.4
2,2,19,06/29/23 8:18:39 AM,28.953,4305.6
2,2,19,06/29/23 8:23:39 AM,28.853,4650
2,2,19,06/29/23 8:28:39 AM,28.953,4305.6
2,2,19,06/29/23 8:33:39 AM,28.853,5166.7
2,2,19,06/29/23 8:38:39 AM,29.152,7577.8
2,2,19,06/29/23 8:43:39 AM,29.053,8611.2
2,2,19,06/29/23 8:48:39 AM,29.252,10333.4
2,2,19,06/29/23 8:53:39 AM,29.252,11711.2
2,2,19,06/29/23 8:58:39 AM,29.352,12400.1
2,2,19,06/29/23 9:03:39 AM,29.252,13777.9
2,2,19,06/29/23 9:08:39 AM,29.452,15155.7
2,2,19,06/29/23 9:13:39 AM,29.252,12400.1
2,2,19,06/29/23 9:18:39 AM,29.352,13777.9
2,2,19,06/29/23 9:23:39 AM,29.152,10333.4
2,2,19,06/29/23 9:28:39 AM,29.252,11711.2
2,2,19,06/29/23 9:33:39 AM,29.152,11022.3
2,2,19,06/29/23 9:38:39 AM,29.452,12400.1
2,2,19,06/29/23 9:43:39 AM,29.152,5511.1
2,2,19,06/29/23 9:48:39 AM,29.252,5166.7
2,2,19,06/29/23 9:53:39 AM,29.352,18600.1
2,2,19,06/29/23 9:58:39 AM,29.452,9300.1
2,2,19,06/29/23 10:03:39 AM,29.053,5511.1
2,2,19,06/29/23 10:08:39 AM,29.252,11022.3
2,2,19,06/29/23 10:13:39 AM,29.352,9300.1
2,2,19,06/29/23 10:18:39 AM,29.352,12400.1
2,2,19,06/29/23 10:23:39 AM,29.252,14466.8
2,2,19,06/29/23 10:28:39 AM,29.352,19289
2,2,19,06/29/23 10:33:39 AM,29.252,12400.1
2,2,19,06/29/23 10:38:39 AM,29.652,17222.3
2,2,19,06/29/23 10:43:39 AM,29.352,11711.2
2,2,19,06/29/23 10:48:39 AM,29.352,14466.8
2,2,19,06/29/23 10:53:39 AM,29.953,27555.7
2,2,19,06/29/23 10:58:39 AM,29.652,23422.4
2,2,19,06/29/23 11:03:39 AM,29.452,16533.4
2,2,19,06/29/23 11:08:39 AM,31.064,82667.2
2,2,19,06/29/23 11:13:39 AM,30.054,20666.8
2,2,19,06/29/23 11:18:39 AM,30.054,30311.3
2,2,19,06/29/23 11:23:39 AM,29.953,37200.2
2,2,19,06/29/23 11:28:39 AM,30.356,60622.6
2,2,19,06/29/23 11:33:39 AM,30.054,24800.2
2,2,19,06/29/23 11:38:39 AM,30.054,27555.7
2,2,19,06/29/23 11:43:39 AM,29.953,35822.5
2,2,19,06/29/23 11:48:39 AM,31.472,66133.8
2,2,19,06/29/23 11:53:39 AM,31.676,74400.5
2,2,19,06/29/23 11:58:39 AM,31.983,93689.5
2,2,19,06/29/23 12:03:39 PM,31.88,42711.4
2,2,19,06/29/23 12:08:39 PM,30.255,16533.4
2,2,19,06/29/23 12:13:39 PM,31.574,79911.6
2,2,19,06/29/23 12:18:39 PM,31.676,79911.6
2,2,19,06/29/23 12:23:39 PM,31.983,85422.8
2,2,19,06/29/23 12:28:39 PM,31.166,60622.6
2,2,19,06/29/23 12:33:39 PM,29.652,10677.8
2,2,19,06/29/23 12:38:39 PM,30.154,35822.5
2,2,19,06/29/23 12:43:39 PM,29.252,7233.4
2,2,19,06/29/23 12:48:39 PM,28.853,4650
2,2,19,06/29/23 12:53:39 PM,28.853,3961.1
2,2,19,06/29/23 12:58:39 PM,28.754,3961.1
2,2,19,06/29/23 1:03:39 PM,28.754,4305.6
2,2,19,06/29/23 1:08:39 PM,28.754,5166.7
2,2,19,06/29/23 1:13:39 PM,28.853,7577.8
2,2,19,06/29/23 1:18:39 PM,28.853,8266.7
2,2,19,06/29/23 1:23:39 PM,29.053,12400.1
2,2,19,06/29/23 1:28:39 PM,29.152,16533.4
2,2,19,06/29/23 1:33:39 PM,29.252,17222.3
2,2,19,06/29/23 1:38:39 PM,29.352,16533.4
2,2,19,06/29/23 1:43:39 PM,29.252,14466.8
2,2,19,06/29/23 1:48:39 PM,29.152,11022.3
2,2,19,06/29/23 1:53:39 PM,29.053,9644.5
2,2,19,06/29/23 1:58:39 PM,29.053,9644.5
2,2,19,06/29/23 2:03:39 PM,28.853,5511.1
2,2,19,06/29/23 2:08:39 PM,28.754,5166.7
2,2,19,06/29/23 2:13:39 PM,28.655,2755.6
2,2,19,06/29/23 2:18:39 PM,28.655,3616.7
2,2,19,06/29/23 2:23:39 PM,28.555,3788.9
2,2,19,06/29/23 2:28:39 PM,28.555,2411.1
2,2,19,06/29/23 2:33:39 PM,28.655,2755.6
2,2,19,06/29/23 2:38:39 PM,28.754,3616.7
2,2,19,06/29/23 2:43:39 PM,28.655,3272.2
2,2,19,06/29/23 2:48:39 PM,28.754,2755.6
2,2,19,06/29/23 2:53:39 PM,28.754,2497.2
2,2,19,06/29/23 2:58:39 PM,28.655,2927.8
2,2,19,06/29/23 3:03:39 PM,28.853,4822.3
2,2,19,06/29/23 3:08:39 PM,28.655,2066.7
2,2,19,06/29/23 3:13:39 PM,28.754,2583.4
2,2,19,06/29/23 3:18:39 PM,28.754,2927.8
2,2,19,06/29/23 3:23:39 PM,28.655,1302.4
2,2,19,06/29/23 3:28:39 PM,28.754,1291.7
2,2,19,06/29/23 3:33:39 PM,28.655,1463.9
2,2,19,06/29/23 3:38:39 PM,28.655,1270.1
2,2,19,06/29/23 3:43:39 PM,28.655,839.6
2,2,19,06/29/23 3:48:39 PM,28.555,602.8
2,2,19,06/29/23 3:53:39 PM,28.655,409
2,2,19,06/29/23 3:58:39 PM,28.555,86.1
2,2,19,06/29/23 4:03:39 PM,28.655,86.1
2,2,19,06/29/23 4:08:39 PM,28.555,129.2
2,2,19,06/29/23 4:13:39 PM,28.555,258.3
2,2,19,06/29/23 4:18:39 PM,28.655,301.4
2,2,19,06/29/23 4:23:39 PM,28.555,322.9
2,2,19,06/29/23 4:28:39 PM,28.655,559.7
2,2,19,06/29/23 4:33:39 PM,28.555,322.9
2,2,19,06/29/23 4:38:39 PM,28.555,258.3
2,2,19,06/29/23 4:43:39 PM,28.655,269.1
2,2,19,06/29/23 4:48:39 PM,28.555,129.2
2,2,19,06/29/23 4:53:39 PM,28.655,193.8
2,2,19,06/29/23 4:58:39 PM,28.655,226
2,2,19,06/29/23 5:03:39 PM,28.555,32.3
2,2,19,06/29/23 5:08:39 PM,28.655,129.2
2,2,19,06/29/23 5:13:39 PM,28.555,32.3
2,2,19,06/29/23 5:18:39 PM,28.655,64.6
2,2,19,06/29/23 5:23:39 PM,28.555,64.6
2,2,19,06/29/23 5:28:39 PM,28.655,43.1
2,2,19,06/29/23 5:33:39 PM,28.555,75.3
2,2,19,06/29/23 5:38:39 PM,28.456,96.9
2,2,19,06/29/23 5:43:39 PM,28.555,96.9
2,2,19,06/29/23 5:48:39 PM,28.456,107.6
2,2,19,06/29/23 5:53:39 PM,28.655,107.6
2,2,19,06/29/23 5:58:39 PM,28.555,107.6
2,2,19,06/29/23 6:03:39 PM,28.555,96.9
2,2,19,06/29/23 6:08:39 PM,28.456,96.9
2,2,19,06/29/23 6:13:39 PM,28.555,107.6
2,2,19,06/29/23 6:18:39 PM,28.456,107.6
2,2,19,06/29/23 6:23:39 PM,28.456,107.6
2,2,19,06/29/23 6:28:39 PM,28.555,107.6
2,2,19,06/29/23 6:33:39 PM,28.555,86.1
2,2,19,06/29/23 6:38:39 PM,28.655,75.3
2,2,19,06/29/23 6:43:39 PM,28.456,64.6
2,2,19,06/29/23 6:48:39 PM,28.655,64.6
2,2,19,06/29/23 6:53:39 PM,28.456,53.8
2,2,19,06/29/23 6:58:39 PM,28.555,43.1
2,2,19,06/29/23 7:03:39 PM,28.555,43.1
2,2,19,06/29/23 7:08:39 PM,28.555,43.1
2,2,19,06/29/23 7:13:39 PM,28.555,43.1
2,2,19,06/29/23 7:18:39 PM,28.555,43.1
2,2,19,06/29/23 7:23:39 PM,28.555,53.8
2,2,19,06/29/23 7:28:39 PM,28.456,64.6
2,2,19,06/29/23 7:33:39 PM,28.655,64.6
2,2,19,06/29/23 7:38:39 PM,28.456,64.6
2,2,19,06/29/23 7:43:39 PM,28.555,53.8
2,2,19,06/29/23 7:48:39 PM,28.456,43.1
2,2,19,06/29/23 7:53:39 PM,28.555,43.1
2,2,19,06/29/23 7:58:39 PM,28.555,32.3
2,2,19,06/29/23 8:03:39 PM,28.555,32.3
2,2,19,06/29/23 8:08:39 PM,28.555,32.3
2,2,19,06/29/23 8:13:39 PM,28.555,43.1
2,2,19,06/29/23 8:18:39 PM,28.555,75.3
2,2,19,06/29/23 8:23:39 PM,28.456,43.1
2,2,19,06/29/23 8:28:39 PM,28.555,21.5
2,2,19,06/29/23 8:33:39 PM,28.456,21.5
2,2,19,06/29/23 8:38:39 PM,28.655,0
2,2,19,06/29/23 8:43:39 PM,28.456,0
2,2,19,06/29/23 8:48:39 PM,28.555,0
2,2,19,06/29/23 8:53:39 PM,28.555,0
2,2,19,06/29/23 8:58:39 PM,28.555,0
2,2,19,06/29/23 9:03:39 PM,28.555,0
2,2,19,06/29/23 9:08:39 PM,28.456,0
2,2,19,06/29/23 9:13:39 PM,28.555,0
2,2,19,06/29/23 9:18:39 PM,28.456,0
2,2,19,06/29/23 9:23:39 PM,28.555,0
2,2,19,06/29/23 9:28:39 PM,28.456,0
2,2,19,06/29/23 9:33:39 PM,28.655,0
2,2,19,06/29/23 9:38:39 PM,28.555,0
2,2,19,06/29/23 9:43:39 PM,28.555,0
2,2,19,06/29/23 9:48:39 PM,28.555,0
2,2,19,06/29/23 9:53:39 PM,28.555,0
2,2,19,06/29/23 9:58:39 PM,28.655,0
2,2,19,06/29/23 10:03:39 PM,28.555,0
2,2,19,06/29/23 10:08:39 PM,28.655,0
2,2,19,06/29/23 10:13:39 PM,28.555,0
2,2,19,06/29/23 10:18:39 PM,28.655,0
2,2,19,06/29/23 10:23:39 PM,28.555,0
2,2,19,06/29/23 10:28:39 PM,28.555,0
2,2,19,06/29/23 10:33:39 PM,28.555,0
2,2,19,06/29/23 10:38:39 PM,28.555,0
2,2,19,06/29/23 10:43:39 PM,28.655,0
2,2,19,06/29/23 10:48:39 PM,28.555,0
2,2,19,06/29/23 10:53:39 PM,28.655,0
2,2,19,06/29/23 10:58:39 PM,28.555,0
2,2,19,06/29/23 11:03:39 PM,28.655,0
2,2,19,06/29/23 11:08:39 PM,28.555,0
2,2,19,06/29/23 11:13:39 PM,28.655,0
2,2,19,06/29/23 11:18:39 PM,28.555,0
2,2,19,06/29/23 11:23:39 PM,28.555,0
2,2,19,06/29/23 11:28:39 PM,28.655,0
2,2,19,06/29/23 11:33:39 PM,28.555,0
2,2,19,06/29/23 11:38:39 PM,28.655,0
2,2,19,06/29/23 11:43:39 PM,28.555,0
2,2,19,06/29/23 11:48:39 PM,28.655,0
2,2,19,06/29/23 11:53:39 PM,28.555,0
2,2,19,06/29/23 11:58:39 PM,28.655,0
2,2,19,06/30/23 12:03:39 AM,28.555,0
