"Plot Title: HOBO27"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058735, SEN S/N: 1058735)","Intensity, Lux (LGR S/N: 1058735, SEN S/N: 1058735)","Coupler Detached (LGR S/N: 1058735)","Coupler Attached (LGR S/N: 1058735)","Host Connected (LGR S/N: 1058735)","Stopped (LGR S/N: 1058735)","End Of File (LGR S/N: 1058735)"
1,06/28/23 03:08:03 PM,23.196,32.3,,,,,
2,06/28/23 03:08:07 PM,,,Logged,,,,
3,06/28/23 03:13:03 PM,23.773,10.8,,,,,
4,06/28/23 03:18:03 PM,24.931,1097.9,,,,,
5,06/28/23 03:23:03 PM,26.585,958.0,,,,,
6,06/28/23 03:28:03 PM,27.468,893.4,,,,,
7,06/28/23 03:33:03 PM,28.357,279.9,,,,,
8,06/28/23 03:38:03 PM,29.152,322.9,,,,,
9,06/28/23 03:43:03 PM,29.452,236.8,,,,,
10,06/28/23 03:48:03 PM,29.652,183.0,,,,,
11,06/28/23 03:53:03 PM,29.752,236.8,,,,,
12,06/28/23 03:58:03 PM,29.953,236.8,,,,,
13,06/28/23 04:03:03 PM,30.154,269.1,,,,,
14,06/28/23 04:08:03 PM,30.255,269.1,,,,,
15,06/28/23 04:13:03 PM,30.659,18600.1,,,,,
16,06/28/23 04:18:03 PM,30.356,17911.2,,,,,
17,06/28/23 04:23:03 PM,30.356,14466.8,,,,,
18,06/28/23 04:28:03 PM,30.255,12400.1,,,,,
19,06/28/23 04:33:03 PM,30.255,11711.2,,,,,
20,06/28/23 04:38:03 PM,30.154,10333.4,,,,,
21,06/28/23 04:43:03 PM,29.853,9300.1,,,,,
22,06/28/23 04:48:03 PM,29.652,8266.7,,,,,
23,06/28/23 04:53:03 PM,29.652,7233.4,,,,,
24,06/28/23 04:58:03 PM,29.552,6200.0,,,,,
25,06/28/23 05:03:03 PM,29.552,6544.5,,,,,
26,06/28/23 05:08:03 PM,29.652,5511.1,,,,,
27,06/28/23 05:13:03 PM,29.652,6544.5,,,,,
28,06/28/23 05:18:03 PM,29.652,5166.7,,,,,
29,06/28/23 05:23:03 PM,29.652,5166.7,,,,,
30,06/28/23 05:28:03 PM,29.652,4650.0,,,,,
31,06/28/23 05:33:03 PM,29.452,4650.0,,,,,
32,06/28/23 05:38:03 PM,29.352,4650.0,,,,,
33,06/28/23 05:43:03 PM,29.352,5166.7,,,,,
34,06/28/23 05:48:03 PM,29.352,3961.1,,,,,
35,06/28/23 05:53:03 PM,29.452,5511.1,,,,,
36,06/28/23 05:58:03 PM,29.452,6200.0,,,,,
37,06/28/23 06:03:03 PM,29.552,7233.4,,,,,
38,06/28/23 06:08:03 PM,29.652,6200.0,,,,,
39,06/28/23 06:13:03 PM,29.652,2927.8,,,,,
40,06/28/23 06:18:03 PM,29.652,5511.1,,,,,
41,06/28/23 06:23:03 PM,29.652,5166.7,,,,,
42,06/28/23 06:28:03 PM,29.652,5166.7,,,,,
43,06/28/23 06:33:03 PM,29.652,5166.7,,,,,
44,06/28/23 06:38:03 PM,29.652,4650.0,,,,,
45,06/28/23 06:43:03 PM,29.452,2669.5,,,,,
46,06/28/23 06:48:03 PM,29.252,4133.4,,,,,
47,06/28/23 06:53:03 PM,29.252,4650.0,,,,,
48,06/28/23 06:58:03 PM,29.152,3788.9,,,,,
49,06/28/23 07:03:03 PM,29.252,3961.1,,,,,
50,06/28/23 07:08:03 PM,29.252,4477.8,,,,,
51,06/28/23 07:13:03 PM,29.152,2927.8,,,,,
52,06/28/23 07:18:03 PM,29.152,1722.2,,,,,
53,06/28/23 07:23:03 PM,29.252,4650.0,,,,,
54,06/28/23 07:28:03 PM,29.252,2152.8,,,,,
55,06/28/23 07:33:03 PM,29.152,624.3,,,,,
56,06/28/23 07:38:03 PM,29.152,1097.9,,,,,
57,06/28/23 07:43:03 PM,29.152,1377.8,,,,,
58,06/28/23 07:48:03 PM,29.152,635.1,,,,,
59,06/28/23 07:53:03 PM,29.152,1636.1,,,,,
60,06/28/23 07:58:03 PM,29.152,495.1,,,,,
61,06/28/23 08:03:03 PM,29.152,215.3,,,,,
62,06/28/23 08:08:03 PM,29.053,193.8,,,,,
63,06/28/23 08:13:03 PM,29.053,129.2,,,,,
64,06/28/23 08:18:03 PM,29.053,86.1,,,,,
65,06/28/23 08:23:03 PM,29.053,43.1,,,,,
66,06/28/23 08:28:03 PM,29.053,21.5,,,,,
67,06/28/23 08:33:03 PM,29.053,0.0,,,,,
68,06/28/23 08:38:03 PM,28.953,0.0,,,,,
69,06/28/23 08:43:03 PM,28.953,0.0,,,,,
70,06/28/23 08:48:03 PM,28.953,0.0,,,,,
71,06/28/23 08:53:03 PM,28.953,0.0,,,,,
72,06/28/23 08:58:03 PM,28.853,0.0,,,,,
73,06/28/23 09:03:03 PM,28.853,0.0,,,,,
74,06/28/23 09:08:03 PM,28.853,0.0,,,,,
75,06/28/23 09:13:03 PM,28.853,0.0,,,,,
76,06/28/23 09:18:03 PM,28.754,0.0,,,,,
77,06/28/23 09:23:03 PM,28.754,0.0,,,,,
78,06/28/23 09:28:03 PM,28.655,0.0,,,,,
79,06/28/23 09:33:03 PM,28.655,0.0,,,,,
80,06/28/23 09:38:03 PM,28.655,0.0,,,,,
81,06/28/23 09:43:03 PM,28.655,0.0,,,,,
82,06/28/23 09:48:03 PM,28.655,0.0,,,,,
83,06/28/23 09:53:03 PM,28.555,0.0,,,,,
84,06/28/23 09:58:03 PM,28.555,0.0,,,,,
85,06/28/23 10:03:03 PM,28.555,0.0,,,,,
86,06/28/23 10:08:03 PM,28.555,0.0,,,,,
87,06/28/23 10:13:03 PM,28.555,0.0,,,,,
88,06/28/23 10:18:03 PM,28.456,0.0,,,,,
89,06/28/23 10:23:03 PM,28.456,0.0,,,,,
90,06/28/23 10:28:03 PM,28.456,0.0,,,,,
91,06/28/23 10:33:03 PM,28.456,0.0,,,,,
92,06/28/23 10:38:03 PM,28.456,0.0,,,,,
93,06/28/23 10:43:03 PM,28.456,0.0,,,,,
94,06/28/23 10:48:03 PM,28.456,0.0,,,,,
95,06/28/23 10:53:03 PM,28.357,0.0,,,,,
96,06/28/23 10:58:03 PM,28.357,0.0,,,,,
97,06/28/23 11:03:03 PM,28.357,0.0,,,,,
98,06/28/23 11:08:03 PM,28.357,0.0,,,,,
99,06/28/23 11:13:03 PM,28.357,0.0,,,,,
100,06/28/23 11:18:03 PM,28.357,0.0,,,,,
101,06/28/23 11:23:03 PM,28.357,0.0,,,,,
102,06/28/23 11:28:03 PM,28.357,0.0,,,,,
103,06/28/23 11:33:03 PM,28.357,0.0,,,,,
104,06/28/23 11:38:03 PM,28.258,0.0,,,,,
105,06/28/23 11:43:03 PM,28.258,0.0,,,,,
106,06/28/23 11:48:03 PM,28.258,0.0,,,,,
107,06/28/23 11:53:03 PM,28.258,0.0,,,,,
108,06/28/23 11:58:03 PM,28.258,0.0,,,,,
109,06/29/23 12:03:03 AM,28.258,0.0,,,,,
110,06/29/23 12:08:03 AM,28.258,0.0,,,,,
111,06/29/23 12:13:03 AM,28.456,0.0,,,,,
112,06/29/23 12:18:03 AM,28.555,0.0,,,,,
113,06/29/23 12:23:03 AM,28.555,0.0,,,,,
114,06/29/23 12:28:03 AM,28.555,0.0,,,,,
115,06/29/23 12:33:03 AM,28.555,0.0,,,,,
116,06/29/23 12:38:03 AM,28.555,0.0,,,,,
117,06/29/23 12:43:03 AM,28.456,0.0,,,,,
118,06/29/23 12:48:03 AM,28.456,0.0,,,,,
119,06/29/23 12:53:03 AM,28.456,0.0,,,,,
120,06/29/23 12:58:03 AM,28.456,0.0,,,,,
121,06/29/23 01:03:03 AM,28.357,0.0,,,,,
122,06/29/23 01:08:03 AM,28.357,0.0,,,,,
123,06/29/23 01:13:03 AM,28.357,0.0,,,,,
124,06/29/23 01:18:03 AM,28.258,0.0,,,,,
125,06/29/23 01:23:03 AM,28.258,0.0,,,,,
126,06/29/23 01:28:03 AM,28.357,0.0,,,,,
127,06/29/23 01:33:03 AM,28.456,0.0,,,,,
128,06/29/23 01:38:03 AM,28.555,0.0,,,,,
129,06/29/23 01:43:03 AM,28.555,0.0,,,,,
130,06/29/23 01:48:03 AM,28.555,0.0,,,,,
131,06/29/23 01:53:03 AM,28.555,0.0,,,,,
132,06/29/23 01:58:03 AM,28.456,0.0,,,,,
133,06/29/23 02:03:03 AM,28.456,0.0,,,,,
134,06/29/23 02:08:03 AM,28.456,0.0,,,,,
135,06/29/23 02:13:03 AM,28.357,0.0,,,,,
136,06/29/23 02:18:03 AM,28.357,0.0,,,,,
137,06/29/23 02:23:03 AM,28.258,0.0,,,,,
138,06/29/23 02:28:03 AM,28.258,0.0,,,,,
139,06/29/23 02:33:03 AM,28.456,0.0,,,,,
140,06/29/23 02:38:03 AM,28.555,0.0,,,,,
141,06/29/23 02:43:03 AM,28.555,0.0,,,,,
142,06/29/23 02:48:03 AM,28.555,0.0,,,,,
143,06/29/23 02:53:03 AM,28.456,0.0,,,,,
144,06/29/23 02:58:03 AM,28.456,0.0,,,,,
145,06/29/23 03:03:03 AM,28.456,0.0,,,,,
146,06/29/23 03:08:03 AM,28.357,0.0,,,,,
147,06/29/23 03:13:03 AM,28.357,0.0,,,,,
148,06/29/23 03:18:03 AM,28.357,0.0,,,,,
149,06/29/23 03:23:03 AM,28.456,0.0,,,,,
150,06/29/23 03:28:03 AM,28.555,0.0,,,,,
151,06/29/23 03:33:03 AM,28.555,0.0,,,,,
152,06/29/23 03:38:03 AM,28.555,0.0,,,,,
153,06/29/23 03:43:03 AM,28.456,0.0,,,,,
154,06/29/23 03:48:03 AM,28.456,0.0,,,,,
155,06/29/23 03:53:03 AM,28.357,0.0,,,,,
156,06/29/23 03:58:03 AM,28.357,0.0,,,,,
157,06/29/23 04:03:03 AM,28.357,0.0,,,,,
158,06/29/23 04:08:03 AM,28.357,0.0,,,,,
159,06/29/23 04:13:03 AM,28.456,0.0,,,,,
160,06/29/23 04:18:03 AM,28.555,0.0,,,,,
161,06/29/23 04:23:03 AM,28.555,0.0,,,,,
162,06/29/23 04:28:03 AM,28.456,0.0,,,,,
163,06/29/23 04:33:03 AM,28.456,0.0,,,,,
164,06/29/23 04:38:03 AM,28.357,0.0,,,,,
165,06/29/23 04:43:03 AM,28.357,0.0,,,,,
166,06/29/23 04:48:03 AM,28.357,0.0,,,,,
167,06/29/23 04:53:03 AM,28.456,0.0,,,,,
168,06/29/23 04:58:03 AM,28.555,0.0,,,,,
169,06/29/23 05:03:03 AM,28.555,0.0,,,,,
170,06/29/23 05:08:03 AM,28.456,0.0,,,,,
171,06/29/23 05:13:03 AM,28.456,0.0,,,,,
172,06/29/23 05:18:03 AM,28.357,0.0,,,,,
173,06/29/23 05:23:03 AM,28.357,0.0,,,,,
174,06/29/23 05:28:03 AM,28.357,0.0,,,,,
175,06/29/23 05:33:03 AM,28.456,0.0,,,,,
176,06/29/23 05:38:03 AM,28.555,0.0,,,,,
177,06/29/23 05:43:03 AM,28.555,0.0,,,,,
178,06/29/23 05:48:03 AM,28.456,0.0,,,,,
