"Plot Title: HOBO10"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 21113724, SEN S/N: 21113724)","Intensity, Lux (LGR S/N: 21113724, SEN S/N: 21113724)","Coupler Attached (LGR S/N: 21113724)","Host Connected (LGR S/N: 21113724)","Stopped (LGR S/N: 21113724)","End Of File (LGR S/N: 21113724)"
1,06/26/23 03:00:00 PM,31.472,57867.0,,,,
2,06/26/23 03:05:00 PM,31.676,74400.5,,,,
3,06/26/23 03:10:00 PM,31.880,77156.1,,,,
4,06/26/23 03:15:00 PM,31.983,77156.1,,,,
5,06/26/23 03:20:00 PM,31.983,74400.5,,,,
6,06/26/23 03:25:00 PM,31.880,66133.8,,,,
7,06/26/23 03:30:00 PM,31.676,57867.0,,,,
8,06/26/23 03:35:00 PM,31.472,41333.6,,,,
9,06/26/23 03:40:00 PM,31.268,35822.5,,,,
10,06/26/23 03:45:00 PM,31.166,33066.9,,,,
11,06/26/23 03:50:00 PM,31.166,31689.1,,,,
12,06/26/23 03:55:00 PM,31.166,31689.1,,,,
13,06/26/23 04:00:00 PM,31.268,33066.9,,,,
14,06/26/23 04:05:00 PM,31.268,33066.9,,,,
15,06/26/23 04:10:00 PM,31.268,33066.9,,,,
16,06/26/23 04:15:00 PM,31.370,39955.8,,,,
17,06/26/23 04:20:00 PM,31.574,46844.8,,,,
18,06/26/23 04:25:00 PM,31.676,49600.3,,,,
19,06/26/23 04:30:00 PM,31.778,49600.3,,,,
20,06/26/23 04:35:00 PM,31.778,49600.3,,,,
21,06/26/23 04:40:00 PM,31.778,49600.3,,,,
22,06/26/23 04:45:00 PM,31.778,46844.8,,,,
23,06/26/23 04:50:00 PM,31.778,44089.2,,,,
24,06/26/23 04:55:00 PM,31.676,42711.4,,,,
25,06/26/23 05:00:00 PM,31.574,38578.0,,,,
26,06/26/23 05:05:00 PM,31.370,37200.2,,,,
27,06/26/23 05:10:00 PM,31.268,34444.7,,,,
28,06/26/23 05:15:00 PM,31.166,28933.5,,,,
29,06/26/23 05:20:00 PM,30.963,22044.6,,,,
30,06/26/23 05:25:00 PM,30.862,18600.1,,,,
31,06/26/23 05:30:00 PM,30.760,16533.4,,,,
32,06/26/23 05:35:00 PM,30.760,15155.7,,,,
33,06/26/23 05:40:00 PM,30.659,14466.8,,,,
34,06/26/23 05:45:00 PM,30.659,12400.1,,,,
35,06/26/23 05:50:00 PM,30.659,12400.1,,,,
36,06/26/23 05:55:00 PM,30.558,11022.3,,,,
37,06/26/23 06:00:00 PM,30.558,10677.8,,,,
38,06/26/23 06:05:00 PM,30.457,10333.4,,,,
39,06/26/23 06:10:00 PM,30.457,9644.5,,,,
40,06/26/23 06:15:00 PM,30.356,9300.1,,,,
41,06/26/23 06:20:00 PM,30.356,8611.2,,,,
