"Plot Title: HOBO6"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20454825, SEN S/N: 20454825)","Intensity, Lux (LGR S/N: 20454825, SEN S/N: 20454825)","Coupler Attached (LGR S/N: 20454825)","Host Connected (LGR S/N: 20454825)","Stopped (LGR S/N: 20454825)","End Of File (LGR S/N: 20454825)"
1,06/26/23 03:00:00 PM,31.574,52355.9,,,,
2,06/26/23 03:05:00 PM,31.778,66133.8,,,,
3,06/26/23 03:10:00 PM,32.086,74400.5,,,,
4,06/26/23 03:15:00 PM,32.291,74400.5,,,,
5,06/26/23 03:20:00 PM,32.291,71644.9,,,,
6,06/26/23 03:25:00 PM,32.291,68889.3,,,,
7,06/26/23 03:30:00 PM,32.291,66133.8,,,,
8,06/26/23 03:35:00 PM,32.086,55111.5,,,,
9,06/26/23 03:40:00 PM,31.778,42711.4,,,,
10,06/26/23 03:45:00 PM,31.574,38578.0,,,,
11,06/26/23 03:50:00 PM,31.574,41333.6,,,,
12,06/26/23 03:55:00 PM,31.676,49600.3,,,,
13,06/26/23 04:00:00 PM,31.983,57867.0,,,,
14,06/26/23 04:05:00 PM,32.086,57867.0,,,,
15,06/26/23 04:10:00 PM,32.188,57867.0,,,,
16,06/26/23 04:15:00 PM,32.188,57867.0,,,,
17,06/26/23 04:20:00 PM,32.086,55111.5,,,,
18,06/26/23 04:25:00 PM,32.086,52355.9,,,,
19,06/26/23 04:30:00 PM,31.983,49600.3,,,,
20,06/26/23 04:35:00 PM,31.880,44089.2,,,,
21,06/26/23 04:40:00 PM,31.778,38578.0,,,,
22,06/26/23 04:45:00 PM,31.880,44089.2,,,,
23,06/26/23 04:50:00 PM,31.983,44089.2,,,,
24,06/26/23 04:55:00 PM,31.880,44089.2,,,,
25,06/26/23 05:00:00 PM,31.778,41333.6,,,,
26,06/26/23 05:05:00 PM,31.676,37200.2,,,,
27,06/26/23 05:10:00 PM,31.574,31689.1,,,,
28,06/26/23 05:15:00 PM,31.574,33066.9,,,,
29,06/26/23 05:20:00 PM,31.370,30311.3,,,,
30,06/26/23 05:25:00 PM,31.370,30311.3,,,,
31,06/26/23 05:30:00 PM,31.268,28933.5,,,,
32,06/26/23 05:35:00 PM,31.370,30311.3,,,,
33,06/26/23 05:40:00 PM,31.370,31689.1,,,,
34,06/26/23 05:45:00 PM,31.268,28933.5,,,,
35,06/26/23 05:50:00 PM,31.166,24800.2,,,,
36,06/26/23 05:55:00 PM,31.064,20666.8,,,,
37,06/26/23 06:00:00 PM,30.862,19289.0,,,,
38,06/26/23 06:05:00 PM,30.862,18600.1,,,,
39,06/26/23 06:10:00 PM,30.760,17222.3,,,,
40,06/26/23 06:15:00 PM,30.659,16533.4,,,,
41,06/26/23 06:20:00 PM,30.659,16533.4,,,,
42,06/26/23 06:25:00 PM,30.457,9644.5,,,,
43,06/26/23 06:30:00 PM,30.457,12400.1,,,,
44,06/26/23 06:35:00 PM,30.356,11711.2,,,,
45,06/26/23 06:40:00 PM,30.356,11711.2,,,,
46,06/26/23 06:45:00 PM,30.255,10677.8,,,,
47,06/26/23 06:50:00 PM,30.255,10333.4,,,,
48,06/26/23 06:55:00 PM,30.154,8611.2,,,,
49,06/26/23 07:00:00 PM,30.054,4477.8,,,,
50,06/26/23 07:05:00 PM,30.054,8611.2,,,,
51,06/26/23 07:10:00 PM,29.853,4477.8,,,,
52,06/26/23 07:15:00 PM,29.752,3788.9,,,,
53,06/26/23 07:20:00 PM,29.752,2755.6,,,,
54,06/26/23 07:25:00 PM,29.652,5338.9,,,,
55,06/26/23 07:30:00 PM,29.752,5511.1,,,,
56,06/26/23 07:35:00 PM,29.752,5166.7,,,,
57,06/26/23 07:40:00 PM,29.652,4305.6,,,,
58,06/26/23 07:45:00 PM,29.652,2927.8,,,,
59,06/26/23 07:50:00 PM,29.452,1808.3,,,,
60,06/26/23 07:55:00 PM,29.452,1345.5,,,,
61,06/26/23 08:00:00 PM,29.352,1141.0,,,,
62,06/26/23 08:05:00 PM,29.352,958.0,,,,
63,06/26/23 08:10:00 PM,29.352,796.5,,,,
64,06/26/23 08:15:00 PM,29.252,602.8,,,,
65,06/26/23 08:20:00 PM,29.252,419.8,,,,
66,06/26/23 08:25:00 PM,29.152,258.3,,,,
67,06/26/23 08:30:00 PM,29.152,161.5,,,,
68,06/26/23 08:35:00 PM,29.152,86.1,,,,
69,06/26/23 08:40:00 PM,29.053,32.3,,,,
70,06/26/23 08:45:00 PM,29.053,10.8,,,,
71,06/26/23 08:50:00 PM,29.053,0.0,,,,
72,06/26/23 08:55:00 PM,28.953,0.0,,,,
73,06/26/23 09:00:00 PM,28.953,0.0,,,,
74,06/26/23 09:05:00 PM,28.953,0.0,,,,
75,06/26/23 09:10:00 PM,28.853,0.0,,,,
76,06/26/23 09:15:00 PM,28.853,0.0,,,,
77,06/26/23 09:20:00 PM,28.853,0.0,,,,
78,06/26/23 09:25:00 PM,28.754,0.0,,,,
79,06/26/23 09:30:00 PM,28.754,0.0,,,,
80,06/26/23 09:35:00 PM,28.754,0.0,,,,
81,06/26/23 09:40:00 PM,28.754,0.0,,,,
82,06/26/23 09:45:00 PM,28.655,0.0,,,,
83,06/26/23 09:50:00 PM,28.655,0.0,,,,
84,06/26/23 09:55:00 PM,28.655,0.0,,,,
85,06/26/23 10:00:00 PM,28.655,0.0,,,,
86,06/26/23 10:05:00 PM,28.555,0.0,,,,
87,06/26/23 10:10:00 PM,28.555,0.0,,,,
88,06/26/23 10:15:00 PM,28.555,0.0,,,,
89,06/26/23 10:20:00 PM,28.456,0.0,,,,
90,06/26/23 10:25:00 PM,28.456,0.0,,,,
91,06/26/23 10:30:00 PM,28.456,0.0,,,,
92,06/26/23 10:35:00 PM,28.456,0.0,,,,
93,06/26/23 10:40:00 PM,28.456,0.0,,,,
94,06/26/23 10:45:00 PM,28.357,0.0,,,,
95,06/26/23 10:50:00 PM,28.357,0.0,,,,
96,06/26/23 10:55:00 PM,28.357,0.0,,,,
97,06/26/23 11:00:00 PM,28.258,0.0,,,,
98,06/26/23 11:05:00 PM,28.258,0.0,,,,
99,06/26/23 11:10:00 PM,28.258,0.0,,,,
100,06/26/23 11:15:00 PM,28.258,0.0,,,,
101,06/26/23 11:20:00 PM,28.159,0.0,,,,
102,06/26/23 11:25:00 PM,28.159,0.0,,,,
103,06/26/23 11:30:00 PM,28.159,0.0,,,,
104,06/26/23 11:35:00 PM,28.159,0.0,,,,
105,06/26/23 11:40:00 PM,28.159,0.0,,,,
106,06/26/23 11:45:00 PM,28.060,0.0,,,,
107,06/26/23 11:50:00 PM,28.060,0.0,,,,
108,06/26/23 11:55:00 PM,28.060,0.0,,,,
109,06/27/23 12:00:00 AM,28.060,0.0,,,,
110,06/27/23 12:05:00 AM,27.961,0.0,,,,
111,06/27/23 12:10:00 AM,27.961,0.0,,,,
112,06/27/23 12:15:00 AM,27.961,0.0,,,,
113,06/27/23 12:20:00 AM,27.961,0.0,,,,
114,06/27/23 12:25:00 AM,27.862,0.0,,,,
115,06/27/23 12:30:00 AM,27.862,0.0,,,,
116,06/27/23 12:35:00 AM,27.862,0.0,,,,
