"Plot Title: HOBO11"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786142, SEN S/N: 9786142)","Intensity, Lux (LGR S/N: 9786142, SEN S/N: 9786142)","Started (LGR S/N: 9786142)","Coupler Attached (LGR S/N: 9786142)","Host Connected (LGR S/N: 9786142)","Stopped (LGR S/N: 9786142)","End Of File (LGR S/N: 9786142)"
1,06/26/23 03:00:00 PM,32.497,74400.5,Logged,,,,
2,06/26/23 03:05:00 PM,32.497,74400.5,,,,,
3,06/26/23 03:10:00 PM,32.704,74400.5,,,,,
4,06/26/23 03:15:00 PM,32.807,74400.5,,,,,
5,06/26/23 03:20:00 PM,32.807,74400.5,,,,,
6,06/26/23 03:25:00 PM,32.911,71644.9,,,,,
7,06/26/23 03:30:00 PM,32.807,60622.6,,,,,
8,06/26/23 03:35:00 PM,32.704,57867.0,,,,,
9,06/26/23 03:40:00 PM,32.911,68889.3,,,,,
10,06/26/23 03:45:00 PM,33.014,68889.3,,,,,
11,06/26/23 03:50:00 PM,32.911,66133.8,,,,,
12,06/26/23 03:55:00 PM,32.911,60622.6,,,,,
13,06/26/23 04:00:00 PM,32.704,46844.8,,,,,
14,06/26/23 04:05:00 PM,32.497,38578.0,,,,,
15,06/26/23 04:10:00 PM,32.394,37200.2,,,,,
16,06/26/23 04:15:00 PM,32.291,37200.2,,,,,
17,06/26/23 04:20:00 PM,32.291,37200.2,,,,,
18,06/26/23 04:25:00 PM,32.394,35822.5,,,,,
19,06/26/23 04:30:00 PM,32.497,34444.7,,,,,
20,06/26/23 04:35:00 PM,32.600,35822.5,,,,,
21,06/26/23 04:40:00 PM,32.807,41333.6,,,,,
22,06/26/23 04:45:00 PM,32.911,46844.8,,,,,
23,06/26/23 04:50:00 PM,33.014,49600.3,,,,,
24,06/26/23 04:55:00 PM,33.014,49600.3,,,,,
25,06/26/23 05:00:00 PM,32.911,44089.2,,,,,
26,06/26/23 05:05:00 PM,32.807,37200.2,,,,,
27,06/26/23 05:10:00 PM,32.600,33066.9,,,,,
28,06/26/23 05:15:00 PM,32.497,30311.3,,,,,
29,06/26/23 05:20:00 PM,32.497,30311.3,,,,,
30,06/26/23 05:25:00 PM,32.291,28933.5,,,,,
31,06/26/23 05:30:00 PM,32.291,30311.3,,,,,
32,06/26/23 05:35:00 PM,32.188,28933.5,,,,,
33,06/26/23 05:40:00 PM,32.086,26178.0,,,,,
34,06/26/23 05:45:00 PM,32.086,22044.6,,,,,
35,06/26/23 05:50:00 PM,31.983,20666.8,,,,,
36,06/26/23 05:55:00 PM,31.880,21355.7,,,,,
37,06/26/23 06:00:00 PM,31.880,19977.9,,,,,
38,06/26/23 06:05:00 PM,31.880,18600.1,,,,,
39,06/26/23 06:10:00 PM,31.778,18600.1,,,,,
40,06/26/23 06:15:00 PM,31.676,16533.4,,,,,
41,06/26/23 06:20:00 PM,31.676,15844.5,,,,,
42,06/26/23 06:25:00 PM,31.472,14466.8,,,,,
43,06/26/23 06:30:00 PM,31.370,8611.2,,,,,
44,06/26/23 06:35:00 PM,31.370,13777.9,,,,,
45,06/26/23 06:40:00 PM,31.472,14466.8,,,,,
46,06/26/23 06:45:00 PM,31.472,14466.8,,,,,
47,06/26/23 06:50:00 PM,31.472,15155.7,,,,,
48,06/26/23 06:55:00 PM,31.268,13777.9,,,,,
