"Plot Title: HOBO20"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058720, SEN S/N: 1058720)","Intensity, Lux (LGR S/N: 1058720, SEN S/N: 1058720)","Started (LGR S/N: 1058720)","Coupler Attached (LGR S/N: 1058720)","Host Connected (LGR S/N: 1058720)","Stopped (LGR S/N: 1058720)","End Of File (LGR S/N: 1058720)"
1,06/26/23 03:00:00 PM,32.086,63378.2,Logged,,,,
2,06/26/23 03:05:00 PM,32.086,63378.2,,,,,
3,06/26/23 03:10:00 PM,32.188,63378.2,,,,,
4,06/26/23 03:15:00 PM,32.291,63378.2,,,,,
5,06/26/23 03:20:00 PM,32.394,63378.2,,,,,
6,06/26/23 03:25:00 PM,32.394,60622.6,,,,,
7,06/26/23 03:30:00 PM,32.291,57867.0,,,,,
8,06/26/23 03:35:00 PM,32.291,55111.5,,,,,
9,06/26/23 03:40:00 PM,32.188,52355.9,,,,,
10,06/26/23 03:45:00 PM,32.086,44089.2,,,,,
11,06/26/23 03:50:00 PM,31.880,30311.3,,,,,
12,06/26/23 03:55:00 PM,31.574,22044.6,,,,,
13,06/26/23 04:00:00 PM,31.472,19977.9,,,,,
14,06/26/23 04:05:00 PM,31.472,18600.1,,,,,
15,06/26/23 04:10:00 PM,31.370,16533.4,,,,,
16,06/26/23 04:15:00 PM,31.268,15844.5,,,,,
17,06/26/23 04:20:00 PM,31.268,14466.8,,,,,
18,06/26/23 04:25:00 PM,31.268,14466.8,,,,,
19,06/26/23 04:30:00 PM,31.268,13089.0,,,,,
20,06/26/23 04:35:00 PM,31.268,12400.1,,,,,
21,06/26/23 04:40:00 PM,31.268,12400.1,,,,,
22,06/26/23 04:45:00 PM,31.268,12400.1,,,,,
23,06/26/23 04:50:00 PM,31.268,11711.2,,,,,
24,06/26/23 04:55:00 PM,31.268,11022.3,,,,,
25,06/26/23 05:00:00 PM,31.268,10677.8,,,,,
26,06/26/23 05:05:00 PM,31.268,9644.5,,,,,
27,06/26/23 05:10:00 PM,31.166,9644.5,,,,,
28,06/26/23 05:15:00 PM,31.166,9300.1,,,,,
29,06/26/23 05:20:00 PM,31.166,8611.2,,,,,
30,06/26/23 05:25:00 PM,31.166,8266.7,,,,,
31,06/26/23 05:30:00 PM,31.064,8266.7,,,,,
32,06/26/23 05:35:00 PM,31.064,8266.7,,,,,
33,06/26/23 05:40:00 PM,31.064,8266.7,,,,,
34,06/26/23 05:45:00 PM,31.064,7577.8,,,,,
35,06/26/23 05:50:00 PM,31.064,7577.8,,,,,
36,06/26/23 05:55:00 PM,30.963,7233.4,,,,,
37,06/26/23 06:00:00 PM,30.963,6544.5,,,,,
38,06/26/23 06:05:00 PM,30.963,6544.5,,,,,
39,06/26/23 06:10:00 PM,30.963,6544.5,,,,,
40,06/26/23 06:15:00 PM,30.963,6544.5,,,,,
41,06/26/23 06:20:00 PM,30.862,6200.0,,,,,
42,06/26/23 06:25:00 PM,30.862,6200.0,,,,,
43,06/26/23 06:30:00 PM,30.760,4133.4,,,,,
44,06/26/23 06:35:00 PM,30.760,5166.7,,,,,
45,06/26/23 06:40:00 PM,30.760,5166.7,,,,,
