"Plot Title: HOBO24"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786145, SEN S/N: 9786145)","Intensity, Lux (LGR S/N: 9786145, SEN S/N: 9786145)","Coupler Attached (LGR S/N: 9786145)","Host Connected (LGR S/N: 9786145)","Stopped (LGR S/N: 9786145)","End Of File (LGR S/N: 9786145)"
1,06/26/23 03:00:00 PM,52.873,209423.6,,,,
2,06/26/23 03:05:00 PM,52.582,198401.3,,,,
3,06/26/23 03:10:00 PM,53.166,198401.3,,,,
4,06/26/23 03:15:00 PM,52.149,198401.3,,,,
5,06/26/23 03:20:00 PM,52.293,198401.3,,,,
6,06/26/23 03:25:00 PM,52.437,198401.3,,,,
7,06/26/23 03:30:00 PM,52.149,198401.3,,,,
8,06/26/23 03:35:00 PM,52.006,198401.3,,,,
9,06/26/23 03:40:00 PM,52.293,187379.0,,,,
10,06/26/23 03:45:00 PM,52.727,187379.0,,,,
11,06/26/23 03:50:00 PM,51.863,187379.0,,,,
12,06/26/23 03:55:00 PM,52.006,187379.0,,,,
13,06/26/23 04:00:00 PM,52.006,176356.7,,,,
14,06/26/23 04:05:00 PM,51.863,176356.7,,,,
15,06/26/23 04:10:00 PM,51.014,176356.7,,,,
16,06/26/23 04:15:00 PM,50.874,170845.6,,,,
17,06/26/23 04:20:00 PM,50.595,170845.6,,,,
18,06/26/23 04:25:00 PM,50.734,165334.4,,,,
19,06/26/23 04:30:00 PM,49.768,165334.4,,,,
20,06/26/23 04:35:00 PM,50.734,159823.3,,,,
21,06/26/23 04:40:00 PM,49.768,154312.1,,,,
22,06/26/23 04:45:00 PM,50.042,154312.1,,,,
23,06/26/23 04:50:00 PM,49.905,148801.0,,,,
24,06/26/23 04:55:00 PM,49.632,137778.7,,,,
25,06/26/23 05:00:00 PM,49.090,126756.4,,,,
26,06/26/23 05:05:00 PM,49.768,126756.4,,,,
27,06/26/23 05:10:00 PM,48.687,115734.1,,,,
28,06/26/23 05:15:00 PM,47.629,104711.8,,,,
29,06/26/23 05:20:00 PM,47.760,93689.5,,,,
30,06/26/23 05:25:00 PM,48.023,99200.7,,,,
31,06/26/23 05:30:00 PM,47.368,99200.7,,,,
32,06/26/23 05:35:00 PM,47.760,99200.7,,,,
33,06/26/23 05:40:00 PM,48.023,93689.5,,,,
34,06/26/23 05:45:00 PM,46.979,88178.4,,,,
35,06/26/23 05:50:00 PM,47.629,88178.4,,,,
36,06/26/23 05:55:00 PM,46.722,82667.2,,,,
37,06/26/23 06:00:00 PM,46.083,77156.1,,,,
38,06/26/23 06:05:00 PM,46.465,71644.9,,,,
39,06/26/23 06:10:00 PM,46.210,68889.3,,,,
40,06/26/23 06:15:00 PM,45.076,63378.2,,,,
41,06/26/23 06:20:00 PM,42.639,38578.0,,,,
42,06/26/23 06:25:00 PM,38.157,11022.3,,,,
43,06/26/23 06:30:00 PM,35.222,12400.1,,,,
44,06/26/23 06:35:00 PM,33.953,11711.2,,,,
45,06/26/23 06:40:00 PM,33.222,12400.1,,,,
46,06/26/23 06:45:00 PM,32.704,11022.3,,,,
47,06/26/23 06:50:00 PM,31.983,9644.5,,,,
48,06/26/23 06:55:00 PM,31.574,8266.7,,,,
49,06/26/23 07:00:00 PM,31.166,5166.7,,,,
50,06/26/23 07:05:00 PM,30.760,7233.4,,,,
