"Plot Title: HOBO27"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058735, SEN S/N: 1058735)","Intensity, Lux (LGR S/N: 1058735, SEN S/N: 1058735)","Coupler Attached (LGR S/N: 1058735)","Host Connected (LGR S/N: 1058735)","Stopped (LGR S/N: 1058735)","End Of File (LGR S/N: 1058735)"
1,06/26/23 03:00:00 PM,32.291,26178.0,,,,
2,06/26/23 03:05:00 PM,32.086,22044.6,,,,
3,06/26/23 03:10:00 PM,31.983,19977.9,,,,
4,06/26/23 03:15:00 PM,31.880,17911.2,,,,
5,06/26/23 03:20:00 PM,31.778,16533.4,,,,
6,06/26/23 03:25:00 PM,31.778,15155.7,,,,
7,06/26/23 03:30:00 PM,31.778,14466.8,,,,
8,06/26/23 03:35:00 PM,31.778,13777.9,,,,
9,06/26/23 03:40:00 PM,31.778,13089.0,,,,
10,06/26/23 03:45:00 PM,31.676,12400.1,,,,
11,06/26/23 03:50:00 PM,31.778,12400.1,,,,
12,06/26/23 03:55:00 PM,31.676,11022.3,,,,
13,06/26/23 04:00:00 PM,31.676,10333.4,,,,
14,06/26/23 04:05:00 PM,31.676,10333.4,,,,
15,06/26/23 04:10:00 PM,31.778,10333.4,,,,
16,06/26/23 04:15:00 PM,31.778,9644.5,,,,
17,06/26/23 04:20:00 PM,31.778,9300.1,,,,
18,06/26/23 04:25:00 PM,31.778,8611.2,,,,
19,06/26/23 04:30:00 PM,31.676,8266.7,,,,
20,06/26/23 04:35:00 PM,31.676,8266.7,,,,
21,06/26/23 04:40:00 PM,31.676,8266.7,,,,
22,06/26/23 04:45:00 PM,31.676,7577.8,,,,
23,06/26/23 04:50:00 PM,31.574,7233.4,,,,
24,06/26/23 04:55:00 PM,31.574,6544.5,,,,
25,06/26/23 05:00:00 PM,31.472,6200.0,,,,
26,06/26/23 05:05:00 PM,31.472,6200.0,,,,
27,06/26/23 05:10:00 PM,31.472,5511.1,,,,
28,06/26/23 05:15:00 PM,31.370,5166.7,,,,
29,06/26/23 05:20:00 PM,31.268,4650.0,,,,
30,06/26/23 05:25:00 PM,31.268,4650.0,,,,
31,06/26/23 05:30:00 PM,31.268,4650.0,,,,
32,06/26/23 05:35:00 PM,31.268,4650.0,,,,
33,06/26/23 05:40:00 PM,31.268,5166.7,,,,
34,06/26/23 05:45:00 PM,31.268,4650.0,,,,
35,06/26/23 05:50:00 PM,31.268,4650.0,,,,
36,06/26/23 05:55:00 PM,31.268,4650.0,,,,
37,06/26/23 06:00:00 PM,31.268,4650.0,,,,
38,06/26/23 06:05:00 PM,31.268,4650.0,,,,
39,06/26/23 06:10:00 PM,31.268,4650.0,,,,
40,06/26/23 06:15:00 PM,31.268,5338.9,,,,
41,06/26/23 06:20:00 PM,31.268,5166.7,,,,
42,06/26/23 06:25:00 PM,31.166,3444.5,,,,
43,06/26/23 06:30:00 PM,31.166,4650.0,,,,
44,06/26/23 06:35:00 PM,31.166,4650.0,,,,
