Logger Number,Tank,Position,"Date Time, GMT-03:00","Temp, °C (LGR S/N: 1058708, SEN S/N: 1058708)","Intensity, Lux (LGR S/N: 1058708, SEN S/N: 1058708)","PAR,  µmol photon m^-2 s^-1"
10,9,Top Right,06/28/23 12:50:00 AM,28.456,0,0
10,9,Top Right,06/28/23 12:55:00 AM,28.357,0,0
10,9,Top Right,06/28/23 1:00:00 AM,28.357,0,0
10,9,Top Right,06/28/23 1:05:00 AM,28.357,0,0
10,9,Top Right,06/28/23 1:10:00 AM,28.258,0,0
10,9,Top Right,06/28/23 1:15:00 AM,28.258,0,0
10,9,Top Right,06/28/23 1:20:00 AM,28.258,0,0
10,9,Top Right,06/28/23 1:25:00 AM,28.159,0,0
10,9,Top Right,06/28/23 1:30:00 AM,28.159,0,0
10,9,Top Right,06/28/23 1:35:00 AM,28.159,0,0
10,9,Top Right,06/28/23 1:40:00 AM,28.159,0,0
10,9,Top Right,06/28/23 1:45:00 AM,28.06,0,0
10,9,Top Right,06/28/23 1:50:00 AM,28.06,0,0
10,9,Top Right,06/28/23 1:55:00 AM,28.06,0,0
10,9,Top Right,06/28/23 2:00:00 AM,28.06,0,0
10,9,Top Right,06/28/23 2:05:00 AM,27.961,0,0
10,9,Top Right,06/28/23 2:10:00 AM,27.961,0,0
10,9,Top Right,06/28/23 2:15:00 AM,27.862,0,0
10,9,Top Right,06/28/23 2:20:00 AM,27.862,0,0
10,9,Top Right,06/28/23 2:25:00 AM,27.862,0,0
10,9,Top Right,06/28/23 2:30:00 AM,27.862,0,0
10,9,Top Right,06/28/23 2:35:00 AM,27.764,0,0
10,9,Top Right,06/28/23 2:40:00 AM,27.764,0,0
10,9,Top Right,06/28/23 2:45:00 AM,27.764,0,0
10,9,Top Right,06/28/23 2:50:00 AM,27.764,0,0
10,9,Top Right,06/28/23 2:55:00 AM,27.665,0,0
10,9,Top Right,06/28/23 3:00:00 AM,27.665,0,0
10,9,Top Right,06/28/23 3:05:00 AM,27.665,0,0
10,9,Top Right,06/28/23 3:10:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:15:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:20:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:25:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:30:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:35:00 AM,27.567,0,0
10,9,Top Right,06/28/23 3:40:00 AM,27.468,0,0
10,9,Top Right,06/28/23 3:45:00 AM,27.468,0,0
10,9,Top Right,06/28/23 3:50:00 AM,27.468,0,0
10,9,Top Right,06/28/23 3:55:00 AM,27.468,0,0
10,9,Top Right,06/28/23 4:00:00 AM,27.37,0,0
10,9,Top Right,06/28/23 4:05:00 AM,27.37,0,0
10,9,Top Right,06/28/23 4:10:00 AM,27.37,0,0
10,9,Top Right,06/28/23 4:15:00 AM,27.37,0,0
10,9,Top Right,06/28/23 4:20:00 AM,27.272,0,0
10,9,Top Right,06/28/23 4:25:00 AM,27.272,0,0
10,9,Top Right,06/28/23 4:30:00 AM,27.272,0,0
10,9,Top Right,06/28/23 4:35:00 AM,27.272,0,0
10,9,Top Right,06/28/23 4:40:00 AM,27.272,0,0
10,9,Top Right,06/28/23 4:45:00 AM,27.173,0,0
10,9,Top Right,06/28/23 4:50:00 AM,27.173,0,0
10,9,Top Right,06/28/23 4:55:00 AM,27.173,0,0
10,9,Top Right,06/28/23 5:00:00 AM,27.173,0,0
10,9,Top Right,06/28/23 5:05:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:10:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:15:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:20:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:25:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:30:00 AM,27.075,0,0
10,9,Top Right,06/28/23 5:35:00 AM,26.977,0,0
10,9,Top Right,06/28/23 5:40:00 AM,26.977,0,0
10,9,Top Right,06/28/23 5:45:00 AM,26.977,0,0
10,9,Top Right,06/28/23 5:50:00 AM,26.879,0,0
10,9,Top Right,06/28/23 5:55:00 AM,26.879,0,0
10,9,Top Right,06/28/23 6:00:00 AM,26.879,21.5,0.27305
10,9,Top Right,06/28/23 6:05:00 AM,26.879,64.6,0.82042
10,9,Top Right,06/28/23 6:10:00 AM,26.879,150.7,1.91389
10,9,Top Right,06/28/23 6:15:00 AM,26.879,258.3,3.28041
10,9,Top Right,06/28/23 6:20:00 AM,26.781,419.8,5.33146
10,9,Top Right,06/28/23 6:25:00 AM,26.879,581.3,7.38251
10,9,Top Right,06/28/23 6:30:00 AM,26.781,775,9.8425
10,9,Top Right,06/28/23 6:35:00 AM,26.781,1011.8,12.84986
10,9,Top Right,06/28/23 6:40:00 AM,26.781,1184,15.0368
10,9,Top Right,06/28/23 6:45:00 AM,26.781,1463.9,18.59153
10,9,Top Right,06/28/23 6:50:00 AM,26.781,2066.7,26.24709
10,9,Top Right,06/28/23 6:55:00 AM,26.781,1980.6,25.15362
10,9,Top Right,06/28/23 7:00:00 AM,26.781,2497.2,31.71444
10,9,Top Right,06/28/23 7:05:00 AM,26.781,3100,39.37
10,9,Top Right,06/28/23 7:10:00 AM,26.781,3616.7,45.93209
10,9,Top Right,06/28/23 7:15:00 AM,26.781,3272.2,41.55694
10,9,Top Right,06/28/23 7:20:00 AM,26.781,2927.8,37.18306
10,9,Top Right,06/28/23 7:25:00 AM,26.781,2927.8,37.18306
10,9,Top Right,06/28/23 7:30:00 AM,26.781,3100,39.37
10,9,Top Right,06/28/23 7:35:00 AM,26.781,3788.9,48.11903
10,9,Top Right,06/28/23 7:40:00 AM,26.781,3788.9,48.11903
10,9,Top Right,06/28/23 7:45:00 AM,26.781,4133.4,52.49418
10,9,Top Right,06/28/23 7:50:00 AM,26.781,4650,59.055
10,9,Top Right,06/28/23 7:55:00 AM,26.781,5166.7,65.61709
10,9,Top Right,06/28/23 8:00:00 AM,26.879,5166.7,65.61709
10,9,Top Right,06/28/23 8:05:00 AM,26.879,5166.7,65.61709
10,9,Top Right,06/28/23 8:10:00 AM,26.879,5511.1,69.99097
10,9,Top Right,06/28/23 8:15:00 AM,26.879,5511.1,69.99097
10,9,Top Right,06/28/23 8:20:00 AM,26.977,6544.5,83.11515
10,9,Top Right,06/28/23 8:25:00 AM,26.977,7233.4,91.86418
10,9,Top Right,06/28/23 8:30:00 AM,26.977,7233.4,91.86418
10,9,Top Right,06/28/23 8:35:00 AM,27.075,7577.8,96.23806
10,9,Top Right,06/28/23 8:40:00 AM,27.173,8266.7,104.98709
10,9,Top Right,06/28/23 8:45:00 AM,27.272,10333.4,131.23418
10,9,Top Right,06/28/23 8:50:00 AM,27.37,10677.8,135.60806
10,9,Top Right,06/28/23 8:55:00 AM,27.468,12400.1,157.48127
10,9,Top Right,06/28/23 9:00:00 AM,27.567,13089,166.2303
10,9,Top Right,06/28/23 9:05:00 AM,27.665,13777.9,174.97933
10,9,Top Right,06/28/23 9:10:00 AM,27.764,14466.8,183.72836
10,9,Top Right,06/28/23 9:15:00 AM,27.862,14466.8,183.72836
10,9,Top Right,06/28/23 9:20:00 AM,30.255,5511.1,69.99097
10,9,Top Right,06/28/23 9:25:00 AM,29.252,3100,39.37
10,9,Top Right,06/28/23 9:30:00 AM,28.06,3616.7,45.93209
10,9,Top Right,06/28/23 9:35:00 AM,25.513,764.2,9.70534
10,9,Top Right,06/28/23 9:40:00 AM,23.388,699.7,8.88619
10,9,Top Right,06/28/23 9:45:00 AM,22.621,624.3,7.92861
10,9,Top Right,06/28/23 9:50:00 AM,22.142,484.4,6.15188
10,9,Top Right,06/28/23 9:55:00 AM,22.142,861.1,10.93597
10,9,Top Right,06/28/23 10:00:00 AM,21.855,731.9,9.29513
9,9,Top Left,06/26/23 3:00:00 PM,30.356,14466.8,195.3018
9,9,Top Left,06/26/23 3:05:00 PM,30.356,13777.9,186.00165
9,9,Top Left,06/26/23 3:10:00 PM,30.356,13777.9,186.00165
9,9,Top Left,06/26/23 3:15:00 PM,30.356,13089,176.7015
9,9,Top Left,06/26/23 3:20:00 PM,30.356,12400.1,167.40135
9,9,Top Left,06/26/23 3:25:00 PM,30.356,12400.1,167.40135
9,9,Top Left,06/26/23 3:30:00 PM,30.457,12400.1,167.40135
9,9,Top Left,06/26/23 3:35:00 PM,30.457,11711.2,158.1012
9,9,Top Left,06/26/23 3:40:00 PM,30.356,11711.2,158.1012
9,9,Top Left,06/26/23 3:45:00 PM,30.457,11022.3,148.80105
9,9,Top Left,06/26/23 3:50:00 PM,30.457,11022.3,148.80105
9,9,Top Left,06/26/23 3:55:00 PM,30.457,10677.8,144.1503
9,9,Top Left,06/26/23 4:00:00 PM,30.457,10677.8,144.1503
9,9,Top Left,06/26/23 4:05:00 PM,30.457,10677.8,144.1503
9,9,Top Left,06/26/23 4:10:00 PM,30.457,10333.4,139.5009
9,9,Top Left,06/26/23 4:15:00 PM,30.457,10333.4,139.5009
9,9,Top Left,06/26/23 4:20:00 PM,30.558,9644.5,130.20075
9,9,Top Left,06/26/23 4:25:00 PM,30.558,9644.5,130.20075
9,9,Top Left,06/26/23 4:30:00 PM,30.457,9644.5,130.20075
9,9,Top Left,06/26/23 4:35:00 PM,30.457,9300.1,125.55135
9,9,Top Left,06/26/23 4:40:00 PM,30.457,9300.1,125.55135
9,9,Top Left,06/26/23 4:45:00 PM,30.558,9300.1,125.55135
9,9,Top Left,06/26/23 4:50:00 PM,30.558,8611.2,116.2512
9,9,Top Left,06/26/23 4:55:00 PM,30.457,8266.7,111.60045
9,9,Top Left,06/26/23 5:00:00 PM,30.457,7577.8,102.3003
9,9,Top Left,06/26/23 5:05:00 PM,30.457,7577.8,102.3003
9,9,Top Left,06/26/23 5:10:00 PM,30.457,7233.4,97.6509
9,9,Top Left,06/26/23 5:15:00 PM,30.356,6544.5,88.35075
9,9,Top Left,06/26/23 5:20:00 PM,30.356,6200,83.7
9,9,Top Left,06/26/23 5:25:00 PM,30.356,6200,83.7
9,9,Top Left,06/26/23 5:30:00 PM,30.356,6200,83.7
9,9,Top Left,06/26/23 5:35:00 PM,30.255,6200,83.7
9,9,Top Left,06/26/23 5:40:00 PM,30.255,6200,83.7
9,9,Top Left,06/26/23 5:45:00 PM,30.255,5511.1,74.39985
9,9,Top Left,06/26/23 5:50:00 PM,30.255,5511.1,74.39985
9,9,Top Left,06/26/23 5:55:00 PM,30.255,5166.7,69.75045
9,9,Top Left,06/26/23 6:00:00 PM,30.255,5166.7,69.75045
9,9,Top Left,06/26/23 6:05:00 PM,30.154,5338.9,72.07515
9,9,Top Left,06/26/23 6:10:00 PM,30.154,5166.7,69.75045
9,9,Top Left,06/26/23 6:15:00 PM,30.154,4994.5,67.42575
9,9,Top Left,06/26/23 6:20:00 PM,30.154,4994.5,67.42575
9,9,Top Left,06/26/23 6:25:00 PM,30.054,3272.2,44.1747
9,9,Top Left,06/26/23 6:30:00 PM,29.953,4305.6,58.1256
9,9,Top Left,06/26/23 6:35:00 PM,29.953,4133.4,55.8009
9,9,Top Left,06/26/23 6:40:00 PM,29.953,4305.6,58.1256
9,9,Top Left,06/26/23 6:45:00 PM,29.953,3961.1,53.47485
9,9,Top Left,06/26/23 6:50:00 PM,29.853,3788.9,51.15015
9,9,Top Left,06/26/23 6:55:00 PM,29.853,3272.2,44.1747
9,9,Top Left,06/26/23 7:00:00 PM,29.853,1980.6,26.7381
9,9,Top Left,06/26/23 7:05:00 PM,29.752,3272.2,44.1747
9,9,Top Left,06/26/23 7:10:00 PM,29.752,1808.3,24.41205
9,9,Top Left,06/26/23 7:15:00 PM,29.652,1636.1,22.08735
9,9,Top Left,06/26/23 7:20:00 PM,29.652,1377.8,18.6003
9,9,Top Left,06/26/23 7:25:00 PM,29.652,2152.8,29.0628
9,9,Top Left,06/26/23 7:30:00 PM,29.552,2411.1,32.54985
9,9,Top Left,06/26/23 7:35:00 PM,29.552,2238.9,30.22515
9,9,Top Left,06/26/23 7:40:00 PM,29.552,1980.6,26.7381
9,9,Top Left,06/26/23 7:45:00 PM,29.552,1636.1,22.08735
9,9,Top Left,06/26/23 7:50:00 PM,29.452,1291.7,17.43795
9,9,Top Left,06/26/23 7:55:00 PM,29.452,925.7,12.49695
9,9,Top Left,06/26/23 8:00:00 PM,29.352,721.2,9.7362
9,9,Top Left,06/26/23 8:05:00 PM,29.352,602.8,8.1378
9,9,Top Left,06/26/23 8:10:00 PM,29.352,505.9,6.82965
9,9,Top Left,06/26/23 8:15:00 PM,29.252,387.5,5.23125
9,9,Top Left,06/26/23 8:20:00 PM,29.252,269.1,3.63285
9,9,Top Left,06/26/23 8:25:00 PM,29.252,172.2,2.3247
9,9,Top Left,06/26/23 8:30:00 PM,29.152,96.9,1.30815
9,9,Top Left,06/26/23 8:35:00 PM,29.152,53.8,0.7263
9,9,Top Left,06/26/23 8:40:00 PM,29.152,21.5,0.29025
9,9,Top Left,06/26/23 8:45:00 PM,29.053,0,0
9,9,Top Left,06/26/23 8:50:00 PM,29.053,0,0
9,9,Top Left,06/26/23 8:55:00 PM,29.053,0,0
9,9,Top Left,06/26/23 9:00:00 PM,28.953,0,0
9,9,Top Left,06/26/23 9:05:00 PM,28.953,0,0
9,9,Top Left,06/26/23 9:10:00 PM,28.953,0,0
9,9,Top Left,06/26/23 9:15:00 PM,28.853,0,0
9,9,Top Left,06/26/23 9:20:00 PM,28.853,0,0
9,9,Top Left,06/26/23 9:25:00 PM,28.853,0,0
9,9,Top Left,06/26/23 9:30:00 PM,28.853,0,0
9,9,Top Left,06/26/23 9:35:00 PM,28.754,0,0
9,9,Top Left,06/26/23 9:40:00 PM,28.754,0,0
9,9,Top Left,06/26/23 9:45:00 PM,28.754,0,0
9,9,Top Left,06/26/23 9:50:00 PM,28.655,0,0
9,9,Top Left,06/26/23 9:55:00 PM,28.655,0,0
9,9,Top Left,06/26/23 10:00:00 PM,28.655,0,0
9,9,Top Left,06/26/23 10:05:00 PM,28.655,0,0
9,9,Top Left,06/26/23 10:10:00 PM,28.655,0,0
9,9,Top Left,06/26/23 10:15:00 PM,28.555,0,0
9,9,Top Left,06/26/23 10:20:00 PM,28.555,0,0
9,9,Top Left,06/26/23 10:25:00 PM,28.555,0,0
9,9,Top Left,06/26/23 10:30:00 PM,28.456,0,0
9,9,Top Left,06/26/23 10:35:00 PM,28.456,0,0
9,9,Top Left,06/26/23 10:40:00 PM,28.456,0,0
9,9,Top Left,06/26/23 10:45:00 PM,28.357,0,0
9,9,Top Left,06/26/23 10:50:00 PM,28.357,0,0
9,9,Top Left,06/26/23 10:55:00 PM,28.357,0,0
9,9,Top Left,06/26/23 11:00:00 PM,28.357,0,0
9,9,Top Left,06/26/23 11:05:00 PM,28.357,0,0
9,9,Top Left,06/26/23 11:10:00 PM,28.258,0,0
9,9,Top Left,06/26/23 11:15:00 PM,28.258,0,0
9,9,Top Left,06/26/23 11:20:00 PM,28.258,0,0
9,9,Top Left,06/26/23 11:25:00 PM,28.258,0,0
9,9,Top Left,06/26/23 11:30:00 PM,28.159,0,0
9,9,Top Left,06/26/23 11:35:00 PM,28.159,0,0
9,9,Top Left,06/26/23 11:40:00 PM,28.159,0,0
9,9,Top Left,06/26/23 11:45:00 PM,28.159,0,0
9,9,Top Left,06/26/23 11:50:00 PM,28.159,0,0
9,9,Top Left,06/26/23 11:55:00 PM,28.06,0,0
9,9,Top Left,06/27/23 12:00:00 AM,28.06,0,0
9,9,Top Left,06/27/23 12:05:00 AM,28.06,0,0
9,9,Top Left,06/27/23 12:10:00 AM,28.06,0,0
9,9,Top Left,06/27/23 12:15:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:20:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:25:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:30:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:35:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:40:00 AM,27.961,0,0
9,9,Top Left,06/27/23 12:45:00 AM,27.862,0,0
9,9,Top Left,06/27/23 12:50:00 AM,27.862,0,0
9,9,Top Left,06/27/23 12:55:00 AM,27.862,0,0
9,9,Top Left,06/27/23 1:00:00 AM,27.862,0,0
9,9,Top Left,06/27/23 1:05:00 AM,27.862,0,0
9,9,Top Left,06/27/23 1:10:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:15:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:20:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:25:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:30:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:35:00 AM,27.764,0,0
9,9,Top Left,06/27/23 1:40:00 AM,27.665,0,0
9,9,Top Left,06/27/23 1:45:00 AM,27.665,0,0
9,9,Top Left,06/27/23 1:50:00 AM,27.665,0,0
9,9,Top Left,06/27/23 1:55:00 AM,27.665,0,0
9,9,Top Left,06/27/23 2:00:00 AM,27.665,0,0
9,9,Top Left,06/27/23 2:05:00 AM,27.665,0,0
9,9,Top Left,06/27/23 2:10:00 AM,27.665,0,0
9,9,Top Left,06/27/23 2:15:00 AM,27.567,0,0
9,9,Top Left,06/27/23 2:20:00 AM,27.567,0,0
9,9,Top Left,06/27/23 2:25:00 AM,27.567,0,0
9,9,Top Left,06/27/23 2:30:00 AM,27.567,0,0
9,9,Top Left,06/27/23 2:35:00 AM,27.567,0,0
9,9,Top Left,06/27/23 2:40:00 AM,27.468,0,0
9,9,Top Left,06/27/23 2:45:00 AM,27.468,0,0
9,9,Top Left,06/27/23 2:50:00 AM,27.468,0,0
9,9,Top Left,06/27/23 2:55:00 AM,27.468,0,0
9,9,Top Left,06/27/23 3:00:00 AM,27.468,0,0
9,9,Top Left,06/27/23 3:05:00 AM,27.468,0,0
9,9,Top Left,06/27/23 3:10:00 AM,27.468,0,0
9,9,Top Left,06/27/23 3:15:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:20:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:25:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:30:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:35:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:40:00 AM,27.272,0,0
9,9,Top Left,06/27/23 3:45:00 AM,27.37,0,0
9,9,Top Left,06/27/23 3:50:00 AM,27.272,0,0
9,9,Top Left,06/27/23 3:55:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:00:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:05:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:10:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:15:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:20:00 AM,27.272,0,0
9,9,Top Left,06/27/23 4:25:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:30:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:35:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:40:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:45:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:50:00 AM,27.173,0,0
9,9,Top Left,06/27/23 4:55:00 AM,27.173,0,0
9,9,Top Left,06/27/23 5:00:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:05:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:10:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:15:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:20:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:25:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:30:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:35:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:40:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:45:00 AM,27.075,0,0
9,9,Top Left,06/27/23 5:50:00 AM,26.977,0,0
9,9,Top Left,06/27/23 5:55:00 AM,26.977,0,0
9,9,Top Left,06/27/23 6:00:00 AM,26.977,21.5,0.29025
9,9,Top Left,06/27/23 6:05:00 AM,26.977,53.8,0.7263
9,9,Top Left,06/27/23 6:10:00 AM,26.977,107.6,1.4526
9,9,Top Left,06/27/23 6:15:00 AM,26.977,183,2.4705
9,9,Top Left,06/27/23 6:20:00 AM,26.977,290.6,3.9231
9,9,Top Left,06/27/23 6:25:00 AM,26.977,409,5.5215
9,9,Top Left,06/27/23 6:30:00 AM,26.977,549,7.4115
9,9,Top Left,06/27/23 6:35:00 AM,26.977,699.7,9.44595
9,9,Top Left,06/27/23 6:40:00 AM,26.977,936.5,12.64275
9,9,Top Left,06/27/23 6:45:00 AM,26.977,1001,13.5135
9,9,Top Left,06/27/23 6:50:00 AM,26.977,1119.5,15.11325
9,9,Top Left,06/27/23 6:55:00 AM,26.977,1302.4,17.5824
9,9,Top Left,06/27/23 7:00:00 AM,26.977,1108.7,14.96745
9,9,Top Left,06/27/23 7:05:00 AM,26.977,1151.7,15.54795
9,9,Top Left,06/27/23 7:10:00 AM,26.977,1237.9,16.71165
9,9,Top Left,06/27/23 7:15:00 AM,26.879,1377.8,18.6003
9,9,Top Left,06/27/23 7:20:00 AM,26.879,1377.8,18.6003
9,9,Top Left,06/27/23 7:25:00 AM,26.879,1808.3,24.41205
9,9,Top Left,06/27/23 7:30:00 AM,26.977,2066.7,27.90045
9,9,Top Left,06/27/23 7:35:00 AM,26.977,2927.8,39.5253
9,9,Top Left,06/27/23 7:40:00 AM,26.977,2927.8,39.5253
9,9,Top Left,06/27/23 7:45:00 AM,26.977,3100,41.85
9,9,Top Left,06/27/23 7:50:00 AM,26.977,4305.6,58.1256
9,9,Top Left,06/27/23 7:55:00 AM,27.075,6200,83.7
9,9,Top Left,06/27/23 8:00:00 AM,27.173,9300.1,125.55135
9,9,Top Left,06/27/23 8:05:00 AM,27.37,15844.5,213.90075
9,9,Top Left,06/27/23 8:10:00 AM,27.764,30311.3,409.20255
9,9,Top Left,06/27/23 8:15:00 AM,27.665,22044.6,297.6021
9,9,Top Left,06/27/23 8:20:00 AM,27.862,38578,520.803
9,9,Top Left,06/27/23 8:25:00 AM,28.258,28933.5,390.60225
9,9,Top Left,06/27/23 8:30:00 AM,27.764,11711.2,158.1012
9,9,Top Left,06/27/23 8:35:00 AM,28.06,44089.2,595.2042
9,9,Top Left,06/27/23 8:40:00 AM,28.953,55111.5,744.00525
9,9,Top Left,06/27/23 8:45:00 AM,29.352,57867,781.2045
9,9,Top Left,06/27/23 8:50:00 AM,29.652,60622.6,818.4051
9,9,Top Left,06/27/23 8:55:00 AM,29.853,71644.9,967.20615
9,9,Top Left,06/27/23 9:00:00 AM,30.054,71644.9,967.20615
9,9,Top Left,06/27/23 9:05:00 AM,30.255,74400.5,1004.40675
9,9,Top Left,06/27/23 9:10:00 AM,30.356,77156.1,1041.60735
9,9,Top Left,06/27/23 9:15:00 AM,30.457,79911.6,1078.8066
9,9,Top Left,06/27/23 9:20:00 AM,30.457,88178.4,1190.4084
9,9,Top Left,06/27/23 9:25:00 AM,29.853,39955.8,539.4033
9,9,Top Left,06/27/23 9:30:00 AM,29.352,37200.2,502.2027
9,9,Top Left,06/27/23 9:35:00 AM,29.552,49600.3,669.60405
9,9,Top Left,06/27/23 9:40:00 AM,29.853,55111.5,744.00525
9,9,Top Left,06/27/23 9:45:00 AM,30.054,57867,781.2045
9,9,Top Left,06/27/23 9:50:00 AM,30.154,52355.9,706.80465
9,9,Top Left,06/27/23 9:55:00 AM,30.255,44089.2,595.2042
9,9,Top Left,06/27/23 10:00:00 AM,30.255,71644.9,967.20615
9,9,Top Left,06/27/23 10:05:00 AM,30.558,74400.5,1004.40675
9,9,Top Left,06/27/23 10:10:00 AM,30.659,55111.5,744.00525
9,9,Top Left,06/27/23 10:15:00 AM,30.558,71644.9,967.20615
9,9,Top Left,06/27/23 10:20:00 AM,30.457,77156.1,1041.60735
9,9,Top Left,06/27/23 10:25:00 AM,30.255,44089.2,595.2042
9,9,Top Left,06/27/23 10:30:00 AM,30.356,57867,781.2045
9,9,Top Left,06/27/23 10:35:00 AM,30.862,66133.8,892.8063
9,9,Top Left,06/27/23 10:40:00 AM,31.064,79911.6,1078.8066
9,9,Top Left,06/27/23 10:45:00 AM,31.268,77156.1,1041.60735
9,9,Top Left,06/27/23 10:50:00 AM,31.268,74400.5,1004.40675
9,9,Top Left,06/27/23 10:55:00 AM,31.37,79911.6,1078.8066
9,9,Top Left,06/27/23 11:00:00 AM,31.472,77156.1,1041.60735
9,9,Top Left,06/27/23 11:05:00 AM,31.472,82667.2,1116.0072
9,9,Top Left,06/27/23 11:10:00 AM,31.676,82667.2,1116.0072
9,9,Top Left,06/27/23 11:15:00 AM,31.676,88178.4,1190.4084
9,9,Top Left,06/27/23 11:20:00 AM,31.676,85422.8,1153.2078
9,9,Top Left,06/27/23 11:25:00 AM,31.88,82667.2,1116.0072
9,9,Top Left,06/27/23 11:30:00 AM,31.88,82667.2,1116.0072
9,9,Top Left,06/27/23 11:35:00 AM,31.778,74400.5,1004.40675
9,9,Top Left,06/27/23 11:40:00 AM,31.574,63378.2,855.6057
9,9,Top Left,06/27/23 11:45:00 AM,31.778,77156.1,1041.60735
9,9,Top Left,06/27/23 11:50:00 AM,32.086,85422.8,1153.2078
9,9,Top Left,06/27/23 11:55:00 AM,32.291,88178.4,1190.4084
9,9,Top Left,06/27/23 12:00:00 PM,32.291,88178.4,1190.4084
9,9,Top Left,06/27/23 12:05:00 PM,32.394,93689.5,1264.80825
9,9,Top Left,06/27/23 12:10:00 PM,32.394,88178.4,1190.4084
9,9,Top Left,06/27/23 12:15:00 PM,32.394,88178.4,1190.4084
9,9,Top Left,06/27/23 12:20:00 PM,32.6,88178.4,1190.4084
9,9,Top Left,06/27/23 12:25:00 PM,32.6,88178.4,1190.4084
9,9,Top Left,06/27/23 12:30:00 PM,32.6,88178.4,1190.4084
9,9,Top Left,06/27/23 12:35:00 PM,32.6,82667.2,1116.0072
9,9,Top Left,06/27/23 12:40:00 PM,32.497,79911.6,1078.8066
9,9,Top Left,06/27/23 12:45:00 PM,32.394,68889.3,930.00555
9,9,Top Left,06/27/23 12:50:00 PM,31.983,46844.8,632.4048
9,9,Top Left,06/27/23 12:55:00 PM,31.778,41333.6,558.0036
9,9,Top Left,06/27/23 1:00:00 PM,31.676,46844.8,632.4048
9,9,Top Left,06/27/23 1:05:00 PM,31.983,66133.8,892.8063
9,9,Top Left,06/27/23 1:10:00 PM,32.291,68889.3,930.00555
9,9,Top Left,06/27/23 1:15:00 PM,32.394,66133.8,892.8063
9,9,Top Left,06/27/23 1:20:00 PM,32.188,46844.8,632.4048
9,9,Top Left,06/27/23 1:25:00 PM,31.88,37200.2,502.2027
9,9,Top Left,06/27/23 1:30:00 PM,31.778,34444.7,465.00345
9,9,Top Left,06/27/23 1:35:00 PM,31.778,37200.2,502.2027
9,9,Top Left,06/27/23 1:40:00 PM,31.88,49600.3,669.60405
9,9,Top Left,06/27/23 1:45:00 PM,32.188,63378.2,855.6057
9,9,Top Left,06/27/23 1:50:00 PM,32.394,66133.8,892.8063
9,9,Top Left,06/27/23 1:55:00 PM,32.497,63378.2,855.6057
9,9,Top Left,06/27/23 2:00:00 PM,32.497,52355.9,706.80465
9,9,Top Left,06/27/23 2:05:00 PM,32.497,57867,781.2045
9,9,Top Left,06/27/23 2:10:00 PM,32.394,38578,520.803
9,9,Top Left,06/27/23 2:15:00 PM,32.291,27555.7,372.00195
9,9,Top Left,06/27/23 2:20:00 PM,32.188,18600.1,251.10135
9,9,Top Left,06/27/23 2:25:00 PM,31.983,21355.7,288.30195
9,9,Top Left,06/27/23 2:30:00 PM,31.88,19977.9,269.70165
